,name,year,quarter,sector,Relative Return,GDP 변화율,이익잉여금 변화율,영업이익 변화율,주택가격 변화율,비유동부채 변화율,자본총계 변화율,Label,Code
0,대림산업,2025,Q2,건설,-0.2009406261229107,0.047557177658022365,0.00012016499555356219,-0.9511167861165295,-0.93425817329356,-0.1565335526751539,0.0002013847472557284,-0.2009406261229107,000210
0,현대건설,2025,Q2,건설,0.23914400643540265,0.047557177658022365,0.007193563326974184,0.4509332525650247,-1.2011538284344416,-0.05810595598907986,-0.02249417485972094,0.23914400643540265,000720
0,KCC,2025,Q2,건설,0.18285375197441647,0.047557177658022365,0.15684317886702703,0.34808406010616144,-1.2020503048308888,0.02030054344694454,0.13605016861160135,0.18285375197441647,002380
0,한일시멘트,2025,Q2,건설,-0.016384777276966245,0.047557177658022365,0.00014719923918526945,-1.0156341616958404,-1.201238974307419,-0.06611435163552659,0.0046718613831717715,-0.016384777276966245,003300
0,아이에스동서,2025,Q2,건설,-0.2523634093721083,0.047557177658022365,0.019070633370987355,0.8653487523238548,-1.2012018901638573,0.05836738996828639,0.013642252171413238,-0.2523634093721083,010780
0,현대산업,2025,Q2,건설,-0.10593604472677265,0.047557177658022365,0.0020482264125198935,-0.8982746748344798,-1.2012613535861296,-0.0033556023158661796,-0.011954319012732029,-0.10593604472677265,012630
0,삼성엔지니어링,2025,Q2,건설,0.10878384498371738,0.047557177658022365,0.08060582641000424,-0.5162383623284985,-1.2010726346055205,0.1554764213848414,0.044863968595649784,0.10878384498371738,028050
0,대우건설,2025,Q2,건설,-0.21625093122117583,0.047557177658022365,-0.08188182973469893,-0.977605748177714,-1.2017376911319457,-0.024716759281258938,-0.039430077404057684,-0.21625093122117583,047040
0,한전기술,2025,Q2,건설,0.32578592855259636,0.047557177658022365,0.0017263466761010537,-1.0488287145042337,-1.2012015327089727,-0.04158667263008542,0.001730393922549922,0.32578592855259636,052690
0,LG하우시스,2025,Q2,건설,-0.2231426527508018,0.047557177658022365,0.015300639658848647,0.8949082297217288,-1.201239617998782,0.41930787031018424,0.0013917468438908731,-0.2231426527508018,108670
