,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,부채총계 변화율,자산총계 변화율,영업이익 변화율,이익잉여금 변화율,기말 소유주식 지분율 변화율,Label,Code
22,대림산업,2019,Q2,건설,0.03625771104643578,0.17798441463015324,-0.08411621431253069,-0.0371099320190903,0.3025588469066365,0.011620136696281147,0.0,-0.12059862893574436,000210
22,현대건설,2019,Q2,건설,-0.0772442790625539,0.17798441463015324,-0.028300734168169694,-0.0069121729025999334,0.05759641482042532,0.016660753379974746,0.0,-0.035704372441128854,000720
22,KCC,2019,Q2,건설,-0.1411779606192035,0.17798441463015324,0.07200359772182785,0.013349454789791437,1.074512440957791,-0.021583996869031008,0.0,-0.0627374078954682,002380
22,한일시멘트,2019,Q2,건설,-0.08813786747095828,0.17798441463015324,-0.06363537466372393,-0.007340179433073413,-1.042747079439251,0.008557792771527462,0.0,-0.03312599588747128,003300
22,아이에스동서,2019,Q2,건설,-0.040574088596179655,0.17798441463015324,0.161352689758824,0.09053005577291073,-0.5373157783277327,0.02785550073099441,0.0,0.028257710820506723,010780
22,현대산업,2019,Q2,건설,-0.1477071614264826,0.17798441463015324,-0.24751516828120823,-0.005154379007768717,-0.7530666683214442,0.001705474545304897,0.0,-0.15566204781602946,012630
22,삼성엔지니어링,2019,Q2,건설,-0.01486770834347749,0.17798441463015324,-0.1355508392929352,-0.09878114949907335,-0.13223257524543075,4.876805812830109,0.0,0.125318552108097,028050
22,대우건설,2019,Q2,건설,-0.13180586098415303,0.17798441463015324,-0.007403742833433813,0.0006136897183637302,-0.10911902351124525,-0.9640309499951016,0.0,0.09272467226276866,047040
22,한전기술,2019,Q2,건설,-0.14147094958272674,0.17798441463015324,-0.11217483556775276,-0.03856167121454601,-0.2340779612682531,0.00521433575131014,0.0,0.026967346164386577,052690
22,LG하우시스,2019,Q2,건설,0.12114368298706277,0.17798441463015324,0.026821273122959788,0.02752437120887108,3.1202111024237684,0.09840041450320247,0.0,-0.08063372941421709,108670
