,name,year,quarter,sector,Relative Return,비유동자산 변화율,이익잉여금 변화율,소비자물가지수 변화율,금리 변화율,Label,Code
22,대림산업,2019,Q2,건설,0.03625771104643578,0.025820789985082637,0.011620136696281147,0.17798441463015324,-0.10064059339177356,-0.12059862893574436,000210
22,현대건설,2019,Q2,건설,-0.0772442790625539,-0.0036005788868747057,0.016660753379974746,0.17798441463015324,-0.10064059339177356,-0.035704372441128854,000720
22,KCC,2019,Q2,건설,-0.1411779606192035,0.06527151422286392,-0.021583996869031008,0.17798441463015324,-0.10064059339177356,-0.0627374078954682,002380
22,한일시멘트,2019,Q2,건설,-0.08813786747095828,-0.0038919479906682763,0.008557792771527462,0.17798441463015324,-0.10064059339177356,-0.03312599588747128,003300
22,아이에스동서,2019,Q2,건설,-0.040574088596179655,0.141833697949308,0.02785550073099441,0.17798441463015324,-0.10064059339177356,0.028257710820506723,010780
22,현대산업,2019,Q2,건설,-0.1477071614264826,0.027278401729333712,0.001705474545304897,0.17798441463015324,-0.10064059339177356,-0.15566204781602946,012630
22,삼성엔지니어링,2019,Q2,건설,-0.01486770834347749,-0.013013515244025275,4.876805812830109,0.17798441463015324,-0.10064059339177356,0.125318552108097,028050
22,대우건설,2019,Q2,건설,-0.13180586098415303,0.04614706093039178,-0.9640309499951016,0.17798441463015324,-0.10064059339177356,0.09272467226276866,047040
22,한전기술,2019,Q2,건설,-0.14147094958272674,0.016017560622261673,0.00521433575131014,0.17798441463015324,-0.10064059339177356,0.026967346164386577,052690
22,LG하우시스,2019,Q2,건설,0.12114368298706277,0.0036786480425594625,0.09840041450320247,0.17798441463015324,-0.10064059339177356,-0.08063372941421709,108670
