,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,영업이익 변화율,이익잉여금 변화율,비유동자산 변화율,비유동부채 변화율,국제유가 변화율,Label,Code
35,대림산업,2016,Q1,건설,-0.07082949201266767,-0.03306613361493349,-0.8613563896633599,0.011133375325857564,0.00022933334677022188,0.1429515082642676,-0.22660852268380383,-0.015144660421478967,000210
35,현대건설,2016,Q1,건설,-0.1138887071203408,-0.03306613361493349,-0.7897866190334117,0.022351135263412036,-0.04676639581120923,-0.031917511890761974,-0.22660852268380383,0.02257622244255246,000720
35,KCC,2016,Q1,건설,0.011181880672166583,-0.03306613361493349,-0.7239352560716084,-0.007542504049081855,0.03094125819075244,0.025461218875272973,-0.22660852268380383,-0.02140646831967888,002380
35,한일시멘트,2016,Q1,건설,0.18097937747870593,-0.03306613361493349,-0.992269853435432,-0.001271909939817517,-0.05153917776500061,-0.021687721574391805,-0.22660852268380383,-0.2802891170932226,003300
35,아이에스동서,2016,Q1,건설,0.042723943070124934,-0.03306613361493349,-0.518646002673675,0.09218698651830581,-0.03353129647990516,-0.12513504332532288,-0.22660852268380383,0.21964518954462248,010780
35,현대산업,2016,Q1,건설,-0.026887637838025513,-0.03306613361493349,-0.8051514502873612,0.0005773383777227803,1.864308760235467e-05,-0.06879031553192438,-0.22660852268380383,-0.043726091106808855,012630
35,삼성엔지니어링,2016,Q1,건설,0.03037750572368758,-0.03306613361493349,-0.9737348015299072,-0.15359420741788787,0.052648598147214676,-0.21339998912334646,-0.22660852268380383,-0.09026630771118492,028050
35,대우건설,2016,Q1,건설,0.019620871054009434,-0.03306613361493349,-0.8129889199077701,-0.0451116399906627,0.019228926194048368,-0.01471629265360086,-0.22660852268380383,-0.08927410156238276,047040
35,한전기술,2016,Q1,건설,0.025832051178233038,-0.03306613361493349,-0.014945703604717364,0.04387094552005366,-0.0021316141882502526,0.14892547030380054,-0.22660852268380383,0.01573136135614317,052690
35,LG하우시스,2016,Q1,건설,0.0763735674237204,-0.03306613361493349,-0.7518864794507729,0.020179251383001695,0.005549933765086834,0.010798772401247048,-0.22660852268380383,-0.2013511464513722,108670
