,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,비유동자산 변화율,이익잉여금 변화율,영업이익 변화율,자산총계 변화율,부채총계 변화율,Label,Code
5,대림산업,2023,Q3,건설,0.2218111008433589,-0.028955398190522508,-0.0005905265150185635,-0.0003100934171623715,-0.5264353908541461,0.0040830494857624355,0.031427936979379734,-0.15609689068941437,000210
5,현대건설,2023,Q3,건설,0.034736884736884716,-0.028955398190522508,-0.017648932101706594,0.020532300373466095,0.04303602388749761,0.019145097587559112,0.017479899129915877,-0.15828329584792822,000720
5,KCC,2023,Q3,건설,0.18342528553796159,-0.028955398190522508,0.0015873316166086227,0.019347677721209156,0.12926194766884125,0.007762535753260247,-0.004618594333085646,0.023524832476839577,002380
5,한일시멘트,2023,Q3,건설,0.08271480294657499,-0.028955398190522508,-0.009962858018005338,0.0009234654230698691,0.8659530995685862,0.005756892149081816,0.026496735419807793,0.03804570950805011,003300
5,아이에스동서,2023,Q3,건설,-0.08898487636805394,-0.028955398190522508,0.002928723043643444,0.02475971528330212,-0.2253404852184111,0.06110513508521698,0.0978942479271625,-0.07860744815683732,010780
5,현대산업,2023,Q3,건설,0.12857257813764267,-0.028955398190522508,-0.011170366615043892,0.0026317401479309943,0.8556654684057996,0.003599837326156541,0.002305638568698587,0.1477098837447005,012630
5,삼성엔지니어링,2023,Q3,건설,-0.29408906514169675,-0.028955398190522508,-0.013519913380888648,0.08507267816515318,-0.0773988115710581,-0.08908001720032654,-0.18783659367796812,-0.028978541419449444,028050
5,대우건설,2023,Q3,건설,-0.06295348459527567,-0.028955398190522508,-0.008681316915268189,0.08021829349498,0.10578265691887045,-0.020379018015893147,-0.04207877559764761,-0.19678400145945252,047040
5,한전기술,2023,Q3,건설,-0.19749508046590675,-0.028955398190522508,-0.01188251961580622,0.012630302814719885,-0.5473551076709027,-0.052105518414525376,-0.14489632461041724,0.13818485055270086,052690
5,LG하우시스,2023,Q3,건설,-0.16240975737543248,-0.028955398190522508,-0.046446754544341995,0.30870513042832015,-0.3034923117018504,0.05023560862660292,0.05943749952848343,-0.13188981158751095,108670
