,name,year,quarter,sector,Relative Return,소비자물가지수 변화율,부채총계 변화율,이익잉여금 변화율,영업이익 변화율,비유동자산 변화율,기말 소유주식 지분율 변화율,Label,Code
21,대림산업,2019,Q3,건설,-0.12059862893574436,-0.9303677156060576,-0.05807933279071531,0.009539286033366956,-0.422068209161119,-0.05375354340190086,0.0,-0.16662607758445078,000210
21,현대건설,2019,Q3,건설,-0.035704372441128854,-0.9303677156060576,-0.03125218748099401,0.015687917863351775,0.017616106154198174,0.006996744834302904,0.0,-0.2516429718168658,000720
21,KCC,2019,Q3,건설,-0.0627374078954682,-0.9303677156060576,0.03305152266868028,-0.012743550981878626,-0.09091138372183505,-0.0010719597334636344,0.0,-0.17376325794838146,002380
21,한일시멘트,2019,Q3,건설,-0.03312599588747128,-0.9303677156060576,0.590285743120825,-7.013769151176241e-05,0.06820392035921397,0.1910115696514958,0.0,-0.1571609347295915,003300
21,아이에스동서,2019,Q3,건설,0.028257710820506723,-0.9303677156060576,0.07656524733381298,0.021470786337603798,0.8812150501226053,0.046013521014190095,0.0,-0.17896627382970062,010780
21,현대산업,2019,Q3,건설,-0.15566204781602946,-0.9303677156060576,0.50948385978921,0.022191991907262176,-0.09409634753847995,-0.003749084390301527,0.0,-0.17061323994475183,012630
21,삼성엔지니어링,2019,Q3,건설,0.125318552108097,-0.9303677156060576,-0.03910254811624536,1.1928456382467814,0.019843263040230985,-0.0037297745203619392,0.0,-0.28822258584463334,028050
21,대우건설,2019,Q3,건설,0.09272467226276866,-0.9303677156060576,-0.0756932937182252,-22.894710350654474,0.11815840346615825,-0.03604867909939358,0.0,-0.23804152742724724,047040
21,한전기술,2019,Q3,건설,0.026967346164386577,-0.9303677156060576,0.026746967143903344,-0.006627303422144237,-1.7025910347047553,0.010303840481905802,0.0,-0.09866332749184156,052690
21,LG하우시스,2019,Q3,건설,-0.08063372941421709,-0.9303677156060576,-0.0731489073662207,0.02540221002238119,-0.27045875041510503,0.03660539905017535,0.0,-0.22093328285553318,108670
