code,name,year,quarter,sector,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익(손실) 변화율,M_소비자물가지수 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,Relative Return,Label,Code
17670,SK텔레콤,2024,Q4,커뮤니케이션서비스,-0.014036945368099518,0.0184262332817553,0.011326028359928353,-0.010951522902571953,0.0251676717880025,0.008301065309178401,0.00429460858390418,0.015111573926408717,-0.003935403931470405,-0.6075559640254711,-0.20233236351424055,0.2848257531806959,-0.952075214576392,-0.7148480116782643,-0.6268392302952943,0.06225637578284715,-0.6429797123454952,-0.08517500198916134,-0.08517500198916134,017670
17670,SK텔레콤,2024,Q3,커뮤니케이션서비스,0.09603882961991217,-0.021843209062394342,0.0017207472048055283,0.1516852138168132,-0.098444667776596,0.0033105841276102055,0.003216821698364347,-0.00026174687475433167,0.0036662689470372545,0.014597648834963284,-0.24386856377341481,-0.2068055263242381,-0.2377021247854798,-0.11983510689291532,-0.0051857654838392,-0.09523809523809512,-0.05674568795778523,0.1480776425971261,-0.08517500198916134,017670
17670,SK텔레콤,2024,Q2,커뮤니케이션서비스,-0.05995312111231943,-0.030908451536501458,-0.03685696279192707,-0.04400103086793394,-0.08012022195673063,-0.06576103585807158,0.004013371679929545,0.0017920098067087942,0.0008931595519148239,0.032051179235015326,-0.3188719905540328,-0.43034427542033626,-0.110334699467731,0.02546205269366908,0.05808429975732232,-3.3306690738754696e-16,0.01979840167061564,0.08785202885842457,0.1480776425971261,017670
17670,SK텔레콤,2024,Q1,커뮤니케이션서비스,0.0970882537771236,-0.012586186300788782,0.008052830356555685,0.040981605566827284,-0.04080162847350266,-0.009877169658263352,0.00441065152752973,0.03306773904755356,-0.004871594019267955,0.7182977148526701,2.4720564264091283,3.302302809882674,-0.11265192787422551,-0.12136131985833976,0.023680694141577696,-0.011764705882352788,-0.008599753155233536,-0.04163653217503588,0.08785202885842457,017670
17670,SK텔레콤,2023,Q4,커뮤니케이션서비스,-0.007135186067010468,0.008460555756166777,0.005488365933755457,0.09706513798725558,-0.023120270960331646,0.019095228012829812,-0.00394816903379458,-0.012899162910763762,0.01773668097319092,-0.3761210087666509,-0.5017464795613038,-0.5432284137468353,0.10965773361610065,0.00757180156657955,0.05902989272759007,0.0625,-0.03388722209400741,-0.05261054758572337,-0.04163653217503588,017670
17670,SK텔레콤,2023,Q3,커뮤니케이션서비스,0.0381626530379251,-0.014893618271244025,-0.0052046941048214945,0.022274316833696073,-0.013463010170140954,-0.0011983920489742061,0.004622697487933758,-0.010567793969148531,0.009367381929118457,0.07385982960090742,-0.0968364623088972,-0.08206348217198622,-0.028955398190522508,0.11207897793263655,0.001535787938867772,0.03896103896103886,0.106533304958502,0.13157052320142448,-0.05261054758572337,017670
17670,SK텔레콤,2023,Q2,커뮤니케이션서비스,-0.10841990116897104,-0.002203440145168045,-0.023448858372329684,-0.07082612338038685,-0.023100014453105944,-0.04002203682073824,0.006791982639010152,-0.0003459602914673843,0.0006329286503670151,-0.08793463904479848,-0.27705664815940834,-0.3537864234057321,-0.3075171004307199,0.0022310602386272915,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.12633529861621448,0.13157052320142448,017670
17670,SK텔레콤,2023,Q1,커뮤니케이션서비스,-0.06911517042953841,-0.02209312551684106,-0.03187474058551709,-0.15280762844293783,-0.019902362308720445,-0.0715459949844034,0.015642283636732923,0.02944185237526664,0.006759626331215296,1.1358117308532232,9.773303264604811,3.804454459580958,-0.11353477832962133,-0.12061758935426237,-0.06497623491867566,-0.05813953488372092,-0.08337411073888668,0.032823120372152716,-0.12633529861621448,017670
17670,SK텔레콤,2022,Q4,커뮤니케이션서비스,0.05962156290162479,0.025554474167748698,0.03245951612821951,0.14674359269049542,0.01714254439566365,0.06386248487025581,-0.009983682191215926,-0.012589472763287923,-0.00842652910776076,-0.4993079353318308,-0.8923908596944141,-0.7120464831243056,-0.11456608043309557,0.11445954938682568,-0.08414558489005308,0.023809523809523725,-0.12070563315019511,-0.05874943564335185,0.032823120372152716,017670
17670,SK텔레콤,2022,Q3,커뮤니케이션서비스,0.02624570072093202,-0.019692461079776846,-0.010716638333569506,-0.09842448409281335,0.03301225076499681,-0.018566328246370056,0.008327753072880473,0.0007659129162342904,0.0014129801759459326,0.020502358992131375,0.3175866206232909,0.35944168723436487,0.09093510066157107,0.0359464250541639,0.02779144307122383,-0.023255813953488302,-0.11299650647329962,0.01864789207147642,-0.05874943564335185,017670
