,name,year,quarter,sector,Relative Return,비유동부채 변화율,법인세차감전 순이익 변화율,영업이익 변화율,부채총계 변화율,Label,Code
16,유한양행,2020,Q4,헬스케어,-0.23386316947637756,0.23910107910075196,-0.18656028155306503,0.7358387096432384,-0.012294946235178128,0.028381352702002864,000100
16,일동제약,2020,Q4,헬스케어,0.3699180242814153,-0.006636254173366107,32.924065866914226,-0.28172742798894734,0.025153971016640186,-0.05209837758433877,000230
16,동아쏘시오홀딩스,2020,Q4,헬스케어,-0.3998505686067466,-0.10974576798676638,8.095299956206759,-1.517510320722735,0.018414420819382382,0.15522541675913962,000640
16,한화,2020,Q4,에너지_화학,-0.15011646954178376,-0.08555386815065358,-0.6086811060846291,-0.5675121485351535,-0.13569847344353614,0.12267228860599001,000880
16,한국쉘석유,2020,Q4,에너지_화학,-0.2269832838543183,0.17749358224661216,-0.19378731880069766,-0.28005680581707826,0.28363030672721146,0.11851736075752077,002960
16,부광약품,2020,Q4,헬스케어,-0.18219449129072096,1.9511405314220025,0.5009310515924288,9.479924827386167,0.4748452782605439,-0.12307251492606891,003000
16,태광산업,2020,Q4,에너지_화학,-0.07596549548094583,-0.052140516722329555,-7.1776037864928774,-8.097023339183876,-0.023239414469248265,0.27257535663947,003240
16,영진약품,2020,Q4,헬스케어,-0.3949343437705028,-0.045024627580156684,4.833382448413881,4.380484202865812,-0.10480708090192603,-0.01782222708645972,003520
16,삼성정밀화학,2020,Q4,에너지_화학,-0.24115246753014588,-0.41811097441618905,-0.11372180556098388,0.0688930755413828,-0.2458322698846025,0.16011992716885942,004000
16,효성,2020,Q4,에너지_화학,-0.20241102860465454,0.0017699922453815464,-1.2390848126738325,1.5108369321312973,-0.08173255324420647,0.2699682726809041,004800
16,SK케미칼,2020,Q4,에너지_화학,-0.3461234129235028,0.03382068391321891,-4.468265391677706,1.1778442353819658,0.06614479303209153,-0.10301953495108428,006120
16,녹십자,2020,Q4,헬스케어,-0.3312796150323131,-0.05009385866609961,-1.3506016208989113,-1.442192343448381,-0.031732622799878984,0.010559098662608922,006280
16,대한유화,2020,Q4,에너지_화학,0.13896321336925743,-0.02696451353430729,-0.012087297021588728,0.30655560973012275,-0.11407316075991969,-0.1810546587932857,006650
16,일양약품,2020,Q4,헬스케어,-0.7222240162038875,-0.3871828517862922,-2.056982677103776,-0.9287126840226883,-0.18073919911947267,0.04858363004501072,007570
16,국도화학,2020,Q4,에너지_화학,0.046517820166389556,-0.259020020211547,0.298592756286326,1.7867424946796078,-0.1423691248262977,0.2559954823664784,007690
16,서흥,2020,Q4,헬스케어,-0.23824293152825574,-0.5036028288677725,-0.8893325427347005,-0.5423673943337181,-0.11997107438293941,0.051612771858169336,008490
16,광동제약,2020,Q4,헬스케어,-0.3261186561604223,-0.1298102406094137,-0.5284354462045056,-0.37191982539192814,0.004748270831790524,0.0425041024663672,009290
16,한화케미칼,2020,Q4,에너지_화학,-0.30603407752536355,-0.10064427447791024,-1.0067262371055037,-0.6526227454301479,-0.03545942858372164,-0.023538795302231835,009830
16,OCI,2020,Q4,에너지_화학,0.6155195174742902,-0.10914016121760983,-14.587827424162413,-0.09374392395004894,-0.03491899970600676,-0.08237336158214913,010060
16,S-Oil,2020,Q4,에너지_화학,-0.00010545919522536584,-0.167694824506344,5.516860036475108,-9.386877828054299,-0.05069952501991393,0.19124715098543463,010950
16,롯데케미칼,2020,Q4,에너지_화학,-0.11527511149870814,-0.055458309580984966,-1.3403531134067872,-0.24573201788691912,0.10525248312252788,-0.08086694606002906,011170
16,금호석유,2020,Q4,에너지_화학,0.33631520627344014,-0.14164931483631749,-0.08652921602514207,0.27683541014396074,-0.013593539338898286,0.07432866185673767,011780
16,SKC,2020,Q4,에너지_화학,0.1843173260795445,-0.03270534459417784,-16.644052124780764,-1.4055732536247583,-0.17753138688920367,0.0,011790
16,한솔케미칼,2020,Q4,에너지_화학,0.281228904395966,0.14295253233103655,-0.48762486902359314,-0.45710156461747975,0.11046894999466694,0.022636875524140513,014680
16,동원시스템즈,2020,Q4,에너지_화학,0.2506190250486827,-0.42733477636993145,-0.35510925555801,-0.11307211509568771,-0.010137993654940836,-0.11077918367723082,014820
16,유니드,2020,Q4,에너지_화학,0.15584330930655402,-0.11570309814764568,-1.4031949247561726,-0.778617891583447,0.011650254288571915,0.2177878537759266,014830
16,남해화학,2020,Q4,에너지_화학,-0.16711090967505055,-0.0521098667545149,-1.3891534207353786,-1.6315954627039226,0.15630860483911357,0.06454391722700863,025860
16,LG화학,2020,Q4,에너지_화학,0.06149337901301097,-0.31281162308103405,-1.6575932398264168,-0.7085776159070775,-0.2884843310176458,-0.03212031700474325,051910
16,휴켐스,2020,Q4,에너지_화학,-0.299890693090354,-0.015142473825875413,-0.46541355177438515,0.7229956651894853,-0.05732556668489397,-0.05868527679192422,069260
16,대웅제약,2020,Q4,헬스케어,0.15086989844319507,0.37772728752328666,-0.3818096267695147,0.2952258945170452,0.0019080446230106407,0.08006156625333917,069620
16,GS,2020,Q4,에너지_화학,-0.16121921322228178,0.03441834340718719,-17.940332171416856,-0.005062473071951734,-0.08617288748358687,0.23203256335894148,078930
16,휴비스,2020,Q4,에너지_화학,-0.23642944339286215,-0.15249323671815262,-11.304132338551618,-23.06616041878443,-0.11684238109861056,0.27808568937601197,079980
16,후성,2020,Q4,에너지_화학,-0.13026193249190343,-0.20636148126070397,-0.974005384547672,-0.0030078352174429668,-0.018457667501755703,-0.10013185885471829,093370
16,SK이노베이션,2020,Q4,에너지_화학,0.1584359948952254,-0.15513638254948003,-4.286494831006567,-3.1856522924262096,0.06592316360868877,0.16742742351010328,096770
16,코오롱인더,2020,Q4,에너지_화학,0.2577535134830793,-0.13761467336560074,2.6093138663055413,2.496562851681683,-0.07936164396031431,0.0683215075414287,120110
16,한미약품,2020,Q4,헬스케어,-0.03156698280722092,-0.1087989716434159,-1.495415357981975,-1.8308189919555513,-0.08849244484385144,-0.033360489244546265,128940
16,동아에스티,2020,Q4,헬스케어,-0.29242598531751146,-0.0194432383786296,-5.700098418482315,-3.4158743268990492,-0.011810758382100217,0.02088670980673501,170900
16,종근당,2020,Q4,헬스케어,0.050608856185354684,0.05924851448681667,-0.7023114300732977,-0.6764435324388038,-0.05883409025431374,-0.18394322257951018,185750
