,name,year,quarter,sector,Relative Return,이익잉여금 변화율,금리 변화율,자산총계 변화율,자본총계 변화율,Label,Code
25,현대중공업,2018,Q3,중공업,0.3062073080562547,-0.00011146621582314165,-0.09246405552800974,-0.013753975330591195,-0.0002056064614960329,-0.11371797594043706,009540
25,삼성중공업,2018,Q3,중공업,0.23118891217693166,-0.027063170833706574,-0.09246405552800974,-0.01963947567881641,-0.012227767347028018,0.10917394975537703,010140
25,현대미포조선,2018,Q3,중공업,0.1233516403864606,0.02021375822497995,-0.09246405552800974,-0.047621055948287916,0.016631224173055292,0.18480418478697624,010620
25,한화테크윈,2018,Q3,중공업,0.534406571535166,0.0765107598012762,-0.09246405552800974,-0.014154180455891341,-0.010043088810432255,0.02421419284030474,012450
25,SK텔레콤,2018,Q3,커뮤니케이션서비스,0.09907619067919897,0.00574980303912076,-0.09246405552800974,0.002507384770977561,0.00630192075598246,-0.07653364974184323,017670
25,현대엘리베이,2018,Q3,중공업,-0.07025630912854537,0.023947205355936863,-0.09246405552800974,0.021019232087146733,0.006118199969906479,0.010336102474942824,017800
25,제일기획,2018,Q3,커뮤니케이션서비스,0.1817587279625133,0.03435573133410097,-0.09246405552800974,0.03156426141783264,0.042363875153523356,0.05476177228069047,030000
25,KT,2018,Q3,커뮤니케이션서비스,0.11044707413812602,0.01902775971371784,-0.09246405552800974,0.01765290926566987,0.016623834175545582,-0.10303644801752983,030200
25,LG유플러스,2018,Q3,커뮤니케이션서비스,0.011272667533378855,0.047672426133804846,-0.09246405552800974,-0.014644517949649827,0.023265278732523154,-0.012480616478091733,032640
25,두산중공업,2018,Q3,중공업,-0.1643069765132048,-0.010128420492854784,-0.09246405552800974,-0.018834114474992614,-0.005361223449519059,-0.32287417734015567,034020
25,SBS,2018,Q3,커뮤니케이션서비스,0.08764858807709541,-0.018723760127521194,-0.09246405552800974,-0.033530761255491925,-0.014606635017710867,0.3415740686822057,034120
25,NAVER,2018,Q3,커뮤니케이션서비스,-0.16782385035637076,0.03613233243189584,-0.09246405552800974,0.10143634730507878,0.04748924375414432,0.04799770301662121,035420
25,엔씨소프트,2018,Q3,커뮤니케이션서비스,0.2947537311917189,0.02994324918180058,-0.09246405552800974,-0.0923127779260321,0.04853037117630521,0.07296498379785547,036570
25,대우조선해양,2018,Q3,중공업,0.39167701399665333,0.7279065565892189,-0.09246405552800974,0.032320505763610896,0.040306143942872685,-0.2075419310637293,042660
25,두산인프라코어,2018,Q3,중공업,-0.07730299905924186,0.10717485613866451,-0.09246405552800974,0.02921962800689437,0.011517026002760167,-0.18047095379706485,042670
25,현대로템,2018,Q3,중공업,-0.11820362023949994,-0.0583246707520475,-0.09246405552800974,0.030168161331064702,-0.02178644481429559,-0.010311527781692564,064350
25,두산엔진,2018,Q3,중공업,0.3435941696690654,-0.1937445340098033,-0.09246405552800974,-0.1387999141334464,-0.025158002393217638,0.07121656273738207,082740
25,한진중공업,2018,Q3,중공업,-0.24054000229865058,0.04957734971144645,-0.09246405552800974,-0.020969547070836758,-0.07762754370352942,-0.39247138161461015,097230
