,name,year,quarter,sector,Relative Return,이익잉여금 변화율,자산총계 변화율,국제유가 변화율,유동자산 변화율,자본총계 변화율,Label,Code
21,현대중공업,2019,Q3,중공업,0.09847951844903076,-0.0006264558783983798,-0.00039907122250926186,-0.10146539633409102,0.01347809168535341,-0.0009857176845046167,-0.1571627311565927,009540
21,삼성중공업,2019,Q3,중공업,-0.07738286074076976,-0.26854599881736807,0.048459429574402524,-0.10146539633409102,0.09673681912319032,-0.08786573451582713,-0.291525323445354,010140
21,현대미포조선,2019,Q3,중공업,0.002390528022572974,0.012015905488688583,0.02526394541923427,-0.10146539633409102,0.04586597028998618,0.009382134815770993,-0.21085323187779612,010620
21,한화테크윈,2019,Q3,중공업,-0.03619378754854341,0.010742867073479268,0.053181446675703015,-0.10146539633409102,-0.057294271814611,0.0072779959832178776,-0.3082987403588092,012450
21,SK텔레콤,2019,Q3,커뮤니케이션서비스,-0.07615511704422152,0.005167917927432875,0.03007059641322729,-0.10146539633409102,0.033572085846560684,0.005272839815135599,-0.10149247594003277,017670
21,현대엘리베이,2019,Q3,중공업,-0.10425607166677874,0.047769969704730686,-0.0009681500328423409,-0.10146539633409102,-0.09978469231691789,0.01300915442213646,-0.1495381476043766,017800
21,제일기획,2019,Q3,커뮤니케이션서비스,-0.1747267235072112,0.03171588394201885,0.042082411654702945,-0.10146539633409102,0.09967298803388558,0.03817782146576243,-0.1738042851186514,030000
21,KT,2019,Q3,커뮤니케이션서비스,-0.0845395690742467,0.006679263200211949,0.004323469719465622,-0.10146539633409102,-0.01290418086328382,0.005512160984441072,-0.09588076184712982,030200
21,LG유플러스,2019,Q3,커뮤니케이션서비스,0.0037374549569672705,0.030184311481292747,0.07998038717249556,-0.10146539633409102,0.12475651421529088,0.014715859345653781,-0.07482400882100962,032640
21,두산중공업,2019,Q3,중공업,-0.05537702880235898,-0.1569984614371036,0.011029615114618752,-0.10146539633409102,0.023101191643749797,-0.02610506511189048,-0.200533799474666,034020
21,SBS,2019,Q3,커뮤니케이션서비스,-0.07200350276262103,-0.009691855631896895,0.07991991103028706,-0.10146539633409102,0.22228266689885112,-0.007346188008833687,0.18947890815746865,034120
21,NAVER,2019,Q3,커뮤니케이션서비스,0.00933478160692551,0.05048442604250214,0.04627552053388828,-0.10146539633409102,0.023386674668913088,0.057449080353442206,0.13536923815287016,035420
21,엔씨소프트,2019,Q3,커뮤니케이션서비스,-0.09366791744840514,0.05576589410853927,0.009351952342598224,-0.10146539633409102,0.15709635377485553,-0.013858467867386648,0.34424826146030635,036570
21,대우조선해양,2019,Q3,중공업,0.06020263892931456,-0.3449530086852779,-0.019787718682394928,-0.10146539633409102,-0.037346375088378236,-0.07472983412456025,-0.36940018108676353,042660
21,두산인프라코어,2019,Q3,중공업,-0.1328371482176359,0.0989393859992993,0.012989547297251658,-0.10146539633409102,0.03908797462678537,0.013136076161556876,-0.2919342603118671,042670
21,현대로템,2019,Q3,중공업,-0.0963121482176359,-0.9477945865902585,-0.00018047016226896417,-0.10146539633409102,0.006040046722008974,-0.11678998044161126,-0.16266997753340431,064350
21,두산엔진,2019,Q3,중공업,0.4556289310775183,2.0181293417650137,0.025526656738170006,-0.10146539633409102,0.06873415015336315,-0.014932762327716786,-0.31651613137955814,082740
21,한진중공업,2019,Q3,중공업,0.010595607079123673,0.023422965759566594,-0.048377151161330456,-0.10146539633409102,-0.04731513398489606,-0.12497001880925229,0.010169528639435182,097230
