,name,year,quarter,sector,Relative Return,이익잉여금 변화율,금리 변화율,자산총계 변화율,자본총계 변화율,Label,Code
13,현대중공업,2021,Q3,중공업,-0.08660154314433355,0.006068808486112021,-0.05306772908366497,0.0087223878801439,0.006712067175380421,0.014377788943521305,009540
13,삼성중공업,2021,Q3,중공업,0.056452057940304744,0.032822346693940574,-0.05306772908366497,0.018030267455199978,0.044645634875146945,0.09813076558043005,010140
13,현대미포조선,2021,Q3,중공업,0.03603568655474404,0.026832475613334683,-0.05306772908366497,0.05983459077344233,0.020039647106479874,0.19278336169893925,010620
13,한화테크윈,2021,Q3,중공업,-0.13958243873285217,0.031639964087302186,-0.05306772908366497,0.004239891248384087,0.022012632179458036,0.3251562160011686,012450
13,SK텔레콤,2021,Q3,커뮤니케이션서비스,0.07189754101088322,-0.0013142816658591183,-0.05306772908366497,-0.016606617389115175,-0.02180949390770548,0.0,017670
13,현대엘리베이,2021,Q3,중공업,-0.018128181304509196,0.08236669432133881,-0.05306772908366497,0.011778959574493264,0.01791657663870616,-0.12345843558989766,017800
13,제일기획,2021,Q3,커뮤니케이션서비스,0.06907797004025064,0.025481375185991917,-0.05306772908366497,-0.03046754859409928,0.030220739722238044,0.053170724149639484,030000
13,KT,2021,Q3,커뮤니케이션서비스,-0.01567741946850889,0.019890663430769173,-0.05306772908366497,0.014326556332088458,0.019922041412469893,0.14851824649369097,030200
13,LG유플러스,2021,Q3,커뮤니케이션서비스,0.05351283594063379,0.028020204127836568,-0.05306772908366497,0.002408759161536267,0.005972405803559955,-0.000608172588038261,032640
13,두산중공업,2021,Q3,중공업,0.2675322971535299,-0.18720447695973141,-0.05306772908366497,0.1416140467418905,0.31260098143202386,-0.0499100355135033,034020
13,SBS,2021,Q3,커뮤니케이션서비스,0.07104640103358592,0.12395363537170034,-0.05306772908366497,0.03871201109142319,0.09326337868364765,-0.17431773481253424,034120
13,NAVER,2021,Q3,커뮤니케이션서비스,0.005628978130729226,0.051196265465510926,-0.05306772908366497,0.05058060610826054,0.05374008446227552,-0.14451072937758436,035420
13,엔씨소프트,2021,Q3,커뮤니케이션서비스,-0.02987350841899302,0.03191098879039922,-0.05306772908366497,0.08343652263672485,0.06938848788090635,-0.2564782964394233,036570
13,대우조선해양,2021,Q3,중공업,-0.08847418608507654,0.0737747144747467,-0.05306772908366497,0.043600588402630036,-0.018549690344634162,0.07025224122731291,042660
13,두산인프라코어,2021,Q3,중공업,-0.3116409103990613,0.061792559057201046,-0.05306772908366497,-0.4237316513503646,-0.32440329951853575,-0.06718842603163429,042670
13,현대로템,2021,Q3,중공업,-0.07015496451288097,-0.028735023670310778,-0.05306772908366497,0.03552068666321939,0.0028752819385573503,-0.00797121099134522,064350
13,두산엔진,2021,Q3,중공업,0.07574179950245123,0.3872564697127874,-0.05306772908366497,0.06394916004393192,-0.06493895722131171,0.19756654369731502,082740
13,한진중공업,2021,Q3,중공업,0.1921028500053314,-0.0032590860018777423,-0.05306772908366497,-0.0399240612344125,0.016846355932863988,-0.06747440851467687,097230
