,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,영업이익 변화율,당기순이익(손실) 변화율,Label,Code
19,CJ대한통운,2020,Q1,산업재,0.025137678403095942,0.011582653188511705,0.032028375788886176,0.003107517116688996,-0.18897907595675878,-0.26117334880866605,-0.20805324300341949,000120
19,두산,2020,Q1,산업재,-0.0619823979223777,0.007964542966585553,0.045186653488663575,-0.00067448751846233,0.24103008673221038,-0.8867271703184844,-0.0912061080882638,000150
19,SK하이닉스,2020,Q1,정보기술,-0.12209308332041942,0.01620179338973049,0.023784635852980296,-0.00031960579808698597,6.846630771740904,-3.7038967737901713,-0.2760883720058567,000660
19,LG상사,2020,Q1,산업재,0.4870411980598478,-0.01812853130547676,0.1291536446782835,0.19337362805709923,-1.0245016662455115,-3.23263627063514,-0.040930749715722164,001120
19,대한항공,2020,Q1,산업재,-0.06711625460812101,-0.020635772963722765,-0.007390397605075538,-0.25874860818285805,-1.4652670215172108,-12.904811426433717,-0.006374697562021692,003490
19,LG,2020,Q1,정보기술,-0.07293920663140668,-0.002173927450284552,0.06976620598058392,0.029675840821208332,16.963794482723028,36.482486378294226,0.1995391026549494,003550
19,S&T중공업,2020,Q1,산업재,-0.025693149455158534,0.03254657743619083,-0.01953769345161116,-0.012151772734218746,-0.5047376111859138,-0.4052706701791029,-0.32487189387740756,003570
19,한솔테크닉스,2020,Q1,정보기술,0.5194818832059939,-0.0061285401171544684,0.06957139112476818,0.06869095774180445,-2.600068318462349,-2.0994337041703965,0.06737267835909072,004710
19,삼성전자,2020,Q1,정보기술,-0.09696352584938125,0.002854415746063488,0.02031386951262859,-0.0024821127054487357,-0.3622858289314932,-0.3622336429883982,-0.053462503730239364,005930
19,LS,2020,Q1,산업재,0.08320297003764945,-0.012948388014689671,0.010703243002982976,-0.003004986306272661,-1.3247043783956536,-1.29859358095925,-0.019981619898667646,006260
19,삼성SDI,2020,Q1,정보기술,0.17155230146981043,-0.0179960051895649,-0.03926277704170966,-0.029232052668078712,-0.41361778195554466,-0.17342293799121422,0.26047152241687693,006400
19,대덕전자,2020,Q1,정보기술,0.134552061293167,-0.711906373959555,0.0023312566049609185,-0.6788506053988828,-1.0412818430581938,-0.5733035931923054,0.0,008060
19,삼성전기,2020,Q1,정보기술,0.1276368549511855,0.004446415610027232,0.03521604396424638,-0.0035883404138135067,-0.2764451577343824,-2.9350252312643264,-0.12990878472197492,009150
19,LS산전,2020,Q1,산업재,0.10776428213565153,0.017720138530211704,0.023107160978835806,-0.005975035053892741,-0.07219499985185562,0.033329148228237626,0.19135469755845652,010120
19,LG이노텍,2020,Q1,정보기술,0.2512662409160978,0.00973448285916878,-0.0168367631173989,0.028533783971928406,-0.38503740149531707,0.2677034987945057,-0.15756930251612492,011070
19,현대상선,2020,Q1,산업재,0.32902914131778693,0.04798741021853048,-0.01573264467018043,-0.034806370638689965,-0.8261804799668273,-0.5474758610438434,0.5189624782432478,011200
19,삼성에스디에스,2020,Q1,정보기술,0.09045764503192369,-0.011391031975465093,-0.017119415956018735,-0.04393011523724388,-0.4233310564207027,-1.343446763994888,-0.30309961655303336,018260
19,일진머티리얼즈,2020,Q1,정보기술,0.2907399251266241,0.02724420855511056,0.015725651899751503,0.0073200260540242645,0.6267139479905437,7.8579842931937165,-0.007013161826352032,020150
19,한국단자,2020,Q1,산업재,0.19886250430183489,-0.005734829983197298,0.01708121869543322,0.008985437391902273,0.5425743933553284,1.155252362143551,0.44472922095051354,025540
19,신도리코,2020,Q1,정보기술,0.18616272382954258,-0.0002465321375698659,-0.01633099132602467,-0.01573934152697065,-14.604463030493497,-0.439939035153756,-0.38990878472197493,029530
19,LG디스플레이,2020,Q1,정보기술,-0.1678129688754333,0.021646579761881002,-0.0032515444069024513,-0.031828899297990376,-0.03548796165007784,-0.7812404820813639,0.02031230420065827,034220
19,SK,2020,Q1,정보기술,0.04683232654818445,0.0030395751591605347,0.047903211906979104,0.05728688291089412,25.34400981668837,4.094235084973282,0.02800550806970209,034730
19,한미반도체,2020,Q1,정보기술,0.0741773931405178,0.06913110985457749,0.13357716565153055,0.013811206078146787,-0.041097862834047594,0.26891801982449204,0.15102532043720257,042700
19,대우인터내셔널,2020,Q1,산업재,0.20168576799466376,-0.006135903294681722,0.06462716249614808,0.008644855498662007,0.5163410387699447,-19.76078094739351,-0.20957517109628587,047050
19,한국항공우주,2020,Q1,산업재,0.038400743840074414,-0.004016130560730025,0.09369245657681313,0.03329597887902569,-0.14842302904185056,-124.13789679604632,-0.20230653622420403,047810
19,한전KPS,2020,Q1,산업재,-0.018563262419706503,0.04267672478840656,0.006985332672297284,-0.0481396033041529,-0.6307581161784259,-0.5716902083637163,-0.2758570856223525,051600
19,LG전자,2020,Q1,정보기술,0.002679899028320512,-0.00441018336167931,0.025296187708260698,0.05505721703793731,-1.891327825262663,-2.4527945076406876,0.33889363057490535,066570
19,현대글로비스,2020,Q1,산업재,0.05401192526478418,-0.017481630773585,0.09345173445438348,-0.008075675085746248,-0.16078195455300281,-0.10624808985873713,-0.042376978566364826,086280
