,name,year,quarter,sector,Relative Return,국제유가 변화율,영업이익 변화율,이익잉여금 변화율,비유동부채 변화율,당기순이익(손실) 변화율,Label,Code
16,하이트진로,2020,Q4,생활소비재,-0.14532814872049518,0.030879044146171264,-0.608974075483051,-0.10302111760401089,-0.05936497526718176,-2.2740954512209512,-0.0915683198064994,000080
16,CJ,2020,Q4,생활소비재,-0.08034132147644424,0.030879044146171264,1.3820054865879405,-0.0050442249377706805,-0.734842390154945,-2.2237881291746557,0.1407733576447262,001040
16,대상,2020,Q4,생활소비재,-0.22717685721862335,0.030879044146171264,-1.0222525147859056,-0.01935828128277406,-0.017742954018179602,-1.2241411097527082,0.1534845986607466,001680
16,오리온,2020,Q4,생활소비재,-0.16134826788168088,0.030879044146171264,-1.1320799749483914,0.046578488805371965,-0.05849621095695523,-0.4446160389732321,0.25740770673074453,001800
16,아모레G,2020,Q4,생활소비재,0.07840385046972537,0.030879044146171264,0.434781299262347,-0.03755802216495441,0.011850582515684716,-343.7630060388276,0.14850054123881173,002790
16,남양유업,2020,Q4,생활소비재,-0.14732050774956285,0.030879044146171264,1.0311152897332176,-0.015174295595625553,-0.04111927710331853,0.6554907280150377,0.2787376859820905,003920
16,농심,2020,Q4,생활소비재,-0.28843649475978006,0.030879044146171264,-0.31989036857071684,0.006439455738519229,0.12083697580542019,-0.1979296394630221,0.04202356915146966,004370
16,빙그레,2020,Q4,생활소비재,-0.21460109103307198,0.030879044146171264,-1.2543200518404356,-0.15746254688205952,-0.14153396045933153,-1.396622856392742,0.0852569702354805,005180
16,롯데칠성,2020,Q4,생활소비재,0.10706371732283673,0.030879044146171264,-0.8813809025208629,-0.030276882367736957,-0.013446238288995493,-2.907995901298418,0.3561363058598155,005300
16,현대그린푸드,2020,Q4,생활소비재,0.14399937771059484,0.030879044146171264,-0.6049789106284604,-0.008458545933064388,-0.07050219006712355,-1.5622549787150546,0.08351538919139982,005440
16,삼립식품,2020,Q4,생활소비재,-0.1952273252690914,0.030879044146171264,1.0985685920006998,0.03102938839982028,-0.12260129240477102,-29.796924084442498,0.19157856270184248,005610
16,크라운제과,2020,Q4,생활소비재,-0.1356658513429766,0.030879044146171264,0.3744137200393156,0.13429119920647925,0.01313247587152655,-164.99560051331858,0.2574689736607466,005740
16,GS리테일,2020,Q4,생활소비재,-0.10572869048274586,0.030879044146171264,-0.6073811337704382,0.006679638764601981,0.0005104477749833247,-1.136692827402223,-0.06717929410424042,007070
16,오뚜기,2020,Q4,생활소비재,-0.1773516323031457,0.030879044146171264,-0.5259456441223986,0.007872758078043107,-0.2682885085614023,-0.8547571336077759,-0.07908392736314421,007310
16,한국전력,2020,Q4,생활소비재,-0.09111208004406099,0.030879044146171264,-0.242205653716853,0.024548680154163227,-0.02827715697080635,-0.27140662696870854,-0.05075691865340839,015760
16,KT&G,2020,Q4,생활소비재,-0.28473303177620135,0.030879044146171264,0.028414952937105165,0.3696414548667446,-0.05722847315054613,0.2362386471156228,-0.012914284177773988,033780
16,무학,2020,Q4,생활소비재,-0.20523190075606593,0.030879044146171264,-0.37824958339611525,0.03780646769521079,-0.633087572227907,0.8426921182632217,0.3235567241577195,033920
16,한국가스공사,2020,Q4,생활소비재,-0.09437469756989733,0.030879044146171264,-2.5341594471214153,0.040404518701038006,-0.018570245977946653,-2.000251042495969,-0.04035423304469289,036460
16,팜스코,2020,Q4,생활소비재,0.3232220181446322,0.030879044146171264,0.5996008722927375,-0.021733176259626785,-0.07685078094381437,-1.5340178833630884,0.10839639010048922,036580
16,동원F&B,2020,Q4,생활소비재,-0.16607744073172684,0.030879044146171264,-0.7074039378813655,0.045305653370320886,0.0570917007220495,-0.9049361025849691,0.2668354660382567,049770
16,LG생활건강,2020,Q4,생활소비재,-0.24998970886687066,0.030879044146171264,-0.3693886580971031,0.011689252736563294,0.7112033575061847,-0.732651638933592,-0.03447530896059896,051900
16,에이블씨엔씨,2020,Q4,생활소비재,-0.24000061195765252,0.030879044146171264,0.1035775880349421,-1.0150629441435755,-0.07653775089320802,6.634718362930086,0.0005029002568398416,078520
16,아모레퍼시픽,2020,Q4,생활소비재,0.086899006588744,0.030879044146171264,-2.1027585919369454,-0.013521089529572206,-0.030410941339538256,-3.7625104489185865,0.2622404628831451,090430
16,CJ제일제당,2020,Q4,생활소비재,-0.09438264796974563,0.030879044146171264,-0.8841145161786608,-0.04138685061726166,-0.04237261747178178,-3.6744404336412266,0.0818562482202176,097950
16,락앤락,2020,Q4,생활소비재,0.13136115489588035,0.030879044146171264,-0.8761698300843493,-0.058857370832248845,-0.07106850391234232,-0.24461156115025284,-0.07800188931645774,115390
16,이마트,2020,Q4,생활소비재,-0.13520213632923922,0.030879044146171264,-0.39763641867592725,-0.00028819365189070023,-0.10105202244634792,-0.945191652750965,-0.16292130221505222,139480
16,삼양사,2020,Q4,생활소비재,-0.09960939668091251,0.030879044146171264,-1.0662811864225292,-0.022083896431671968,-0.03647256640057461,-1.4100049043648848,0.09744476201886051,145990
16,한국콜마,2020,Q4,생활소비재,-0.033008101997236555,0.030879044146171264,-0.9362421582066265,0.27942071151702796,-0.049052684403196545,5.816440308403992,-0.014782509804534032,161890
16,코스맥스,2020,Q4,생활소비재,-0.04486514173414674,0.030879044146171264,0.5142007989653805,-0.3372835598578001,0.04914612479962721,-13.042208783387801,-0.009025001139176796,192820
