,name,year,quarter,sector,Relative Return,국제유가 변화율,비유동자산 변화율,비유동부채 변화율,이익잉여금 변화율,소비자물가지수 변화율,자본총계 변화율,Label,Code
9,하이트진로,2022,Q3,생활소비재,-0.08268146388369943,-0.11299650647329962,-0.00014981265848801328,0.018170216487112256,0.0859231743901192,0.09093510066157107,0.025281842998496673,-0.1655980592687614,000080
9,CJ,2022,Q3,생활소비재,-0.028630712774054167,-0.11299650647329962,0.007009046459044432,0.04540291952661257,0.0015323501314974397,0.09093510066157107,0.0009535689376702905,0.30441975423708406,001040
9,대상,2022,Q3,생활소비재,-0.03113067350765521,-0.11299650647329962,0.023289038692122732,0.040232928335389495,0.007759285947577466,0.09093510066157107,0.02322355381266794,-0.08923692255085477,001680
9,오리온,2022,Q3,생활소비재,-0.0074771304231540416,-0.11299650647329962,0.0031242688693531306,-0.0034073849574335346,0.008317968410022525,0.09093510066157107,0.00045639803937502776,0.10855591507111939,001800
9,아모레G,2022,Q3,생활소비재,-0.1733895665421122,-0.11299650647329962,0.09604203388727894,0.278924755592441,-0.0006477277815708504,0.09093510066157107,0.016273550416525895,0.36847177590264235,002790
9,남양유업,2022,Q3,생활소비재,0.014653148954756496,-0.11299650647329962,-0.008175820241458243,0.002520565974511557,-0.010844471955456347,0.09093510066157107,-0.011082078720600075,0.5235422488945236,003920
9,농심,2022,Q3,생활소비재,0.055899257977107306,-0.11299650647329962,-0.008808670044463507,0.014356629935419862,0.009231360901859276,0.09093510066157107,0.008287126066724992,0.2016242895254007,004370
9,빙그레,2022,Q3,생활소비재,-0.1316149739804934,-0.11299650647329962,-0.006887653551416739,0.05268563022338024,0.8859307084649504,0.09093510066157107,0.02575101616995812,0.06132704440180467,005180
9,롯데칠성,2022,Q3,생활소비재,-0.08574179890984965,-0.11299650647329962,0.0039657756520385945,-0.027539061852593805,0.02400011918488998,0.09093510066157107,0.03405302934996546,0.11564108964957731,005300
9,현대그린푸드,2022,Q3,생활소비재,-0.11202923652357855,-0.11299650647329962,-0.025420719725139262,-0.07879463263107322,0.01657385668710165,0.09093510066157107,-0.014034229276911447,0.09549891179523978,005440
9,삼립식품,2022,Q3,생활소비재,-0.15498852896185183,-0.11299650647329962,0.01509995984068535,-0.02416830608314946,0.038328332825550815,0.09093510066157107,0.03614090372761458,-0.020178529963050418,005610
9,크라운제과,2022,Q3,생활소비재,-0.13351116239778008,-0.11299650647329962,-0.000518599185690416,0.0215829414692863,-0.00216665090610213,0.09093510066157107,-0.0013959619249863664,0.02591918420730959,005740
9,GS리테일,2022,Q3,생활소비재,0.1348010876662948,-0.11299650647329962,0.005731501211357237,-0.05422085437093971,0.022036029698694115,0.09093510066157107,0.014235733121930938,0.013185223195090315,007070
9,오뚜기,2022,Q3,생활소비재,-0.01628628201500495,-0.11299650647329962,0.00047674488380744506,-0.22217506820038413,0.018623123174466905,0.09093510066157107,0.017773394919140983,0.011826179063082597,007310
9,한국전력,2022,Q3,생활소비재,-0.11338568967637055,-0.11299650647329962,0.03120050505320182,0.10486123154061722,-0.34681980954124625,0.09093510066157107,-0.17859228989217124,-0.03004031582717491,015760
9,KT&G,2022,Q3,생활소비재,0.15947363058701292,-0.11299650647329962,0.036525960886180986,0.13290404258344846,0.6774535459766766,0.09093510066157107,0.048818570862829924,0.024287988770526243,033780
9,무학,2022,Q3,생활소비재,-0.244028633674745,-0.11299650647329962,-0.058635254388558655,0.007908238032818371,-0.057690107463005846,0.09093510066157107,-0.05731251694998396,0.031195378885913425,033920
9,한국가스공사,2022,Q3,생활소비재,-0.1009164621164213,-0.11299650647329962,0.03717264432885514,0.061826990644163304,-0.11727406326416734,0.09093510066157107,-0.10072205010186519,-0.2132611802953765,036460
9,팜스코,2022,Q3,생활소비재,-0.2395778161253396,-0.11299650647329962,-0.01641770559926614,-0.005500088250520174,-0.3640535021591934,0.09093510066157107,-0.24151025351235922,-0.02478788675794809,036580
9,동원F&B,2022,Q3,생활소비재,-0.16012188083198564,-0.11299650647329962,0.08008923949855884,-0.21388461813102022,0.6732975475801126,0.09093510066157107,0.0328002820102411,0.21799513746955249,049770
9,LG생활건강,2022,Q3,생활소비재,-0.13602363629989975,-0.11299650647329962,-0.0021273808256374593,-0.01370505722209825,0.020973534181824682,0.09093510066157107,0.01992953380016016,-0.04894261119604944,051900
9,에이블씨엔씨,2022,Q3,생활소비재,-0.05625954212512729,-0.11299650647329962,-0.07887919734432625,-0.03676641363702304,-0.05618497875217954,0.09093510066157107,0.019935532027543834,0.5345394540583583,078520
9,아모레퍼시픽,2022,Q3,생활소비재,-0.01069919175972248,-0.11299650647329962,-0.03249656485965191,0.0065140560630627675,0.013925418020462876,0.09093510066157107,0.011651360997686933,0.1325842662596099,090430
9,CJ제일제당,2022,Q3,생활소비재,0.022845638695863126,-0.11299650647329962,0.005761502556487441,0.029449646438316934,0.024883295904135627,0.09093510066157107,0.017967728990080367,-0.21823746968871954,097950
9,락앤락,2022,Q3,생활소비재,-0.16231964321523096,-0.11299650647329962,0.004042990374365063,-0.006854462611569967,-0.06069443296654531,0.09093510066157107,-0.003493217056358633,-0.0474207851944138,115390
9,이마트,2022,Q3,생활소비재,-0.09853199062615547,-0.11299650647329962,0.022514810274801844,0.14034074609508385,0.023790463889795443,0.09093510066157107,0.010205999030691082,0.1889872866589728,139480
9,삼양사,2022,Q3,생활소비재,-0.09071372994517521,-0.11299650647329962,-0.014826008200384933,0.002481367640254639,0.02353532392478752,0.09093510066157107,-0.005287250697706081,0.082510657797629,145990
9,한국콜마,2022,Q3,생활소비재,0.035236756350138676,-0.11299650647329962,0.4128778750283286,0.7813353221482167,0.023288478157224013,0.09093510066157107,0.013928670972843449,0.015333532148795119,161890
9,코스맥스,2022,Q3,생활소비재,-0.18200805350082053,-0.11299650647329962,0.09002455303649026,-0.12377453350429934,0.13176021440978913,0.09093510066157107,0.050545411412252994,0.5162771828443886,192820
