,name,year,quarter,sector,Relative Return,Relative Return,매출액 변화율,비유동자산 변화율,비유동부채 변화율,영업이익 변화율,이익잉여금 변화율,Label,Code
23,하이트진로,2019,Q1,생활소비재,0.13211775161023842,0.13211775161023842,-0.08561562260265265,0.02281548901552677,0.6897806449205179,-1.2591771900780397,0.5745497952748062,0.0872777002159705,000080
23,CJ,2019,Q1,생활소비재,-0.1025298796100788,-0.1025298796100788,0.03509847139981681,0.006704233237018853,0.03278340876927266,4.275578278197231,-0.010962648062234681,-0.22322779129095355,001040
23,대상,2019,Q1,생활소비재,-0.1110409216559617,-0.1110409216559617,0.04473011204111943,0.016791748590101463,0.32891848625708175,3.01225128303736,0.007737813478325473,-0.045225165199967235,001680
23,오리온,2019,Q1,생활소비재,0.05690690037991064,0.05690690037991064,3.6069549576686217,-0.005230914790510743,10.900807128853279,10.356225525900761,-0.5166194444124357,-0.10415342262919178,001800
23,아모레G,2019,Q1,생활소비재,0.01831549592935707,0.01831549592935707,0.0250190507006276,0.007241672382942044,-0.09305975752781415,144.03463173200572,0.019844772334498773,-0.1419193800760003,002790
23,남양유업,2019,Q1,생활소비재,0.025595438990866713,0.025595438990866713,-0.08880300815173359,0.23797955907884805,7.793732100604457,-0.7397077094415225,0.0012391164281579936,-0.03722636073201374,003920
23,농심,2019,Q1,생활소비재,-0.0937125065069914,-0.0937125065069914,0.010129091673489299,0.016565253455773865,0.13538979773803494,0.06828880551058036,0.0002148293137493873,-0.10368408595835324,004370
23,빙그레,2019,Q1,생활소비재,0.05314771236452197,0.05314771236452197,0.025606714981806,0.04725385616479194,0.6157879143974989,-1.4826982026118904,-0.7555308882112701,-0.08456857949375865,005180
23,롯데칠성,2019,Q1,생활소비재,-0.08649932546618737,-0.08649932546618737,0.035355647380632016,0.013391309035339916,-0.10642163888820688,2.772955137442916,-0.01472544331340453,-0.06691938007600029,005300
23,현대그린푸드,2019,Q1,생활소비재,-0.04503444151343003,-0.04503444151343003,0.013956143983042013,0.0252630604507893,0.12627284151288332,0.07768860658047361,0.01226831212556645,-0.063978033141956,005440
23,삼립식품,2019,Q1,생활소비재,-0.11254376588181063,-0.11254376588181063,-0.10214806189193204,0.05173150717544406,2.128952197359917,-0.60309184982096,-0.0028842896521105166,-0.22634560958419703,005610
23,크라운제과,2019,Q1,생활소비재,-0.052891736055795724,-0.052891736055795724,1.6508646435113956,0.0024727982001935267,-0.03494982025988258,-116.01871823936844,0.009605634488643044,0.02582255540787068,005740
23,GS리테일,2019,Q1,생활소비재,-0.04304538092221839,-0.04304538092221839,-0.03775490674081172,0.39785412100725903,3.0424065930507442,-0.6245086561899469,-0.005755629847688182,0.1682857665271764,007070
23,오뚜기,2019,Q1,생활소비재,-0.06578986417756941,-0.06578986417756941,0.10476604581561677,0.019810200984247794,0.043883808494548315,0.4056774111908861,0.015855058149871093,-0.06186157660779219,007310
23,한국전력,2019,Q1,생활소비재,-0.062135433534787315,-0.062135433534787315,-0.000955515433467613,0.00729405142711359,0.024007210303903515,2.035333198227172,-0.04665705880421267,0.006749821444912256,015760
23,KT&G,2019,Q1,생활소비재,-0.026203348997833883,-0.026203348997833883,-0.03550673400675597,0.015093106272925816,0.2672143413536674,0.052445626019614,-0.7299799860372886,0.07808061992399971,033780
23,무학,2019,Q1,생활소비재,0.003847495069725357,0.003847495069725357,-0.05467922997217245,0.03566734514840997,0.21481379216666663,-0.4941291332592881,0.028007990685686934,-0.06126094386200852,033920
23,한국가스공사,2019,Q1,생활소비재,-0.04955170103406928,-0.04955170103406928,0.15475613741281236,0.003375135320194733,0.023588112853356158,0.899265038338962,0.08245079108349884,-0.00938925959407258,036460
23,팜스코,2019,Q1,생활소비재,-0.0707086975813737,-0.0707086975813737,-0.061223183142373516,0.02209891303139777,0.033987576140479314,-0.5880700246381911,-0.016155576562984608,-0.29555632607188115,036580
23,동원F&B,2019,Q1,생활소비재,0.0021552348059576676,0.0021552348059576676,0.32010338127702065,0.014995211625088656,0.01916045034298719,3.7894462863412306,-0.5172122304416414,-0.06791842099671641,049770
