,name,year,quarter,sector,Relative Return,비유동자산 변화율,Relative Return,자산총계 변화율,영업이익 변화율,비유동부채 변화율,매출액 변화율,Label,Code
25,CJ대한통운,2018,Q3,산업재,0.11571023203286286,0.07200074222122677,0.11571023203286286,0.04031927773610211,-0.3418961138365897,-0.09745488516310497,0.005236459958047002,0.07043111948977278,000120
25,두산,2018,Q3,산업재,0.2813772335036169,0.0062391754067658844,0.2813772335036169,0.026432688802418003,-0.2819633680692615,0.016608332920113877,0.021093928329787293,-0.30989866906136915,000150
25,대림산업,2018,Q3,건설,0.10832945931949682,0.005461379407374123,0.10832945931949682,-0.038148726136281175,0.05421065651469781,-0.12935115221113647,-0.17762621278964574,0.15289343413165826,000210
25,현대건설,2018,Q3,건설,-0.060928753437617986,-0.05421040638977426,-0.060928753437617986,-0.030345776538366787,-0.17589990770177422,-0.030474606318600106,0.038436250526985294,0.00930155204081681,000720
25,LG상사,2018,Q3,산업재,-0.22248022226883024,0.028415872805860998,-0.22248022226883024,0.016852093340178564,-1.039242608435361,-0.041242485260941764,0.14063880098115744,-0.02870096063856419,001120
25,KCC,2018,Q3,건설,-0.1296050422332642,0.043661220529586764,-0.1296050422332642,0.036905129570504513,-0.041605592623785936,0.06386701103660775,-0.08466384177925235,0.12485004804490175,002380
25,한일시멘트,2018,Q3,건설,-0.2000711357221891,0.057376852927256916,-0.2000711357221891,-0.5612127733432511,-0.7367839694773692,0.0005683522479111858,-0.6274957788822266,-0.182706499966927,003300
25,대한항공,2018,Q3,산업재,0.12495020537271037,0.0007791309762670284,0.12495020537271037,0.009885510869796166,3.7658741813694085,-0.003061311215063145,0.1313875892856171,0.05916233969037817,003490
25,S&T중공업,2018,Q3,산업재,0.08716642462338153,-0.0077788609803605135,0.08716642462338153,0.004919569598902607,0.8881719355913413,-0.011856232512498233,-0.1349036038166156,0.10331555535117505,003570
25,LS,2018,Q3,산업재,-0.14615924572539346,0.0006836637938372192,-0.14615924572539346,-0.012428151018654354,-1.3590882178804027,-0.3572923440733077,-0.0172564425809395,-0.060650721129957924,006260
25,LS산전,2018,Q3,산업재,-0.24531077979904248,-0.009956163836052245,-0.24531077979904248,0.0007988620823291548,-0.29270179414019004,-0.10432709102494209,-0.13919047520535566,-0.020304365285447098,010120
25,아이에스동서,2018,Q3,건설,-0.0011112333954137188,0.028283959761657762,-0.0011112333954137188,-0.04705277103256145,-0.9426326290767523,0.8218164250166198,-0.7198713746065704,0.033426551851878136,010780
25,현대상선,2018,Q3,산업재,-0.0778137709005156,-0.012289281334195601,-0.0778137709005156,-0.03349755297932899,-0.39581821307154585,0.01801280738555544,0.17293212152091786,-0.11673145047657724,011200
25,현대산업,2018,Q3,건설,-0.24677706086944673,0.6340944090445821,-0.24677706086944673,0.5313920630930966,-3.5664978925082567,0.25103924674325917,0.20470010749901135,0.09903370954224197,012630
25,한국단자,2018,Q3,산업재,-0.1721078513440587,-0.010696626495260486,-0.1721078513440587,0.0025111915401219154,-0.053730261646085964,-0.0645676980786768,0.004463314742449764,0.6870521827515407,025540
25,삼성엔지니어링,2018,Q3,건설,0.17281523017777195,-0.051393658818864485,0.17281523017777195,-0.03943623244048411,0.9013071862734343,-0.33546964125477885,-0.11252793356215018,-0.12865943742882008,028050
25,대우건설,2018,Q3,건설,-0.040184176886632145,0.0008293371127536808,-0.040184176886632145,-0.05060498160029958,0.29041770111660203,-0.009473639577732507,-0.07896007383297854,0.03716613569969823,047040
25,대우인터내셔널,2018,Q3,산업재,0.1684108036867166,-0.009676910333021982,0.1684108036867166,0.0263503050457361,-0.4586156162322733,-0.19735320918170907,0.07223325458805108,-0.10590625140546793,047050
25,한국항공우주,2018,Q3,산업재,-0.08890511711530323,0.09231915133126978,-0.08890511711530323,0.09554147899970289,-0.9658134230834335,0.02385535740429967,-0.4767041717849947,0.0739380664375445,047810
25,한전KPS,2018,Q3,산업재,-0.1550786282296816,0.022001489111314276,-0.1550786282296816,0.01682477008801797,-0.7508958964714003,0.27141580328787906,-0.2166285123622641,0.219485130318002,051600
25,한전기술,2018,Q3,건설,0.00956350929381184,-0.011487295301967682,0.00956350929381184,-0.00936017693584057,20.393666940413933,0.0640039437374087,0.1807607093730632,0.17745031470273542,052690
25,현대글로비스,2018,Q3,산업재,-0.003821716985839413,-0.006145161243314212,-0.003821716985839413,0.002776855702800063,0.07912823589754958,-0.038296344943531624,0.038555866872892475,0.045244140944131386,086280
25,LG하우시스,2018,Q3,건설,-0.21825607578212913,0.012231157770824286,-0.21825607578212913,0.04954323030272123,-0.7551955212486217,0.0627771481993995,-0.05059731814129087,0.1763848274433496,108670
