,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,영업이익 변화율,Label,Code
10,CJ대한통운,2022,Q2,산업재,0.02343612097174363,-0.010194508024086169,0.005050970100246133,-0.011571595836462945,0.6426237867181144,-0.2919578137856079,000120
10,두산,2022,Q2,산업재,0.06110258333314108,0.014187148863769483,0.025794871894208926,0.009279818119856342,1.7759226647659907,0.12457118079094609,000150
10,SK하이닉스,2022,Q2,정보기술,-0.1278198900582863,0.047552601752104406,0.046853304005245455,0.051842287960773836,0.43058689779144466,0.018244489357871683,000660
10,LG상사,2022,Q2,산업재,-0.020619585210161863,0.03478598835723301,0.013214624154462618,0.10977707349994037,1.554741383394147,0.17330242061976894,001120
10,대한항공,2022,Q2,산업재,-0.05682996607649239,0.03369747966968473,0.05105752443380873,0.057391931069744384,-0.06668627441976371,-0.0026048099319513143,003490
10,LG,2022,Q2,정보기술,0.1768203448903187,0.05600704113831401,-0.04278060014321239,-0.0016085775684849812,-0.9094005185959209,0.008850001702514463,003550
10,S&T중공업,2022,Q2,산업재,0.07463939620829756,0.0028872896911866786,-0.028221160802129996,-0.00012367586757566773,1.3527669642137181,-0.011735503194118632,003570
10,한솔테크닉스,2022,Q2,정보기술,0.030438232365177134,-0.005820190260367175,-0.06118888514591214,0.007160689956053901,-1.2158648764409845,-0.097940256742077,004710
10,삼성전자,2022,Q2,정보기술,-0.05267791641122129,0.02748267149670247,-0.0014756432666083175,0.028438558074947773,0.11003776184241154,0.06849592142748558,005930
10,LS,2022,Q2,산업재,0.10199314310659517,-0.0005128679171578776,0.008456268964329272,0.019615248488342063,-0.40127138029842124,0.1240645951779775,006260
10,삼성SDI,2022,Q2,정보기술,0.09196004961303578,-0.00452499736806089,0.0343949275369102,0.001683167316154588,-0.23107934838920852,0.20520521263200125,006400
10,대덕전자,2022,Q2,정보기술,-0.08274954758279959,0.017071115088981514,-0.018628184364676614,0.0002655085462810458,-1.041917941167127,-0.026069642493352158,008060
10,삼성전기,2022,Q2,정보기술,-0.10154910815405696,0.0315723042930629,0.08196059483639617,0.04515192019072001,-0.06725703953611317,0.05048714975937685,009150
10,LS산전,2022,Q2,산업재,0.2320632259623455,0.10892819060491021,0.001631353794277146,0.008061331408740102,0.4134383497652998,-0.06192980258112614,010120
10,LG이노텍,2022,Q2,정보기술,0.08099068262893837,0.18048958817951877,-0.008212466578006339,0.06494507429684182,-0.26642485591803344,-0.06735454673621392,011070
10,현대상선,2022,Q2,산업재,-0.15884063555464187,0.11699318295947814,0.17747747320834106,0.2908778962966123,-0.07092902278674917,-0.13513238680086195,011200
10,삼성에스디에스,2022,Q2,정보기술,-0.025708390741865213,0.10319743565780204,0.025222464643486653,0.017426769786942575,-0.10674931813261324,-0.015783165487627027,018260
10,일진머티리얼즈,2022,Q2,정보기술,-0.00751503343278969,0.007818018723117381,0.019569351664534773,-0.007219006034363429,0.10343751005396773,-0.13890717483604603,020150
10,한국단자,2022,Q2,산업재,-0.08217714884401714,0.020262189681091725,0.005215052223566108,-0.005280014212886708,1.5199577248705243,0.015174622806776462,025540
10,신도리코,2022,Q2,정보기술,0.03180505437044102,-0.01819412814207022,-0.017221771449777767,0.009284519779140687,-1.8126918181722453,0.053671220436776676,029530
10,LG디스플레이,2022,Q2,정보기술,-0.0015189993040186575,0.052917389353114075,0.02465386520060453,-0.037239932943242904,1.9708371463656915,-0.04345401886348084,034220
10,SK,2022,Q2,정보기술,-0.020553392483418677,-0.004561438042392507,-0.008645050160947299,-0.01070546461997357,-0.8457957606277082,0.0030754269785088738,034730
10,한미반도체,2022,Q2,정보기술,-0.07012123586569505,0.1451623572911216,0.12820985734704515,0.11404145132141252,1.0312411181740782,-0.021366550253167926,042700
10,대우인터내셔널,2022,Q2,산업재,0.07333231369944908,0.01177746506315236,0.09672957847802377,0.036726141546550295,0.4857862442136629,-0.034828530860939094,047050
10,한국항공우주,2022,Q2,산업재,0.20520050444633672,0.05932074790913355,0.041134187059588934,0.03956958691610146,-0.1310888186337259,-0.11021093321519795,047810
10,한전KPS,2022,Q2,산업재,0.17835880642878021,0.02321471340167247,-0.006416243115084486,0.03470026822461714,0.2901807588840499,-0.15331635720297487,051600
10,LG전자,2022,Q2,정보기술,-0.023240817189192013,0.007405056744965277,-0.03167012641425648,0.037096575820441346,-0.6439457766330439,-0.04013901730149705,066570
10,현대글로비스,2022,Q2,산업재,-0.04074932541132024,0.005940707201569806,0.02984328156188587,0.06591457241719234,0.1300449108468531,-0.033670246105912585,086280
