,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,비유동부채 변화율,소비자물가지수 변화율,Label,Code
14,CJ대한통운,2021,Q2,산업재,-0.023021486438886938,-0.00016848843596817265,-0.017873459960041527,-0.08576619725990087,0.7421096287815034,-0.09966356553637193,000120
14,두산,2021,Q2,산업재,0.3998221686124155,0.1022416584173571,0.0202730059888252,-0.11454169344969112,0.7421096287815034,0.41635357612799506,000150
14,대림산업,2021,Q2,건설,-0.13127033006249395,0.36095770333593946,0.11465214207509677,-0.11562646146414468,0.7421096287815034,-0.05826609885805567,000210
14,현대건설,2021,Q2,건설,0.0044731457103875175,0.014687699635141938,0.03227607237250041,0.1571861873801914,0.7421096287815034,0.05077114280641535,000720
14,LG상사,2021,Q2,산업재,-0.16533429368954639,0.040164179230326,0.046338578032971034,-0.15829933737962631,0.7421096287815034,0.0010167209445187883,001120
14,KCC,2021,Q2,건설,-0.052952052476946725,0.08709622768339087,0.03754845397220952,0.10630147564705195,0.7421096287815034,0.06202467850420049,002380
14,한일시멘트,2021,Q2,건설,-0.09692694347733638,-0.0024658821287610877,-0.060467949425399015,-0.13684428515214786,0.7421096287815034,0.05459394157594512,003300
14,대한항공,2021,Q2,산업재,-0.018333141026916258,-0.024162197057491897,-0.01379648250118215,-0.03686347594366279,0.7421096287815034,0.10236674735393225,003490
14,S&T중공업,2021,Q2,산업재,0.24394302420486916,0.00948278035096628,0.002797736013778085,-0.045673353238572245,0.7421096287815034,-0.01959866757723626,003570
14,LS,2021,Q2,산업재,-0.02215560018290256,0.03670944949737831,0.06373728331641848,0.2735320678696098,0.7421096287815034,-0.09416699707156917,006260
14,LS산전,2021,Q2,산업재,0.1767543787661602,0.015877304989857288,0.08508211601418791,0.10917283440851211,0.7421096287815034,0.005512225440023284,010120
14,아이에스동서,2021,Q2,건설,-0.19627463882691748,0.016245441286173445,0.010070052875699842,0.3298919663801201,0.7421096287815034,-0.01828287709523673,010780
14,현대상선,2021,Q2,산업재,-0.12606770772181125,0.16066952596480077,0.19775133683933155,0.16897817011337635,0.7421096287815034,-0.25051204052485565,011200
14,현대산업,2021,Q2,건설,-0.16205060302331079,0.000971476172779262,0.030476012344470282,3.520532746892213,0.7421096287815034,-0.07202135209355426,012630
14,한국단자,2021,Q2,산업재,0.09048444396116133,0.013191061460142484,0.02373109962054487,0.01628803373730392,0.7421096287815034,-0.16224005922731322,025540
14,삼성엔지니어링,2021,Q2,건설,0.21766108748527596,-0.017278570117573944,-0.017049296509654588,-0.0190853474691971,0.7421096287815034,0.06264068649861534,028050
14,대우건설,2021,Q2,건설,-0.05694473353597176,0.014048607088331666,0.03369077681327948,0.22585092802458395,0.7421096287815034,-0.0657980998157826,047040
14,대우인터내셔널,2021,Q2,산업재,0.08005449651156404,-0.018943025345063647,0.08723506626868716,-0.006020214095934673,0.7421096287815034,-0.08816575610388241,047050
14,한국항공우주,2021,Q2,산업재,0.049093454303103835,0.035983315112646075,0.10860084448976792,0.4136726916832234,0.7421096287815034,-0.030033517160934046,047810
14,한전KPS,2021,Q2,산업재,0.033138388066082713,-0.03902623310559317,-0.002406619514916386,0.1474546746512293,0.7421096287815034,0.17184651693076033,051600
14,한전기술,2021,Q2,건설,0.18215167217584413,-0.010596843489283803,-0.022605172088205783,0.03195199977154162,0.7421096287815034,1.1542072803850782,052690
14,현대글로비스,2021,Q2,산업재,0.01401639757709715,0.02401990026042733,-0.004897079796452375,-0.009228087182668876,0.7421096287815034,-0.10442638119133932,086280
14,LG하우시스,2021,Q2,건설,-0.1209457213058214,-0.039903851787128075,-0.039058751794360136,-0.371466126272035,0.7421096287815034,-0.20270061435176387,108670
