,name,year,quarter,sector,Relative Return,비유동부채 변화율,영업이익 변화율,부채총계 변화율,이익잉여금 변화율,Label,Code
14,대림산업,2021,Q2,건설,-0.13127033006249395,-0.11562646146414468,-0.4429539744119022,-0.1160275978500851,0.002348959189494071,-0.05826609885805567,000210
14,현대건설,2021,Q2,건설,0.0044731457103875175,0.1571861873801914,-0.7617657698112736,0.05853813773268923,0.0034014242688202856,0.05077114280641535,000720
14,한화,2021,Q2,에너지_화학,-0.06439946612798499,0.1078956676004783,20.696056820964976,0.009553752504470214,0.023377637105098437,0.0808788398881068,000880
14,KCC,2021,Q2,건설,-0.052952052476946725,0.10630147564705195,0.9170508646319249,0.036451703444968286,0.0402725420436425,0.06202467850420049,002380
14,한국쉘석유,2021,Q2,에너지_화학,-0.027952306953183736,0.10954859550185447,-0.158645089038855,-0.2536936680470714,0.08781133263257668,0.06956474850893979,002960
14,태광산업,2021,Q2,에너지_화학,-0.09278234446534045,0.038269836365417254,0.500165577989073,0.0620232785046424,0.028599279296516622,-0.026338656826371452,003240
14,한일시멘트,2021,Q2,건설,-0.09692694347733638,-0.13684428515214786,-1.0151074125254034,-0.154910022466634,0.0023661036926700962,0.05459394157594512,003300
14,삼성정밀화학,2021,Q2,에너지_화학,0.1128712131247934,0.057566183189121434,0.5036992269232803,0.07027602793558807,0.036776923616500756,0.25897579890359673,004000
14,효성,2021,Q2,에너지_화학,0.1154619178241586,0.03376378791419632,1.1318686960272415,-0.200308183530447,0.02314431090305402,-0.07112166698334282,004800
14,SK케미칼,2021,Q2,에너지_화학,-0.07035163621097289,0.009083428014809103,-1.069714919672622,-0.13751319479354362,-0.0031070200679859106,0.020774740702538548,006120
14,대한유화,2021,Q2,에너지_화학,-0.09655986834860011,-0.00999361436686963,-0.12778609104919092,0.2518316903642237,0.034332402930047135,-0.1936325819552562,006650
14,국도화학,2021,Q2,에너지_화학,0.2200103928324326,0.16804836703930692,1.8415838137033602,0.20104514181999522,0.1403905470379121,-0.09622409670901483,007690
14,한화케미칼,2021,Q2,에너지_화학,-0.12605394059287972,0.26979696719846724,-0.37919181421332904,0.2787280441181501,0.08527684593711626,-0.015605952533326237,009830
14,OCI,2021,Q2,에너지_화학,-0.0749704866968906,-0.12790561369661269,0.9653917442703361,-0.028354312934704917,0.04074939943876288,0.12457441416797951,010060
14,아이에스동서,2021,Q2,건설,-0.19627463882691748,0.3298919663801201,0.15830985049483748,0.015458995948531395,-0.00022417711811306695,-0.01828287709523673,010780
14,S-Oil,2021,Q2,에너지_화학,-0.023942982943859728,0.026115624690226547,-0.09271725388230245,-0.022381991415156732,0.09384509381463868,0.0913741247347584,010950
14,롯데케미칼,2021,Q2,에너지_화학,-0.09123746181363857,0.12513941912369542,-0.06934211348512542,0.010391059397485858,0.027118294541454757,-0.08596633787393786,011170
14,금호석유,2021,Q2,에너지_화학,-0.21134637767119813,-0.36187054148776276,-0.004849446052741069,-0.010546992160962332,0.14888508050313454,-0.05036066156742836,011780
14,SKC,2021,Q2,에너지_화학,0.2668792982232491,-0.2304561522468006,0.2009191092221454,-0.03656239635573588,-0.012073692352009724,0.1499634532245844,011790
14,현대산업,2021,Q2,건설,-0.16205060302331079,3.520532746892213,-0.936671338233314,0.3139852699077601,-0.0014860281566330125,-0.07202135209355426,012630
14,한솔케미칼,2021,Q2,에너지_화학,0.20601703426603893,-0.09185441443584752,0.012162990539666518,-0.1416380698773595,0.07775206520177336,0.24644451834787032,014680
14,동원시스템즈,2021,Q2,에너지_화학,-0.0047118785684444955,-0.004099442469555181,0.1522428939945315,0.03156904750432221,0.07293035857461572,0.24976917403240717,014820
14,유니드,2021,Q2,에너지_화학,0.5420193219720737,-0.07411403332761468,0.5033988617162166,-0.1522531794220745,0.12470394284210684,-0.00945457202408062,014830
14,남해화학,2021,Q2,에너지_화학,0.16349027108733244,0.13214865413504895,1.726307505606493,0.4919106050414517,0.01734758332954578,0.15955637948417734,025860
14,삼성엔지니어링,2021,Q2,건설,0.21766108748527596,-0.0190853474691971,0.042712731214217925,-0.0479403100824326,0.2597379748860069,0.06264068649861534,028050
14,대우건설,2021,Q2,건설,-0.05694473353597176,0.22585092802458395,-0.5232353610775473,0.035222436079490826,0.31364796308286325,-0.0657980998157826,047040
14,LG화학,2021,Q2,에너지_화학,0.05509229428467009,0.028980311403383086,0.390751414380196,-0.017901895937870727,0.05008834185663025,-0.07954271961492179,051910
