year,quarter,month,week,code,name,sector,upload_dt,prediction,reason,score
2021,Q1,1,1,120,CJ대한통운,산업재,2021-01-06,긍정,"CJ대한통운이 네이버와의 협력을 통해 온라인 커머스 시장에서 긍정적인 성과를 기대할 수 있으며, 택배 물량 증가와 가격 인상으로 인해 장기적으로 수익성이 개선될 가능성이 높다고 판단됨.",1.0
2021,Q1,1,2,120,CJ대한통운,산업재,,,,
2021,Q1,1,3,120,CJ대한통운,산업재,2021-01-18,긍정,"택배 단가 인상 가능성이 제기되고 있으며, 시장에서는 주요 택배회사들이 인상을 기정사실화하고 있다는 점에서 긍정적인 논조로 판단됨.",1.0
2021,Q1,1,4,120,CJ대한통운,산업재,2021-01-28,부정,"CJ대한통운과 대리점 간의 분류 인력 임금 문제로 인해 대리점들이 집단 행동을 예고하고 있으며, 이로 인해 택배 배송 차질이 우려되는 상황입니다.",-1.0
2021,Q1,2,1,120,CJ대한통운,산업재,2021-02-04,부정,"CJ대한통운이 500여 개 기업 고객을 대상으로 택배 단가를 인상하겠다고 통보했으며, 이는 적자 고객사를 대상으로 한 조치로 본격적인 단가 인상은 아니라고 하지만, 택배비 인상의 신호탄으로 해석될 수 있다는 분석이 나옴.",-1.0
2021,Q1,2,2,120,CJ대한통운,산업재,2021-02-08,부정,"CJ대한통운을 포함한 택배사들이 분류 작업 인력 투입에 합의했으나, 여전히 인력 부족으로 물류 대란 우려가 있으며, 대리점들이 합의 무효를 주장하고 있어 갈등이 지속되고 있음.",-1.0
2021,Q1,2,3,120,CJ대한통운,산업재,2021-02-16,중립,"CJ대한통운이 지난해 사상 최대 실적을 기록했으나, 4분기 영업이익이 하락하고 택배 사업부의 수익성 향상이 제한적이라는 점이 언급됨. 글로벌 사업부의 긍정적인 전망이 있지만, 전반적인 정보가 주가에 미치는 영향이 명확하지 않음.",0.0
2021,Q1,2,4,120,CJ대한통운,산업재,2021-02-28,긍정,"CJ대한통운이 중동 지역에서 대규모 천연가스 처리 시설 프로젝트 물류를 수주했으며, 초중량물 운송 사업을 확대할 계획이라는 점에서 긍정적인 논조로 판단됨.",1.0
2021,Q1,3,1,120,CJ대한통운,산업재,2021-03-02,중립,"기사 요약에서는 CJ대한통운의 경영진 교체 가능성에 대한 논의가 주를 이루고 있으며, 이는 기업의 경영권 이양과 관련된 내부 사정일 뿐 주가에 직접적인 영향을 미칠 만한 긍정적 또는 부정적 요인은 명확히 드러나지 않음.",0.0
2021,Q1,3,2,120,CJ대한통운,산업재,2021-03-12,중립,"기사 요약에서는 CJ대한통운이 장애학생을 위한 물류산업 현장실습 및 취업지원 업무 협약을 맺었다는 내용이 주를 이루고 있으며, 이는 사회적 책임 활동에 해당하여 기업 가치나 주가에 직접적인 영향을 미친다고 보기 어렵습니다.",0.0
2021,Q1,3,3,120,CJ대한통운,산업재,2021-03-16,부정,"쿠팡이 택배 사업에 본격적으로 진출하고, CJ대한통운의 임원급 인사를 영입하는 등 공격적인 행보를 보이고 있어 CJ대한통운의 시장 점유율에 부정적인 영향을 미칠 가능성이 있음.",-1.0
2021,Q1,3,4,120,CJ대한통운,산업재,2021-03-25,부정,"기사 요약에서 CJ대한통운 택배 기사가 과중한 업무로 인해 쓰러지는 사건이 발생했고, 강도 높은 작업 환경에 대한 비판이 계속되고 있어 부정적인 논조로 판단됨.",-1.0
2021,Q2,4,1,120,CJ대한통운,산업재,2021-04-01,중립,"기사 요약에서는 CJ대한통운의 대리점이 수원시에 기부금을 전달하고 정기 후원을 약속한 내용이 포함되어 있으나, 이는 기업의 사회적 책임 활동에 관한 내용으로, 기업 가치나 주가에 직접적인 영향을 미칠 만한 정보는 포함되어 있지 않음.",0.0
2021,Q2,4,2,120,CJ대한통운,산업재,,,,
