,name,year,quarter,sector,Relative Return,유동부채 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,매출액 변화율,유동자산 변화율,Label,Code
34,조선내화,2016,Q2,철강_소재,-0.08654563593707543,0.016519942401334697,-0.12121778932153993,0.017820953262567274,-0.040068238067542894,0.002721261568394029,0.05567980570589828,000480
34,영풍,2016,Q2,철강_소재,0.06880518513613608,-0.27019198066969696,-0.6556686355406626,0.009612082431807778,0.1444334107050611,-0.013943021085488283,-0.025629221514891963,000670
34,동국제강,2016,Q2,철강_소재,-0.005391806288754623,-0.005943160150992055,3.2479141962501146,0.04188323662417992,0.17785252810305274,0.02154078815721472,-0.011003397168905325,001230
34,세아베스틸,2016,Q2,철강_소재,0.0023905876431774414,-0.2465183062971884,-0.12180306162827759,0.01945778114919605,0.08913243992680275,-0.021715150313153075,-0.055046075965483075,001430
34,고려제강,2016,Q2,철강_소재,-0.14269111829559356,-0.07868678045856303,-0.08946570508936114,0.00507641970497974,0.0762301838081838,-0.04750639778964538,0.10708222189381547,002240
34,세아제강,2016,Q2,철강_소재,-0.1667984971551173,-0.0766317943812449,-0.2924932949394077,0.00981245979292189,0.12522309408924848,-0.050893254576672486,0.2198907026207437,003030
34,현대제철,2016,Q2,철강_소재,-0.11226360628855261,-0.04957214425179868,0.17924650442791212,0.020361385287208877,0.12831209113204056,-0.006295369804415252,0.0024716832453822515,004020
34,삼광글라스,2016,Q2,철강_소재,-0.1894427391157933,-0.11480977992719088,-0.8353699642772231,0.0002107680167604542,0.030213443351683855,-0.01573796382036352,-0.22475170242234596,005090
34,POSCO,2016,Q2,철강_소재,0.034913861132760265,-0.12860053227647528,-0.2956156846640766,0.005908126477857767,0.042044402472007913,0.029898840857385922,0.13813744713118786,005490
34,무림P&P,2016,Q2,철강_소재,-0.049888667429554875,-0.13763605787380284,-1.6175362875241746,-0.009894413496836174,-0.09930679049453595,0.0032689954817932687,-0.053589572082884056,009580
34,고려아연,2016,Q2,철강_소재,-0.003854981588739842,-0.2982885660748087,-0.10784661099902304,0.026510558840313392,0.05310817570017745,0.00589869523376052,-0.021792523997259818,010130
34,풍산,2016,Q2,철강_소재,0.004758954715684591,0.011689016221001935,0.933711662498032,0.06614547402432591,0.18566431346622814,0.02984925929507387,0.22564667469914307,103140
34,한국철강,2016,Q2,철강_소재,-0.11608336236179134,0.2789277359245741,1.068876729975107,0.17089995520024637,0.2723671622635502,0.14050920321865212,-0.020029172322892093,104700
