,name,year,quarter,sector,Relative Return,유동부채 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,매출액 변화율,유동자산 변화율,Label,Code
20,조선내화,2019,Q4,철강_소재,-0.0801617267083218,-0.11713763110490716,-1.301147202112307,4.900716840183783e-05,0.04947619067499853,-0.045499688277076955,-0.024622085199050528,000480
20,영풍,2019,Q4,철강_소재,-0.06864437869804776,0.2019309853546687,6.234689227808006,0.0006865780568088287,0.07791550939315761,0.03281002896411733,-0.003615429771146275,000670
20,동국제강,2019,Q4,철강_소재,-0.23015265352589184,-0.08746262724130682,2.4517502083079554,-0.18384996626953887,-0.035806126529388305,-0.16282944445072134,-0.053165258989395614,001230
20,세아베스틸,2019,Q4,철강_소재,-0.40263041274606515,-0.247500604574873,-0.4792590447513916,0.0001673092613412308,-0.04951344776103406,-0.14099120921422936,0.24359554903487962,001430
20,고려제강,2019,Q4,철강_소재,-0.20833910725425817,0.08278723927170706,-0.22039043789638169,-0.0007454155113812977,0.21932391456189237,-0.06639335146219116,-0.12138879456848223,002240
20,세아제강,2019,Q4,철강_소재,-0.35538363092121505,0.5874598453424678,-0.6979061046946405,-0.005547260154636691,-0.36547892166791807,-0.9353764705614197,0.10991942409237912,003030
20,현대제철,2019,Q4,철강_소재,-0.27326187784493083,0.03236357258437961,1.767612878963999,-0.0039925271403978835,-0.0758989351652889,-0.0008552656299396499,0.05098678120487285,004020
20,삼광글라스,2019,Q4,철강_소재,0.012278646620486292,-0.15552156636095427,0.20661771567178433,-0.009756145967281693,-0.3440800095644476,-0.2487607773343984,-0.0531710791857181,005090
20,POSCO,2019,Q4,철강_소재,-0.07712050684768068,0.17920593022967135,-1.7637558591661904,-0.016871556009375732,-0.05049242677936017,0.028200174082597895,-0.042554001004863784,005490
20,무림P&P,2019,Q4,철강_소재,-0.24961119541443214,0.01689465644775323,-5.929671426181013,-0.06630193629145975,0.05132508360674959,-0.02350293317842722,0.10381897105605445,009580
20,고려아연,2019,Q4,철강_소재,0.021251591094046646,-0.18620587975522274,-0.22099197527606373,0.01689913287346312,0.031081369166776618,0.0032875937001668465,-0.09218948577928142,010130
20,풍산,2019,Q4,철강_소재,-0.03890384237774755,-0.16031210030112575,581.8551855395527,-0.00849072713251564,0.26955689268265726,-0.1090677252315525,0.013408986504103437,103140
20,한국철강,2019,Q4,철강_소재,-0.17810207629883643,-0.0647817344379471,-1.1178286488533509,-0.04462145827549968,0.059233903365912166,-0.010562635034736423,0.2499548228360139,104700
