,name,year,quarter,sector,Relative Return,이익잉여금 변화율,Relative Return,매출액 변화율,부채총계 변화율,유동자산 변화율,법인세차감전 순이익 변화율,Label,Code
13,조선내화,2021,Q3,철강_소재,0.07722297134182479,0.01057154540238181,0.07722297134182479,0.051266782612152006,-0.026392602887017724,-0.1226849721192278,-0.8332733176566087,-0.015945313905378677,000480
13,영풍,2021,Q3,철강_소재,0.0676530318612917,-0.024098209214644895,0.0676530318612917,-0.1294785685831069,0.2266356891957726,0.06088687756597455,-4.44721830406009,0.051367048840005515,000670
13,동국제강,2021,Q3,철강_소재,-0.05809848383616125,0.261980072055898,-0.05809848383616125,0.101340625955187,0.04722050406593237,0.1871126516456989,0.6093143534215519,0.06570784103928433,001230
13,세아베스틸,2021,Q3,철강_소재,-0.21023237478733556,0.030196093010528502,-0.21023237478733556,-0.051711256291709584,0.012481880663968159,0.052021888830047214,-0.36642160591983386,-0.04342548840018298,001430
13,고려제강,2021,Q3,철강_소재,-0.03614379296018116,0.01794497848282206,-0.03614379296018116,0.0019267293309033207,0.048844514841264175,0.11274330749354311,1.318638952818536,0.024999428476657454,002240
13,세아제강,2021,Q3,철강_소재,0.7001081532030333,0.0013909361513366747,0.7001081532030333,0.04264347724579065,0.9685348317098603,-0.6232677163115262,0.49855586167136967,0.0568436038234696,003030
13,현대제철,2021,Q3,철강_소재,-0.11740833226314312,0.05011397420031449,-0.11740833226314312,0.05836996479456058,0.0028321192648903537,0.0992152674187683,0.9200993656082881,0.042357343369467206,004020
13,삼광글라스,2021,Q3,철강_소재,0.08282846965586767,0.10713755782696444,0.08282846965586767,0.08066153478723104,0.01536720325252916,0.3475249411514707,0.507298280524952,0.24352357672666586,005090
13,POSCO,2021,Q3,철강_소재,-0.07695380850330745,0.03229180397285725,-0.07695380850330745,0.21960685225811094,0.232582076863882,0.17973968972386434,0.35180844220470986,0.07595374521403123,005490
13,무림P&P,2021,Q3,철강_소재,-0.11170766806853002,0.007948189327138921,-0.11170766806853002,-0.049446315312045575,0.015748342300618612,0.03255731956395236,-0.7603855370285255,0.22413216103739997,009580
13,고려아연,2021,Q3,철강_소재,0.024197738400345406,0.03286161819919586,0.024197738400345406,-0.06227241767022673,0.1352482830931414,0.07010502353208747,0.009363807309372252,0.2576458304115508,010130
13,풍산,2021,Q3,철강_소재,-0.04943282950503166,0.06646825393640032,-0.04943282950503166,-0.048728778226210245,0.04330710363240753,0.0729730644785962,-0.1934466420995421,0.09013242909216072,103140
13,한국철강,2021,Q3,철강_소재,0.023378628699684968,0.20132538147150325,0.023378628699684968,0.03177917383870965,0.045239615321748694,0.07106682986151891,-0.09636896632835423,0.0708570287246102,104700
