,name,year,quarter,sector,Relative Return,부채총계 변화율,이익잉여금 변화율,매출액 변화율,법인세차감전 순이익 변화율,Label,Code
27,조선내화,2018,Q1,철강_소재,0.007037621851439391,-0.016562964450551942,0.060164771886434876,0.5185949992896455,-1.8035054743567622,0.04839560668212351,000480
27,영풍,2018,Q1,철강_소재,-0.027564313265343393,0.11420062186631941,0.030829151562451917,0.031971582117852115,10.212641028965256,-0.08543709878316533,000670
27,동국제강,2018,Q1,철강_소재,0.08776384366769185,0.014697435263749226,-0.014905950694452441,-0.02991168358060925,-1.4764440676935606,-0.19006577269342306,001230
27,세아베스틸,2018,Q1,철강_소재,0.05553319362687495,0.2446811066629151,3.470686308082449e-05,0.11408264328917839,1.502716649880079,-0.15812410109905217,001430
27,고려제강,2018,Q1,철강_소재,-0.030799811837928508,0.0029238687137054242,0.0007226146960570556,-0.0982575458741356,2.55361635872593,0.0011329313854676337,002240
27,세아제강,2018,Q1,철강_소재,0.10013072101741091,0.23614418423632588,0.015693010565492438,0.025206950422780983,-1.575971963842556,-0.13813450100456334,003030
27,현대제철,2018,Q1,철강_소재,0.3402138495149612,0.008611242922586415,0.006145331907883023,-0.030010597900682057,-0.22705070771381486,-0.14335719262881533,004020
27,삼광글라스,2018,Q1,철강_소재,-0.033373232376618975,-0.03289483602412613,-0.026272649195687947,-0.037089915593469636,-0.8278290220508235,-0.02481178317218577,005090
27,POSCO,2018,Q1,철강_소재,0.13645240657106558,0.10405439765706515,0.017918225472872473,0.09354856542737156,0.47417163773264104,-0.05816954280471273,005490
27,무림P&P,2018,Q1,철강_소재,0.11432067015732855,-0.029693450012068356,0.027070698014542982,-0.014688345705634598,0.012196231599030716,0.2833996324470188,009580
27,고려아연,2018,Q1,철강_소재,-0.051965645577934316,-0.022757168162648167,-0.007326007768161502,-0.04744242443692703,0.13919447624098624,-0.04972482527977187,010130
27,풍산,2018,Q1,철강_소재,0.08335828385377464,0.06508703144035666,0.02215137836431369,-0.23011087306796518,0.32786532225398046,-0.15632837084991089,103140
27,한국철강,2018,Q1,철강_소재,0.1848574580313291,0.027181877630564788,-0.03818636292733746,-0.2357106867462092,-1.049537249395649,-0.19597347169858276,104700
