,name,year,quarter,sector,Relative Return,매출액 변화율,이익잉여금 변화율,부채총계 변화율,실업률 변화율,유동부채 변화율,영업이익 변화율,Label,Code
11,조선내화,2022,Q1,철강_소재,0.0629350071393891,0.036421218660805055,0.0032646369112163676,0.15017154401208566,-0.09183673469387776,0.0642094092916301,3.4408369430652606,0.0106567373303834,000480
11,영풍,2022,Q1,철강_소재,-0.001544456997103285,0.23884841197898865,0.04034316525436865,0.1487935878375597,-0.09183673469387776,0.24366647845688716,-1.2487915070174493,-0.0521362441005687,000670
11,동국제강,2022,Q1,철강_소재,0.09972054546315418,-0.004821526927948461,0.09877692969315421,-0.052049534087838856,-0.09183673469387776,-0.057550463100094706,-0.03947464294246117,-0.15877711467885566,001230
11,세아베스틸,2022,Q1,철강_소재,-0.03918363838167925,0.11332671018796736,-0.035190615842490613,0.20160338319279836,-0.09183673469387776,0.20978428380720104,-0.07239591786328159,0.03271181775853575,001430
11,고려제강,2022,Q1,철강_소재,0.26182065319179265,-0.00495070262645203,0.014827467900159652,0.11709555999353283,-0.09183673469387776,0.13493639811355784,0.8361698641563204,-0.16455363727837946,002240
11,세아제강,2022,Q1,철강_소재,0.13846068597161285,4.75871480319539,0.020133019489252613,0.345791010578929,-0.09183673469387776,1.0250017570137189,27.808663676187628,0.3254150022654639,003030
11,현대제철,2022,Q1,철강_소재,0.05920767539639432,0.06325250347026157,0.024966759722892418,0.026311653594427886,-0.09183673469387776,0.11922907920868209,-0.17214243332516033,-0.08849662852481424,004020
11,삼광글라스,2022,Q1,철강_소재,-0.059946692783945335,0.36680785722078957,0.04305679512865335,0.04973305539606265,-0.09183673469387776,0.08168798392157206,0.37484255162279956,-0.15573509777603706,005090
11,POSCO,2022,Q1,철강_소재,0.020524133645244344,-0.616600358754529,-0.03745752112846501,-0.5917940893978257,-0.09183673469387776,-0.7788568072160253,-0.36060278674638957,-0.029633555818901168,005490
11,무림P&P,2022,Q1,철강_소재,0.07909775160867849,-0.06538033424450662,-0.014257682580866238,0.03143752160269897,-0.09183673469387776,0.02224245523892998,-0.2517673576372913,0.06385230836063832,009580
11,고려아연,2022,Q1,철강_소재,-0.06630121879029191,-0.06992201374716733,-0.026936812481428873,0.08518434410378561,-0.09183673469387776,0.09891269667733082,-0.11455477537297099,0.11730431343236347,010130
11,풍산,2022,Q1,철강_소재,-0.03505685227643174,-0.008924135843163206,0.014083791761136943,0.09658661177578076,-0.09183673469387776,0.12344115091226993,-0.08170611843779796,-0.014954835966665171,103140
11,한국철강,2022,Q1,철강_소재,0.034021433979840005,-0.09809483196526692,-0.09564699609976368,-0.003594055649662531,-0.09183673469387776,-0.009235059842996995,-0.17765422679223664,-0.11535558103560725,104700
