,name,year,quarter,sector,Relative Return,매출액 변화율,부채총계 변화율,이익잉여금 변화율,실업률 변화율,Label,Code
2,조선내화,2024,Q2,철강_소재,-0.009551233660350482,1.9151439177056715,0.015086146370771214,-0.008217002768979631,-3.3306690738754696e-16,0.08784612279377998,000480
2,영풍,2024,Q2,철강_소재,-0.19949026772444248,-0.08148975058864272,-0.006903662996487703,0.0033656630800080745,-3.3306690738754696e-16,0.5465368830365995,000670
2,동국제강,2024,Q2,철강_소재,-0.036666990580011,-0.7519814912826384,-0.5041288358339897,0.0004821933912808607,-3.3306690738754696e-16,0.049555744786907135,001230
2,세아베스틸,2024,Q2,철강_소재,-0.14035225361990383,-0.9544491535315431,-0.16160678461934497,0.0020168437016854224,-3.3306690738754696e-16,0.3329772278839628,001430
2,고려제강,2024,Q2,철강_소재,-0.20848484219148222,0.06419856003169744,-0.051709378906176995,0.009308956966955328,-3.3306690738754696e-16,0.06741695319321186,002240
2,세아제강,2024,Q2,철강_소재,-0.18026534526083993,-0.547892934018484,-0.08214165858242817,0.00562222250163158,-3.3306690738754696e-16,0.19260601248470607,003030
2,현대제철,2024,Q2,철강_소재,-0.1563753635269633,0.006704705385921272,-0.029334324066229822,0.0003746090229805876,-3.3306690738754696e-16,-0.043175915444753105,004020
2,삼광글라스,2024,Q2,철강_소재,0.13213881684211737,0.01736488875504061,-0.02843688999006022,0.14208972460818248,-3.3306690738754696e-16,0.05594463367579603,005090
2,POSCO,2024,Q2,철강_소재,-0.14691335242608847,-0.8221275836899025,-0.05341519329039757,4.8728605740899766e-05,-3.3306690738754696e-16,-0.0031877864155281654,005490
2,무림P&P,2024,Q2,철강_소재,0.01743315876677804,0.0527640141580481,0.06735912654720377,0.040780937108098714,-3.3306690738754696e-16,-0.07226464356260742,009580
2,고려아연,2024,Q2,철강_소재,0.06665870650907076,0.09598574181937569,0.44800858295856183,0.013426319137848086,-3.3306690738754696e-16,1.3240690380008862,010130
2,풍산,2024,Q2,철강_소재,-0.23848212847762315,0.36717145552564734,0.06325608066064237,0.0842816675511151,-3.3306690738754696e-16,0.18384274839701545,103140
2,한국철강,2024,Q2,철강_소재,-0.2676913364172515,0.11749134234039049,-0.25613368663558567,0.01538723350871174,-3.3306690738754696e-16,0.1936049549934685,104700
