,name,year,quarter,sector,Relative Return,매출액 변화율,이익잉여금 변화율,부채총계 변화율,법인세차감전 순이익 변화율,유동자산 변화율,유동부채 변화율,Label,Code
15,조선내화,2021,Q1,철강_소재,0.14736283094853636,0.022494598823164624,-0.024829593665782634,0.02422704474948989,-1.1948709884503903,-0.09592111448122842,-0.15414804862867393,-0.03153426773795297,000480
15,영풍,2021,Q1,철강_소재,0.13628434962609204,-0.02289427665969901,0.027301152863509426,0.04585376747235359,-3.8198699940227283,0.10302968595515205,0.09401876357356365,-0.008592319436373275,000670
15,동국제강,2021,Q1,철강_소재,1.1644862489723582,0.07049577404460172,0.07239056888047757,0.03089473416421029,-2.142673238796814,0.11276145294336293,0.02918877232515893,-0.1763557107782743,001230
15,세아베스틸,2021,Q1,철강_소재,1.0999714744505023,0.1381482981241069,0.055994828533661556,-0.11833227013744585,-1.173204600238797,-0.0895127562514556,-0.15893030937347974,-0.1510698486409106,001430
15,고려제강,2021,Q1,철강_소재,0.5463577878128957,-0.06359769386635572,0.002548515683694852,-0.0029980347367820626,-4.0319180522933635,0.06028754048142737,-0.013949730730193455,0.012190068395831767,002240
15,세아제강,2021,Q1,철강_소재,0.580579845566021,3.2365952637157545,0.01095431404191638,-0.1862350521245918,0.22644921245360972,1.0543160227682606,-0.20447899871883857,0.08333906833819155,003030
15,현대제철,2021,Q1,철강_소재,0.2913822074991597,0.06617985802210402,0.01527586597198094,0.007179502670181082,-1.9062959647939874,0.05769859853602588,0.05530847035009412,-0.09218895526062851,004020
15,삼광글라스,2021,Q1,철강_소재,0.09900104840634069,-1.7165749007745907,-0.1601481813500667,-0.00505940851764175,2.663170828824969,0.008144975859416093,-0.003590138252023811,0.052134764639286325,005090
15,POSCO,2021,Q1,철강_소재,0.21377281100309467,0.10216989380731034,0.013213779791042324,0.07746040951150612,6.620004646355404,0.041769006342999626,0.1305645994056437,-0.12454951514294245,005490
15,무림P&P,2021,Q1,철강_소재,0.09020125625153456,0.11171934271154393,-0.03939946494927282,0.03250747979489854,-0.6648886129635847,0.04312849023720999,0.04270774385673892,-0.13984041884129564,009580
15,고려아연,2021,Q1,철강_소재,0.12464930818741818,0.02257054050081364,-0.009829591876109545,-0.05884650005496217,0.3441402368144957,-0.08338268794425918,-0.07624913881877804,0.1590439029437895,010130
15,풍산,2021,Q1,철강_소재,0.3254106019249555,-0.24473881140826736,0.03617288446741829,0.1626370235139305,0.3329567694943416,0.17118171471243993,0.24780714757533917,-0.14676963557666972,103140
15,한국철강,2021,Q1,철강_소재,0.2676067463358327,-0.15805861310482183,-0.0016043242941262692,-0.00522990092546427,-1.266865435729271,-0.07434666878366425,-0.02316952748490586,-0.19996806412177934,104700
