,name,year,quarter,sector,Relative Return,유동부채 변화율,법인세차감전 순이익 변화율,매출액 변화율,소비자물가지수 변화율,실업률 변화율,수출액 변화율,Label,Code
15,조선내화,2021,Q1,철강_소재,0.14736283094853636,-0.15414804862867393,-1.1948709884503903,0.022494598823164624,2.0127382750040668,0.016000000000000014,0.07231825865355468,-0.03153426773795297,000480
15,영풍,2021,Q1,철강_소재,0.13628434962609204,0.09401876357356365,-3.8198699940227283,-0.02289427665969901,2.0127382750040668,0.016000000000000014,0.07231825865355468,-0.008592319436373275,000670
15,동국제강,2021,Q1,철강_소재,1.1644862489723582,0.02918877232515893,-2.142673238796814,0.07049577404460172,2.0127382750040668,0.016000000000000014,0.07231825865355468,-0.1763557107782743,001230
15,세아베스틸,2021,Q1,철강_소재,1.0999714744505023,-0.15893030937347974,-1.173204600238797,0.1381482981241069,2.0127382750040668,0.016000000000000014,0.07231825865355468,-0.1510698486409106,001430
15,고려제강,2021,Q1,철강_소재,0.5463577878128957,-0.013949730730193455,-4.0319180522933635,-0.06359769386635572,2.0127382750040668,0.016000000000000014,0.07231825865355468,0.012190068395831767,002240
15,세아제강,2021,Q1,철강_소재,0.580579845566021,-0.20447899871883857,0.22644921245360972,3.2365952637157545,2.0127382750040668,0.016000000000000014,0.07231825865355468,0.08333906833819155,003030
15,현대제철,2021,Q1,철강_소재,0.2913822074991597,0.05530847035009412,-1.9062959647939874,0.06617985802210402,2.0127382750040668,0.016000000000000014,0.07231825865355468,-0.09218895526062851,004020
15,삼광글라스,2021,Q1,철강_소재,0.09900104840634069,-0.003590138252023811,2.663170828824969,-1.7165749007745907,2.0127382750040668,0.016000000000000014,0.07231825865355468,0.052134764639286325,005090
15,POSCO,2021,Q1,철강_소재,0.21377281100309467,0.1305645994056437,6.620004646355404,0.10216989380731034,2.0127382750040668,0.016000000000000014,0.07231825865355468,-0.12454951514294245,005490
15,무림P&P,2021,Q1,철강_소재,0.09020125625153456,0.04270774385673892,-0.6648886129635847,0.11171934271154393,2.0127382750040668,0.016000000000000014,0.07231825865355468,-0.13984041884129564,009580
15,고려아연,2021,Q1,철강_소재,0.12464930818741818,-0.07624913881877804,0.3441402368144957,0.02257054050081364,2.0127382750040668,0.016000000000000014,0.07231825865355468,0.1590439029437895,010130
15,풍산,2021,Q1,철강_소재,0.3254106019249555,0.24780714757533917,0.3329567694943416,-0.24473881140826736,2.0127382750040668,0.016000000000000014,0.07231825865355468,-0.14676963557666972,103140
15,한국철강,2021,Q1,철강_소재,0.2676067463358327,-0.02316952748490586,-1.266865435729271,-0.15805861310482183,2.0127382750040668,0.016000000000000014,0.07231825865355468,-0.19996806412177934,104700
