,name,sector,year,quarter,Relative Return,비유동부채변화율,자본총계변화율,비유동자산변화율,이익잉여금변화율,영업이익변화율,Label,Code
19,Doosan_Corp,Conglomerate,2019,Q4,0.06081948000079192,0.16069174133907593,-0.501530454116482,-0.06250076830124329,-0.34032451465756464,-1.2884476764833308,0.0,000150
19,DL_Holdings,Conglomerate,2019,Q4,-0.08184192449297666,-0.18638158615593725,-0.014093938786702287,0.020110822170772424,-0.018537867647057116,-1.37402536244764,-0.19145807343458393,000210
19,Dong-A_Socio_Holdings,Conglomerate,2019,Q4,-0.09288528690494957,0.014631161100758905,0.014056643026128413,2.813746596141975e-05,0.024302305618690734,1.4246238465496468,0.16695116583705819,000640
19,Hanwha_Corp,Conglomerate,2019,Q4,-0.039735228336873124,0.03200278994652195,-0.017757214918212583,-0.00451039416740362,-0.025841260887770723,-1.298834080717489,-0.07238431806376888,000880
19,CJ_Corp,Conglomerate,2019,Q4,-0.17447536974659686,0.04370474166381266,-0.046883053015542187,-0.04463898819980927,-0.008625523468160257,0.12717008443991185,0.10366045440800392,001040
19,LG_International,Conglomerate,2019,Q4,-0.02296518349939603,0.07299973817730565,0.10600409858012327,0.09602762656482078,0.11067833187406972,-0.454581279723709,-0.19427136701547346,001120
19,Orion_Corp,Agriculture_&_Food,2019,Q4,-0.07241403239114186,0.029336599325929136,0.0032465029972893467,-0.0070893392689685975,0.42290713552775494,0.7109621044324965,0.05577040407892922,001800
19,LG_Corp,Conglomerate,2019,Q4,-0.0751720131578918,-0.10722388337541156,-0.001835082931591181,0.01524098173652133,-0.00257536688791582,0.21488340053082644,-0.020098031793136094,003550
19,Namyang_Dairy_Products,Agriculture_&_Food,2019,Q4,-0.11152447753703329,0.07789141231508145,0.00710130497749506,-0.0037003193138653856,0.006970197006802903,-0.41140000653998987,-0.1855966255102322,003920
19,Hansol_Holdings,Conglomerate,2019,Q4,-0.14578456297438638,0.264104078799563,0.0029091938876938395,0.012747277608376795,0.02334764894850605,0.5892135838855057,-0.1283874223292361,004150
19,Nongshim,Agriculture_&_Food,2019,Q4,3.4434174971766096e-05,-0.04489957331691996,-0.0020939392280940883,-0.0047835587149041014,-0.0022954416870135663,-0.11254193552394631,-0.10463026156367192,004370
19,Binggrae,Agriculture_&_Food,2019,Q4,-0.13591138924109986,0.11115987159819563,0.0008173599443789259,0.01233540177520831,-0.003643609933263514,1.0282709707470221,-0.1088710847004906,005180
19,Hyundai_Green_Food,Agriculture_&_Food,2019,Q4,-0.09861614147942517,-0.10696210445836707,0.0007319370565819217,-0.00898769607132377,0.008536778670389156,0.3452304410913688,-0.057052559656443284,005440
19,SPC_Samlip,Agriculture_&_Food,2019,Q4,-0.003547843806643417,-0.07918724647384656,-0.03572723083190943,-0.06863468950518614,-0.038013807628310525,-1.076606204616065,-0.17449152525420755,005610
19,Crown_Confectionery,Agriculture_&_Food,2019,Q4,-0.1494006558461668,0.031123534650765783,0.07566817158772465,0.061690628108902024,0.1186616511141052,0.9471606624769817,-0.14165290007083234,005740
19,LS_Corp,Conglomerate,2019,Q4,0.006042895650848423,0.030989753153594757,-0.5147484426499476,-0.45178590642686056,-0.5939971884263495,25.965425531914892,-0.06381750155548806,006260
19,Ottogi,Agriculture_&_Food,2019,Q4,-0.1334694021421638,0.2524310404566562,-0.01240865974862082,-0.03558829422634879,-0.012615338507120377,0.3601807754352703,-0.1192159122866975,007310
19,Muhak,Agriculture_&_Food,2019,Q4,-0.14055910053621,-0.03379596492985715,0.0007898281318022837,0.04442352112296777,-0.00015930652243634214,0.1883379262354945,-0.1565504882419631,033920
19,SK_Holdings,Conglomerate,2019,Q4,-0.10286045768735257,0.014054793652547026,0.049409214372000854,-0.012437324558915108,-0.020364995986584367,0.7202975498367958,0.20055084666959078,034730
19,Farmsco,Agriculture_&_Food,2019,Q4,-0.05041003166373688,0.22603786203399612,0.07574827052562982,-0.04948527704230532,0.09443137348917818,0.7165121148224752,-0.2558829880015091,036580
19,Dongwon_F&B,Agriculture_&_Food,2019,Q4,-0.15517605813570198,0.1658255351296436,0.0050400294177318505,-0.0016334184689974496,-0.009195002363200588,0.7499622144314795,-0.09178472951998859,049770
19,Halla_Holdings,Conglomerate,2019,Q4,-0.02080765265976213,0.18031051008296417,0.010954843346612786,0.009731109909939528,0.0004222571782249718,0.339975170230679,-0.0007041155534851656,060980
19,GS_Holdings,Conglomerate,2019,Q4,0.00020228341583542614,-0.008255529717427823,-0.0030402963858247034,0.0003034250936779781,-0.0045101706257653085,-0.030233545647558424,-0.044448206319321906,078930
19,Samyang_Foods,Agriculture_&_Food,2019,Q4,-0.0859918750829086,-0.021758971528408555,0.012234177037390825,-0.006332866768442358,0.027696034220630272,1.5686478314277617,-0.04697715856711059,145990
