,name,sector,year,quarter,Relative Return,비유동부채변화율,자본총계변화율,비유동자산변화율,이익잉여금변화율,영업이익변화율,Label,Code
5,Doosan_Corp,Conglomerate,2023,Q2,0.07864493781632614,0.2968335651956906,0.02420064369543251,0.015273448403388623,0.02228870251672177,-0.14976464075590123,-0.12121228960672698,000150
5,DL_Holdings,Conglomerate,2023,Q2,-0.1852170317877591,-0.32371504371089044,0.006128143838783906,0.00015471178351411652,0.0033393569458602945,0.9580835418311151,-0.2708427984706853,000210
5,Dong-A_Socio_Holdings,Conglomerate,2023,Q2,-0.2639857581817295,6.4139224288384256e-06,0.005533707666305787,-0.0026267595143605327,0.009672768054790892,1.0725193474803996,-0.04452284024207545,000640
5,Hanwha_Corp,Conglomerate,2023,Q2,-0.07805296026717926,0.023937785203075657,0.01072817410513327,-0.002278884306431417,0.010507922273071069,0.1612553448311136,0.09092030536674629,000880
5,CJ_Corp,Conglomerate,2023,Q2,0.1377941856033683,-0.02287837532444903,-0.003633852539001392,0.0001804902428939048,-0.005832896904294893,0.857424106651499,-0.3908602830322851,001040
5,LG_International,Conglomerate,2023,Q2,-0.2504801314391728,-0.20054618214494768,-0.014214181004842397,-0.0020431073840312397,-0.020160058961229188,1.2518149656218385,0.18677654695353818,001120
5,Orion_Corp,Agriculture_&_Food,2023,Q2,0.00934104979631964,-0.01923993166240967,0.0014327660363950834,-0.004950204766872357,0.03585836004098364,0.9255040037130009,-0.18571380198672288,001800
5,LG_Corp,Conglomerate,2023,Q2,-0.05531754680012071,0.024052298330729416,-0.0010728530660484292,0.0019485368917218082,-0.0056490172669823036,0.9164951083740526,0.01967321713834394,003550
5,Namyang_Dairy_Products,Agriculture_&_Food,2023,Q2,0.061055420169087105,-0.05106960747199696,-0.0013933423704677317,0.03275603919347714,0.008140505369485407,0.568127727404176,-0.09321939934588515,003920
5,Hansol_Holdings,Conglomerate,2023,Q2,-0.11488583724272809,0.12409790621485373,-0.005355343222728015,0.0021159381468207616,-0.007001365636252199,0.6979239277423737,-0.08808827076842242,004150
5,Nongshim,Agriculture_&_Food,2023,Q2,-0.037829088617352014,-0.018927798509446925,-0.013904430138212742,0.005658927937548741,-0.014291257321718653,0.3136362681243684,0.02275429031383186,004370
5,Binggrae,Agriculture_&_Food,2023,Q2,-0.04085501236264631,-0.11691353104137381,-0.04681095773134203,0.007365118119692204,-2.418457892941483,-1.5080797111002502,0.08914278320998921,005180
5,Hyundai_Green_Food,Agriculture_&_Food,2023,Q2,-0.02690207630299231,0.03059143744037507,-0.0011831980721119795,-0.0026056961223366315,0.001064364442186827,1.2756553508026873,0.0,005440
5,SPC_Samlip,Agriculture_&_Food,2023,Q2,-0.14427166564816435,0.19224812082845932,-0.03683904975743979,0.002071244947012496,-0.0387372767239087,-0.569752328624753,-0.047168361184918364,005610
5,Crown_Confectionery,Agriculture_&_Food,2023,Q2,-0.14791188825703167,0.0035425242510829236,0.001853291216608377,0.0004719317787847954,0.0029528696175397107,1.039195864494704,-0.08446177544757494,005740
5,LS_Corp,Conglomerate,2023,Q2,0.04587000252989826,0.28207135635252356,-0.021835155974399,-0.02609542894488981,-0.023544342165380705,-0.0,0.10833518155565101,006260
5,Ottogi,Agriculture_&_Food,2023,Q2,-0.16221524475344662,-0.11772234820860428,-0.017595895463832445,0.0019741643912063456,-0.018369428902298646,0.0893001291371478,-0.1616930765160853,007310
5,Muhak,Agriculture_&_Food,2023,Q2,-0.006501746648899673,-0.2977732532513855,-0.019898638531526736,0.20176644757169548,-0.020346440727549098,0.2980763785287299,0.012459265319183357,033920
5,SK_Holdings,Conglomerate,2023,Q2,-0.1843343750820705,-0.05627584668505747,0.01190963330466932,0.003796764500169303,0.022514107316650045,0.9019787584047471,-0.18516967811768692,034730
5,Farmsco,Agriculture_&_Food,2023,Q2,-0.15113332504060348,-0.4076422921565046,-0.04476004133943445,-0.0011917283511073684,-0.06943971443289265,-0.15118798418013446,0.11638582656281778,036580
5,Dongwon_F&B,Agriculture_&_Food,2023,Q2,-0.08361434549594918,0.27793277654116333,-0.007730013864785112,0.003686687120267096,-0.18208505626675064,0.5882877522164348,-0.172462648905376,049770
5,Halla_Holdings,Conglomerate,2023,Q2,-0.08156755961550738,0.12813221422432897,-0.008408445428072842,-0.0005852653791766915,-0.006424383069265627,-0.055549713514963406,0.1289010890780803,060980
5,GS_Holdings,Conglomerate,2023,Q2,-0.180227344848172,0.17053360861790445,-0.001486052799850146,-0.0015688192779026444,-0.00211185607779818,0.9734849514151855,-0.15179964650070407,078930
5,Samyang_Foods,Agriculture_&_Food,2023,Q2,-0.055412287700093925,0.007352927422809241,-0.003149009523449431,0.008056338477998803,-0.052751456254220175,-1.8121504829689883,0.0014443164600173447,145990
