,name,year,quarter,sector,Relative Return,금리 변화율,주택가격 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,환율 변화율,Label,Code
15,경방,2021,Q1,경기소비재,0.06024886078885398,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.0030792581925372384,000050
15,한국타이어월드와이드,2021,Q1,경기소비재,0.029795879984576185,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.028322307323184102,000240
15,기아차,2021,Q1,경기소비재,-0.02172985512528124,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.038044196543319767,000270
15,SK네트웍스,2021,Q1,경기소비재,0.006087080601119413,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.019324883941028437,001740
15,넥센타이어,2021,Q1,경기소비재,0.10160645744803581,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.03343430643342965,002350
15,일신방직,2021,Q1,경기소비재,0.21508992819343847,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.06433527882002657,003200
15,쌍용차,2021,Q1,경기소비재,0.0,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.0,003620
15,한솔홀딩스,2021,Q1,경기소비재,0.190398597857055,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.059824351297405196,004150
15,신세계,2021,Q1,경기소비재,0.06027357149324826,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.11018781338223854,004170
15,세방전지,2021,Q1,경기소비재,0.00816851512669947,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.046614430657032135,004490
15,조광피혁,2021,Q1,경기소비재,-0.09600348042940367,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.012184241380085909,004700
15,현대차,2021,Q1,경기소비재,-0.032169108822205854,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.050649437408934884,005380
15,에스엘,2021,Q1,경기소비재,0.08687638195224459,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.11887464886253613,005850
15,동아타이어,2021,Q1,경기소비재,0.15920995838127228,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.2006009092675928,007340
15,서연,2021,Q1,경기소비재,0.7055306476695572,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.32346324762541473,007860
15,호텔신라,2021,Q1,경기소비재,0.06189878842160485,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.02032902894363963,008770
15,한샘,2021,Q1,경기소비재,0.003610663544385131,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.09419441425014125,009240
15,모토닉,2021,Q1,경기소비재,-0.050956530341021995,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.1486926776935545,009680
15,화신,2021,Q1,경기소비재,0.04587495535978926,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.6293903503894737,010690
15,현대위아,2021,Q1,경기소비재,-0.026295454976553584,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.12376183256583384,011210
15,현대모비스,2021,Q1,경기소비재,-0.10530640113816121,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.020166926865645377,012330
15,에스원,2021,Q1,경기소비재,-0.06664685107579475,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.03653389520510854,012750
15,한온시스템,2021,Q1,경기소비재,-0.07809477567376012,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.010919315251771804,018880
15,대교,2021,Q1,경기소비재,0.08078330512026359,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.017361656575117932,019680
15,한섬,2021,Q1,경기소비재,0.2635090238796089,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.16460278005225498,020000
15,코웨이,2021,Q1,경기소비재,0.1860718889346368,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.029251262450612513,021240
15,롯데쇼핑,2021,Q1,경기소비재,-0.10704298935123396,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.05314554609796073,023530
15,삼성물산,2021,Q1,경기소비재,0.14734185513496112,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.03225761019087131,028260
15,세종공업,2021,Q1,경기소비재,-0.08585542370093546,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.2277738509468872,033530
15,강원랜드,2021,Q1,경기소비재,-0.04015675051760344,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.03890994956424519,035250
15,한라홀딩스,2021,Q1,경기소비재,0.09049993920195319,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.03332391682304004,060980
15,S&T모티브,2021,Q1,경기소비재,-0.10500328498911604,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.025336291025778664,064960
15,현대백화점,2021,Q1,경기소비재,0.023507845474213328,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.11439470025085452,069960
15,금호타이어,2021,Q1,경기소비재,0.3799190529628699,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.1488710048484718,073240
15,현대리바트,2021,Q1,경기소비재,0.09741284745558716,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,-0.013242221398411531,079430
15,베이직하우스,2021,Q1,경기소비재,0.15848346641436978,0.17195325542571194,0.026553173691747034,0.3732219462632649,0.016000000000000014,2.0127382750040668,-0.003980375432345529,0.3753918736187196,084870
