,name,year,quarter,sector,Relative Return,자본금 변화율,Label,Code
1,경방,2024,Q3,경기소비재,0.09305574478690715,0.0,-0.02886037179999912,000050
1,한국타이어월드와이드,2024,Q3,경기소비재,0.19368652376094134,0.0,-0.13537504162504166,000240
1,기아차,2024,Q3,경기소비재,-0.008185102997293248,0.0,-0.005379445881629259,000270
1,SK네트웍스,2024,Q3,경기소비재,0.055118807849970204,0.0,-0.05057901117683728,001740
1,넥센타이어,2024,Q3,경기소비재,-0.06307670554421868,0.0,-0.21383601154942622,002350
1,일신방직,2024,Q3,경기소비재,0.056100288000886185,0.0,-0.02957977339316082,003200
1,쌍용차,2024,Q3,경기소비재,-0.23598202204396315,0.005895984874397131,-0.11995984845319449,003620
1,한솔홀딩스,2024,Q3,경기소비재,-0.0762286171940744,0.0,0.0828045774979737,004150
1,신세계,2024,Q3,경기소비재,0.003861300342462695,0.0,0.18734324911253988,004170
1,세방전지,2024,Q3,경기소비재,-0.11703516430400196,0.0,-0.02044426598661364,004490
1,조광피혁,2024,Q3,경기소비재,0.06160287972221213,0.0,-0.07762921018078198,004700
1,현대차,2024,Q3,경기소비재,-0.06868763606849002,0.0,-0.0701431984474378,005380
1,에스엘,2024,Q3,경기소비재,-0.023345401344898015,0.0,0.07412282484956902,005850
1,동아타이어,2024,Q3,경기소비재,0.09217306444204192,0.2120259095327648,0.1161470045398617,007340
1,서연,2024,Q3,경기소비재,-0.04746867680692318,0.0,0.1037624875124875,007860
1,호텔신라,2024,Q3,경기소비재,-0.099504764767233,0.0,0.009926640523655487,008770
1,한샘,2024,Q3,경기소비재,0.06277177162323685,0.0,-0.17539011507641633,009240
1,모토닉,2024,Q3,경기소비재,0.0906795979979163,0.0,0.04414574677383867,009680
1,화신,2024,Q3,경기소비재,-0.10983501151561387,0.0,-0.053081247111097914,010690
1,현대위아,2024,Q3,경기소비재,-0.09028552505436271,0.0,0.07108891108891101,011210
1,현대모비스,2024,Q3,경기소비재,0.2776062035025035,0.0,-0.043935598715010564,012330
1,에스원,2024,Q3,경기소비재,0.23712742937472076,0.0,-0.1167943430976606,012750
1,한온시스템,2024,Q3,경기소비재,0.14113686012277532,0.0,-0.12462352004431215,018880
1,대교,2024,Q3,경기소비재,0.16670113485782911,0.0,-0.10808617431133993,019680
1,한섬,2024,Q3,경기소비재,-0.004229882866215964,0.0,0.016772999727545118,020000
1,코웨이,2024,Q3,경기소비재,0.1465639415082186,0.0,0.2686558315501533,021240
1,롯데쇼핑,2024,Q3,경기소비재,0.12026107694947899,0.0,0.045055523946252354,023530
1,삼성물산,2024,Q3,경기소비재,-0.06073764945061921,0.0,-0.02266166037352475,028260
1,세종공업,2024,Q3,경기소비재,-0.07130404357288123,0.0,0.057315565790142006,033530
1,강원랜드,2024,Q3,경기소비재,0.2717518773835922,0.0,-0.07805151937614627,035250
1,한라홀딩스,2024,Q3,경기소비재,0.16728405528919024,0.0,-0.00584732296688821,060980
1,S&T모티브,2024,Q3,경기소비재,0.09722585648681602,0.0,0.10328124878505247,064960
1,현대백화점,2024,Q3,경기소비재,0.023982151713314068,0.0,0.35690733788884144,069960
1,금호타이어,2024,Q3,경기소비재,0.013939278525700122,0.0,0.07787422940256249,073240
1,현대리바트,2024,Q3,경기소비재,-0.03800043498837377,0.0,-0.13616586356722193,079430
1,베이직하우스,2024,Q3,경기소비재,0.06665418021645504,0.0,-0.19837008481963964,084870
1,LF,2024,Q3,경기소비재,0.12498653065568868,0.0,0.009859353609353583,093050
1,한세실업,2024,Q3,경기소비재,-0.16171276521896735,0.0,-0.20225109044857406,105630
1,영원무역,2024,Q3,경기소비재,0.13933621660866335,0.0,0.23651760675872352,111770
1,GKL,2024,Q3,경기소비재,0.07185279275738685,0.0,-0.07671251493228463,114090
1,한국타이어,2024,Q3,경기소비재,-0.016356297716044466,0.0,0.028536585491537328,161390
