,name,sector,year,quarter,유동부채변화율,비유동자산변화율,비유동부채변화율,매출액변화율,영업이익변화율,유동자산변화율,Label,Code
8,Kia,Transportation,2022,Q3,0.04488808084877072,-0.04554982587886869,-0.03604738858779166,-0.0700643467933959,0.4272690763634466,0.08149638554298655,-0.0030947326960798077,000270
8,Hyundai_Motor,Transportation,2022,Q3,0.00046550193537842066,-0.02928289554470931,-0.05778214310649554,-0.011277616434721915,0.23953802670032798,0.023359610389471652,0.05343349105854811,005380
8,Korea_Shipbuilding_&_Offshore_Engineering,Transportation,2022,Q3,-0.01696335638887536,0.00526644232100415,0.1887018035176905,-0.1027747628925233,0.12733628506458783,-0.01780091616721302,-0.14921893315478615,009540
8,Hyundai_Mobis,Transportation,2022,Q3,-0.00767249393125069,-0.04334281018617303,0.042581793991189665,-0.027055814244345555,-0.09677400368449862,0.00034042911444742696,0.02652625488038484,012330
8,Hyundai_Glovis,Transportation,2022,Q3,-0.07298158483768247,-0.011807206184249353,-0.0806797133817565,0.0006720373036068761,-0.06017734067980829,-0.09395021727011699,-0.01118440407167652,086280
8,POSCO_Holdings,Metal,2022,Q3,0.6381039937857803,0.00041973414079921056,0.02711819659881498,0.04203146188161533,0.8445186655893366,0.14846740424682037,-0.019231519191265395,005490
8,Korea_Zinc,Metal,2022,Q3,-0.32829668074634655,-0.11057692153864362,-0.028502310818652843,0.0016374679993841346,0.4069077194694597,-0.1192470159142276,0.3002439955069065,010130
8,Hanon_Systems,Machines,2022,Q3,-0.2716092801495831,-0.0054643162185175065,0.05721079878144497,0.10167508212167886,2.17265817474481,-0.048289728988024416,-0.09931386607752377,018880
8,S_Oil,Chemistry,2022,Q3,-0.15766006816974665,-0.0019895780185310574,0.14933123361755474,0.025985614608989294,0.7030724773744221,-0.050736691841062775,-0.1287743971360363,010950
8,Lotte_Chemical,Chemistry,2022,Q3,-0.20542379139391942,-0.055304467098004295,-0.12598602478241916,0.005686633473179548,-14.398458730538351,-0.05260748769967161,-0.12997485533004252,011170
8,LG_Household_&_Health_Care,Chemistry,2022,Q3,0.07377028087003745,0.0021273808256374593,0.01370505722209825,0.02780523801234991,0.13497987258462707,-0.03760171889687891,0.011864053366115762,051900
8,LG_Chem,Chemistry,2022,Q3,0.17019207485699428,-0.032787339513301816,-0.09322661880747618,0.05312916024608849,0.5526051854749796,0.03872974000138585,0.11974139034741992,051910
8,Amorepacific,Chemistry,2022,Q3,0.15610305290011905,0.03249656485965191,-0.0065140560630627675,0.10228098411764153,0.21560684213164527,-0.09509185751394078,-0.14335290033551698,090430
8,SK_Innovation,Chemistry,2022,Q3,-1.6358636713629378,-0.0020299766386744356,0.3447604783830842,0.062078158775010994,-0.0042346576761105315,-0.09450543427180902,-0.1696684221696071,096770
8,Samsung_C&T,Distribution,2022,Q3,0.0482902346812204,0.04605667774957167,-0.018060623894256445,0.006037265121527247,-0.33064582170188994,-0.05951975583587488,-0.08434088022022199,028260
