,name,year,quarter,sector,Relative Return,금리 변화율,이익잉여금 변화율,국제유가 변화율,자본총계 변화율,유동자산 변화율,유동부채 변화율,Label,Code
10,현대중공업,2022,Q2,중공업,0.07759604924450823,0.2746673361787626,0.003485127552436129,0.13207484462760455,0.0038219418497640323,0.10473231253885706,0.035471423242526834,-0.14347793980641796,009540
10,삼성중공업,2022,Q2,중공업,0.11188207328538041,0.2746673361787626,0.17445928182318782,0.13207484462760455,-0.0077304895248082595,0.20631688100237722,0.09573859996358469,-0.05422997846543336,010140
10,현대미포조선,2022,Q2,중공업,0.3573825938863026,0.2746673361787626,0.02820541539176924,0.13207484462760455,0.020796047711511,0.09057818166290188,0.09069027522789663,-0.10481405305550945,010620
10,한화테크윈,2022,Q2,중공업,0.3713514566696945,0.2746673361787626,0.06621665999272364,0.13207484462760455,0.047315024214988455,-0.004518250484324082,0.07612908375004457,0.09479855594504098,012450
10,현대엘리베이,2022,Q2,중공업,-0.09024746790815313,0.2746673361787626,0.34231434128123617,0.13207484462760455,0.08885154486447511,0.10245514699096936,0.034286159027768326,-0.048603483585653154,017800
10,두산중공업,2022,Q2,중공업,0.1690025133431057,0.2746673361787626,-1.53713729927401,0.13207484462760455,-0.01319349370690226,0.07866538528853351,-0.012224365497921608,-0.19470291182482363,034020
10,대우조선해양,2022,Q2,중공업,-0.05127262922484243,0.2746673361787626,0.11772429960604502,0.13207484462760455,-0.11093635988990547,0.16413913066589525,0.14061302206234383,-0.07081976626988813,042660
10,두산인프라코어,2022,Q2,중공업,-0.017884296459892278,0.2746673361787626,0.07899948041558336,0.13207484462760455,0.03953834907863141,0.13171044511862506,0.012087985748703067,0.2495622858930595,042670
10,현대로템,2022,Q2,중공업,0.4349775264621344,0.2746673361787626,-0.45464893974417486,0.13207484462760455,0.021637323332041047,0.05882584184950046,0.11607116006058038,0.017288038401420725,064350
10,두산엔진,2022,Q2,중공업,0.18668551948422235,0.2746673361787626,0.2751461330921112,0.13207484462760455,-0.19193126280627826,0.09509089674791182,0.1551208457361435,-0.20399184590106903,082740
10,한진중공업,2022,Q2,중공업,-0.06468503145376733,0.2746673361787626,0.010572664651152586,0.13207484462760455,-0.03450619666874288,-0.03140206950923774,-0.0452760571689057,-0.3969376921998557,097230
