,name,year,quarter,sector,Relative Return,이익잉여금 변화율,부채총계 변화율,법인세차감전 순이익 변화율,수출액 변화율,실업률 변화율,국제유가 변화율,Label,Code
6,현대중공업,2023,Q2,중공업,0.33762832626216044,-0.0007401333133137955,-0.1451854230173376,-0.698792250579031,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.14798587932518886,009540
6,삼성중공업,2023,Q2,중공업,0.6250824887860814,-0.029130411098606146,0.030814655950768044,-0.1598991986170174,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.1751641931331243,010140
6,현대미포조선,2023,Q2,중공업,0.30588950679142124,-0.024875376722385156,0.05854206421172581,11.382400040886557,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.20173531899048228,010620
6,한화테크윈,2023,Q2,중공업,0.022853351384607694,0.09271183114872383,0.5745262034619547,-0.5117361620045625,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,0.14499271349019355,012450
6,현대엘리베이,2023,Q2,중공업,0.04326490767553322,-0.03799246481087171,-0.00020666433216065538,-0.8798856263431337,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,0.10904720232753652,017800
6,두산중공업,2023,Q2,중공업,0.06083898291324592,0.5413711861708519,0.0850528867150151,2.1649499080026824,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.13384837615606848,034020
6,대우조선해양,2023,Q2,중공업,0.8065046292814526,0.1542592129886593,-0.03221583751979451,1.0707138380138366,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.4006493987832226,042660
6,두산인프라코어,2023,Q2,중공업,0.06160493444929492,0.09200329921061368,-0.06401869659873549,-0.5557048958981333,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.29101872460617517,042670
6,현대로템,2023,Q2,중공업,-0.13005328912382225,0.3420134753294246,0.10524286125266435,2.142000034377914,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.12349491727482162,064350
6,두산엔진,2023,Q2,중공업,0.3890620103454509,-0.0032511022757261143,0.04640428258941198,-0.9096872622517727,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.24622421192818306,082740
6,한진중공업,2023,Q2,중공업,0.04927596136254106,0.05606344072419822,0.013667674653836004,2.183563012615013,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,-0.06081120600176866,097230
