,name,year,quarter,sector,Relative Return,이익잉여금 변화율,유동자산 변화율,자본총계 변화율,금리 변화율,수출액 변화율,Label,Code
26,현대중공업,2018,Q2,중공업,-0.06897636726711195,-0.0015637114655496775,-0.08825750261856447,-0.007245351529554633,-0.0044422507403751865,0.0226310282981268,0.3062073080562547,009540
26,삼성중공업,2018,Q2,중공업,-0.10914166669867553,-0.04860327248292928,0.02758346497128006,0.21693572760920188,-0.0044422507403751865,0.0226310282981268,0.23118891217693166,010140
26,현대미포조선,2018,Q2,중공업,0.012971564211736245,-0.017592674793955765,0.013513018774196528,-0.01452248025077818,-0.0044422507403751865,0.0226310282981268,0.1233516403864606,010620
26,한화테크윈,2018,Q2,중공업,-0.13077544158432783,-0.02136771327563869,-0.11753223841237814,-0.01762181824399578,-0.0044422507403751865,0.0226310282981268,0.534406571535166,012450
26,현대엘리베이,2018,Q2,중공업,-0.07311258266872628,0.02592191636520158,0.04025625149791212,0.03574413564776657,-0.0044422507403751865,0.0226310282981268,-0.07025630912854537,017800
26,두산중공업,2018,Q2,중공업,-0.21265475363294267,0.05854605764641008,0.04912893312431965,0.0677409447682511,-0.0044422507403751865,0.0226310282981268,-0.1643069765132048,034020
26,대우조선해양,2018,Q2,중공업,0.028504566847158054,-2.414741256481969,0.0521396562738794,0.10462989243797582,-0.0044422507403751865,0.0226310282981268,0.39167701399665333,042660
26,두산인프라코어,2018,Q2,중공업,-0.05946382075277562,0.08057570207804443,-0.024600082404451218,0.003034004996686601,-0.0044422507403751865,0.0226310282981268,-0.07730299905924186,042670
26,현대로템,2018,Q2,중공업,-0.21379893321860194,0.03849028877999183,-0.02604820914501993,0.014039042109528221,-0.0044422507403751865,0.0226310282981268,-0.11820362023949994,064350
26,두산엔진,2018,Q2,중공업,-0.2146729236316297,-0.8615104641719781,-0.43851432605483287,-0.5106592342414357,-0.0044422507403751865,0.0226310282981268,0.3435941696690654,082740
26,한진중공업,2018,Q2,중공업,-0.13822197433200922,0.04498404663759681,-0.020488669328898923,0.01806869210222395,-0.0044422507403751865,0.0226310282981268,-0.24054000229865058,097230
