,name,year,quarter,sector,Relative Return,이익잉여금 변화율,금리 변화율,실업률 변화율,유동자산 변화율,유동부채 변화율,영업이익 변화율,Label,Code
14,현대중공업,2021,Q2,중공업,-0.19266093166180845,0.001055047851291624,0.11734330484330613,-0.11023622047244086,0.0065114946509690075,0.011297464361015752,-3.5362753811963956,-0.08660154314433355,009540
14,삼성중공업,2021,Q2,중공업,0.0747392888799497,0.6357375708582282,0.11734330484330613,-0.11023622047244086,0.018032891803429596,0.04557438300764849,-0.15203403824878947,0.056452057940304744,010140
14,현대미포조선,2021,Q2,중공업,-0.11281805848560195,-0.08418596311000048,0.11734330484330613,-0.11023622047244086,0.04985523452986529,0.2544663679173813,-17.709788085449432,0.03603568655474404,010620
14,한화테크윈,2021,Q2,중공업,0.19907837896605596,-0.008862079334410411,0.11734330484330613,-0.11023622047244086,-0.14940098241049204,-0.1030095593305822,-1.0565479784483247,-0.13958243873285217,012450
14,현대엘리베이,2021,Q2,중공업,0.03388645071062363,0.020271091717910528,0.11734330484330613,-0.11023622047244086,-0.05593215731215917,0.12866807192586305,0.26814009564178654,-0.018128181304509196,017800
14,두산중공업,2021,Q2,중공업,0.7244685390492225,0.34376332729869596,0.11734330484330613,-0.11023622047244086,0.16945482565774794,-0.01885443614936344,0.22087258431099532,0.2675322971535299,034020
14,대우조선해양,2021,Q2,중공업,-0.15944310887287957,-2.7873796573004848,0.11734330484330613,-0.11023622047244086,-0.002442879313473534,0.16518219012395718,3.8512557648109143,-0.08847418608507654,042660
14,두산인프라코어,2021,Q2,중공업,0.4699380857375547,0.48196088230574907,0.11734330484330613,-0.11023622047244086,1.0342077979630244,0.8695609196388638,0.4586477419270838,-0.3116409103990613,042670
14,현대로템,2021,Q2,중공업,0.22285094385006707,-0.0775049706911135,0.11734330484330613,-0.11023622047244086,-0.07689549207219137,-0.1673950184411357,3.5554634617480616,-0.07015496451288097,064350
14,두산엔진,2021,Q2,중공업,-0.22223448239058458,0.06651730240552522,0.11734330484330613,-0.11023622047244086,0.022321565780458075,-0.15073227721563254,-0.3567022498078932,0.07574179950245123,082740
14,한진중공업,2021,Q2,중공업,-0.012660931661808445,0.017545436611472454,0.11734330484330613,-0.11023622047244086,-0.017842231088281313,-0.022663560028895136,-1.0382140303487726,0.1921028500053314,097230
