,name,year,quarter,sector,Relative Return,금리 변화율,유동자산 변화율,이익잉여금 변화율,자본총계 변화율,Label,Code
13,현대중공업,2021,Q3,중공업,-0.08660154314433355,-0.05306772908366497,0.10207036055779484,0.006068808486112021,0.006712067175380421,0.014377788943521305,009540
13,삼성중공업,2021,Q3,중공업,0.056452057940304744,-0.05306772908366497,-0.010043061943040166,0.032822346693940574,0.044645634875146945,0.09813076558043005,010140
13,현대미포조선,2021,Q3,중공업,0.03603568655474404,-0.05306772908366497,0.0990172815797441,0.026832475613334683,0.020039647106479874,0.19278336169893925,010620
13,한화테크윈,2021,Q3,중공업,-0.13958243873285217,-0.05306772908366497,0.006850567188391388,0.031639964087302186,0.022012632179458036,0.3251562160011686,012450
13,현대엘리베이,2021,Q3,중공업,-0.018128181304509196,-0.05306772908366497,-0.10095021070873855,0.08236669432133881,0.01791657663870616,-0.12345843558989766,017800
13,두산중공업,2021,Q3,중공업,0.2675322971535299,-0.05306772908366497,-0.07540033132428303,-0.18720447695973141,0.31260098143202386,-0.0499100355135033,034020
13,대우조선해양,2021,Q3,중공업,-0.08847418608507654,-0.05306772908366497,0.07181836232921013,0.0737747144747467,-0.018549690344634162,0.07025224122731291,042660
13,두산인프라코어,2021,Q3,중공업,-0.3116409103990613,-0.05306772908366497,-0.6112471636222261,0.061792559057201046,-0.32440329951853575,-0.06718842603163429,042670
13,현대로템,2021,Q3,중공업,-0.07015496451288097,-0.05306772908366497,0.049658133509207,-0.028735023670310778,0.0028752819385573503,-0.00797121099134522,064350
13,두산엔진,2021,Q3,중공업,0.07574179950245123,-0.05306772908366497,0.11427825643057554,0.3872564697127874,-0.06493895722131171,0.19756654369731502,082740
13,한진중공업,2021,Q3,중공업,0.1921028500053314,-0.05306772908366497,-0.08854843994026285,-0.0032590860018777423,0.016846355932863988,-0.06747440851467687,097230
