,name,year,quarter,sector,Relative Return,이익잉여금 변화율,금리 변화율,실업률 변화율,유동자산 변화율,유동부채 변화율,영업이익 변화율,Label,Code
18,현대중공업,2020,Q2,중공업,-0.10709398719600921,-0.3057343241385466,-0.0835291604358025,0.15887850467289732,0.028228899295654974,-0.013024859848078219,1.280042496505862,-0.02128753115102193,009540
18,삼성중공업,2020,Q2,중공업,0.0987135016172298,-0.6470361842916243,-0.0835291604358025,0.15887850467289732,-0.0657531982653049,0.0356516625550205,20.767417921177135,0.028380242935356813,010140
18,현대미포조선,2020,Q2,중공업,-0.14364720519614668,0.0009843260384028163,-0.0835291604358025,0.15887850467289732,0.0448305564546807,0.07165122110198707,-0.7209131129266959,0.07451849768252986,010620
18,한화테크윈,2020,Q2,중공업,-0.10701780883894815,-0.005846962450656634,-0.0835291604358025,0.15887850467289732,0.01835605252259409,0.05019351817379736,-0.5789183196387494,-0.027574805391050713,012450
18,현대엘리베이,2020,Q2,중공업,-0.14953590791974805,-0.35160076659918926,-0.0835291604358025,0.15887850467289732,0.12905514546062058,-0.009221969911087924,0.39420722977873,-0.16732270547993275,017800
18,두산중공업,2020,Q2,중공업,1.050722938543159,1.2987501888258857,-0.0835291604358025,0.15887850467289732,-0.012004306007778132,0.039725622540523364,0.21123524033787966,0.9388588345627138,034020
18,대우조선해양,2020,Q2,중공업,0.25360713821090547,0.07511358181548511,-0.0835291604358025,0.15887850467289732,0.0020849167302454674,0.13079719522247268,-0.7639753640540137,-0.06754226700456907,042660
18,두산인프라코어,2020,Q2,중공업,0.4149491841642626,-0.05932489597852475,-0.0835291604358025,0.15887850467289732,-0.13104587977060933,-0.016494116654826474,-0.6347774074573145,0.06387813093678918,042670
18,현대로템,2020,Q2,중공업,-0.31952685895543376,-0.27590085581414725,-0.0835291604358025,0.15887850467289732,0.044443715028095854,-0.015441863260356015,1.3213243079006198,-0.04186255361283684,064350
18,두산엔진,2020,Q2,중공업,0.309357831015229,-0.023062075990689546,-0.0835291604358025,0.15887850467289732,-0.09318246875383274,-0.07455296389013921,-0.32453939264963594,0.012254957262128746,082740
18,한진중공업,2020,Q2,중공업,-0.11506967194471782,-0.052334047241468284,-0.0835291604358025,0.15887850467289732,-0.06004250666470101,-0.03718535633264408,-0.9954101447569731,0.13905362023490558,097230
