,name,year,quarter,sector,Relative Return,유동자산 변화율,자본총계 변화율,금리 변화율,국제유가 변화율,Label,Code
23,현대중공업,2019,Q1,중공업,-0.05632310860481532,-0.0009066693007823146,0.0005702560313733951,-0.09282764948769218,-0.06709658363690052,-0.08038091853753876,009540
23,삼성중공업,2019,Q1,중공업,-0.025787363996223035,0.02926807455099234,-0.019522377791068024,-0.09282764948769218,-0.06709658363690052,-0.07945480995857554,010140
23,현대미포조선,2019,Q1,중공업,-0.12370889540684578,-0.031207396414028254,-0.006096987241494989,-0.09282764948769218,-0.06709658363690052,-0.1770952594729852,010620
23,한화테크윈,2019,Q1,중공업,-0.07354064154583259,0.026579673010167948,0.005651143818883098,-0.09282764948769218,-0.06709658363690052,0.2396145658147603,012450
23,현대엘리베이,2019,Q1,중공업,-0.11206410594897,-0.06928617340309151,0.021721312522893,-0.09282764948769218,-0.06709658363690052,0.029369423095243458,017800
23,두산중공업,2019,Q1,중공업,-0.02336183228518403,0.08870314313378191,0.013090075416815061,-0.09282764948769218,-0.06709658363690052,-0.07437567850815022,034020
23,대우조선해양,2019,Q1,중공업,0.017114649953694938,0.0008953916115463922,0.053637383496142776,-0.09282764948769218,-0.06709658363690052,-0.03447336990339961,042660
23,두산인프라코어,2019,Q1,중공업,-0.01518768773076164,0.31245225987216396,0.03537604911211334,-0.09282764948769218,-0.06709658363690052,-0.06259056893712132,042670
23,현대로템,2019,Q1,중공업,-0.17395876751954403,0.04630950054393823,0.011176668933998046,-0.09282764948769218,-0.06709658363690052,-0.09967339077118745,064350
23,두산엔진,2019,Q1,중공업,-0.20145686432463228,0.16552316758793317,-0.05155031465123083,-0.09282764948769218,-0.06709658363690052,-0.1464807835847722,082740
23,한진중공업,2019,Q1,중공업,0.0,-0.10771735915933423,-1.6400295791241573,-0.09282764948769218,-0.06709658363690052,0.0,097230
