,name,year,quarter,sector,Relative Return,이익잉여금 변화율,비유동자산 변화율,자본총계 변화율,유동자산 변화율,유동부채 변화율,영업이익 변화율,Label,Code
32,현대중공업,2016,Q4,중공업,0.022361074163679454,-0.027361048621087458,0.008748845690609741,-0.0258889123028615,0.014366785626736878,0.12963327880375597,-0.1568910265527801,0.0,009540
32,삼성중공업,2016,Q4,중공업,0.09354039364304538,-0.031140143580390633,-0.010497389250640032,0.2055970750900551,0.08732499179007647,-0.03515981759212572,-1.5360993576262798,-0.020719367251949956,010140
32,현대미포조선,2016,Q4,중공업,0.19791314356502815,-0.10220713854894159,-0.028093994319190352,-0.04829487613201888,0.09976201388101602,0.12785394242645842,-0.3196666559461526,0.026317107804752056,010620
32,한화테크윈,2016,Q4,중공업,-0.20105057256039613,-0.01677121469148468,0.14519350922338825,-0.027371275902229097,-0.049787708835523414,0.0234036987822821,-1.5438344967221047,0.042915958867101346,012450
32,현대엘리베이,2016,Q4,중공업,-0.11792008295116328,3.4730052442963295,0.21590304616595546,0.21286591578013003,-0.036719791655082434,-0.05987112969587971,0.13982344698181137,-0.03047814222934357,017800
32,두산중공업,2016,Q4,중공업,-0.2644080774698696,-0.14302437623355102,0.0017944640589235838,-0.04975664814280489,0.010854946424235568,0.02134121894553176,0.5835876498818984,-0.032246604275862845,034020
32,대우조선해양,2016,Q4,중공업,0.0,0.38500435311906545,0.10373757658884086,-1.1785057994171158,-0.10420043100066967,-0.14706017893114776,10.24701321627597,0.0,042660
32,두산인프라코어,2016,Q4,중공업,-0.02239453974757946,-1.5157397969593922,-0.09107925462968469,-0.13226170213055644,-0.09952342430187955,-0.21668327773706686,-4.844099640971059,-0.05394518758055367,042670
32,현대로템,2016,Q4,중공업,-0.05441568706360886,0.015438962263180978,-0.015435818429218706,0.0059296856076827,0.06871438504293526,0.04889521923612228,16.03404626832956,0.019221061027493984,064350
32,두산엔진,2016,Q4,중공업,-0.24021763779439623,-0.7634485395322239,-0.010740101307263883,-0.00967273890345044,-0.043153443934475955,0.12428816430633693,-0.7536107665439788,0.10010000691024792,082740
32,한진중공업,2016,Q4,중공업,-0.2095849966133588,2.2529688862189468,-0.13946812525043473,-0.19887258250730777,0.18801655333446843,0.17146168600059486,1.6297921037573908,-0.03522811246341301,097230
