,name,year,quarter,sector,Relative Return,이익잉여금 변화율,금리 변화율,실업률 변화율,유동자산 변화율,유동부채 변화율,영업이익 변화율,Label,Code
12,현대중공업,2021,Q4,중공업,0.014377788943521305,0.005689043066832822,0.16812521036687933,0.02083333333333348,0.1650051468692133,0.09650291626354712,-10.747068319545873,0.008843350200946575,009540
12,삼성중공업,2021,Q4,중공업,0.09813076558043005,0.18977874791849114,0.16812521036687933,0.02083333333333348,-0.06937410482708262,-0.06507019746087339,5.464441700404642,-0.0025711368719416004,010140
12,현대미포조선,2021,Q4,중공업,0.19278336169893925,-0.052396831657613996,0.16812521036687933,0.02083333333333348,-0.0351694640501673,0.03860946404406862,-3.001378497993304,0.025992331980153435,010620
12,한화테크윈,2021,Q4,중공업,0.3251562160011686,-0.009297279934632474,0.16812521036687933,0.02083333333333348,-0.04962911930027014,-0.03760418206049221,-0.39772137309784417,0.08882872308456666,012450
12,현대엘리베이,2021,Q4,중공업,-0.12345843558989766,0.27857787667304046,0.16812521036687933,0.02083333333333348,0.08911084289887028,0.18893708352885485,0.1899595839114907,-0.01669566052987178,017800
12,두산중공업,2021,Q4,중공업,-0.0499100355135033,-0.3666234234929642,0.16812521036687933,0.02083333333333348,-0.0396251635921786,0.053322123124864396,-1.682432202004871,-0.09355048485255146,034020
12,대우조선해양,2021,Q4,중공업,0.07025224122731291,0.5279535145491285,0.16812521036687933,0.02083333333333348,0.08741226562346527,0.17744424230933564,38.53765819963684,-0.026934303492610754,042660
12,두산인프라코어,2021,Q4,중공업,-0.06718842603163429,0.7698440666195963,0.16812521036687933,0.02083333333333348,0.0009573430604825628,-0.05940349682522683,-0.3110973380437554,-0.050700168256299215,042670
12,현대로템,2021,Q4,중공업,-0.00797121099134522,-0.3658623865434648,0.16812521036687933,0.02083333333333348,-0.045463363532457834,-0.005757446450601056,3.208004974816058,-0.03253498502405815,064350
12,두산엔진,2021,Q4,중공업,0.19756654369731502,0.2561290852824276,0.16812521036687933,0.02083333333333348,0.02823607620225843,0.07751633295076288,-0.6459510407402309,0.1344756368995814,082740
12,한진중공업,2021,Q4,중공업,-0.06747440851467687,0.06415408651131282,0.16812521036687933,0.02083333333333348,0.04630297336694156,-0.002000191698203868,-12.408378245957865,0.05843379035784438,097230
