code,name,year,quarter,sector,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_자본금 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,P_발행금액 변화율,Relative Return,Label,Code
80,하이트진로,2024,Q4,생활소비재,0.03860635243348942,-0.013372039045719819,-0.00024186388833202788,-0.025371218783751814,0.11566428046318111,0.011039314775196818,0.0,-0.10148607038582436,-0.02078557568408934,-0.07823746143006738,-0.5626336241393641,-1.3240007255324684,-1.3179858478684918,-0.9652858460769285,-0.9720268438291563,-0.9711159830150962,-0.9740326892638935,-0.9755213785403894,-0.9582210241119192,-0.9726326051133035,-0.9693230534760634,-0.9737741609277191,-0.974538369654695,-0.9746136721790649,-0.9746991282886792,-0.9747333279085755,-0.9686606705278137,-0.9686606705278137,-0.9686606705278138,-0.9686606705278138,-0.9686606705278138,-0.9686606705278137,-0.9686606705278138,-0.07592937334036344,-0.07592937334036344,000080
80,하이트진로,2024,Q3,생활소비재,-0.0802309580988374,0.05381225309641047,0.016394639525985966,0.02669055799099107,-0.04871650070662881,0.006101223109356013,0.0,0.20229345615574257,0.035690868729803205,0.03342222307057052,0.027601185722398558,-0.0866808112952705,0.025290722070020477,-0.2377021247854798,-0.011538677997511404,0.0009958598205548341,-0.11983510689291532,-0.0051857654838392,-0.09523809523809512,-0.05674568795778523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06823672954739804,-0.07592937334036344,000080
80,하이트진로,2024,Q2,생활소비재,0.10056065799144709,0.00016175982469013306,0.026296554699050123,0.07640142417074114,-0.10159521656540127,0.0211601212922512,0.0,0.24580088480732942,0.0360659600032629,0.0952911325626229,0.5940087497274638,0.3236607120656536,0.2397106647297469,-0.110334699467731,0.030762850791552276,-0.0022763832415567675,0.02546205269366908,0.05808429975732232,-3.3306690738754696e-16,0.01979840167061564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028627711658482734,0.06823672954739804,000080
80,하이트진로,2024,Q1,생활소비재,-0.03315829481892707,-0.009810786724987808,-0.015996247578761835,-0.05035829598662345,0.10537445508692156,-0.00693734941521662,0.0,-0.21501944174767285,-0.032777774062303755,-0.030612977371867522,0.4212816648268576,4.577404304454936,-6.4163447874668895,-0.11265192787422551,0.006272868624748851,0.013001130867663191,-0.12136131985833976,0.023680694141577696,-0.011764705882352788,-0.008599753155233536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004698098076335337,0.028627711658482734,000080
80,하이트진로,2023,Q4,생활소비재,-0.06809378772243291,0.007094681850946749,-0.013981675448834108,-0.02484482568218238,0.04973006751382236,-0.005138902611482421,0.0,-0.40951448612130625,-0.029954228229900126,-0.018247123687680666,-0.13466584259986247,-0.636310622162622,-1.4443733858485808,0.10965773361610065,0.0065457565880464585,0.004550077278224318,0.00757180156657955,0.05902989272759007,0.0625,-0.03388722209400741,0.009775024537570065,0.0318694960808219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14990381084427554,-0.004698098076335337,000080
80,하이트진로,2023,Q3,생활소비재,0.09270911721918629,-3.427493868513043e-05,0.024336271574538992,-0.006118568027627114,0.1534918485429133,0.03160062933143459,0.0,0.039699472260998014,0.011470825467099433,0.005466180006437282,4.940611665452566,-3.205327338075375,-2.472053341788982,-0.028955398190522508,-0.0021566395604083466,0.007533279773421997,0.11207897793263655,0.001535787938867772,0.03896103896103886,0.106533304958502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06525524190560864,-0.14990381084427554,000080
80,하이트진로,2023,Q2,생활소비재,-0.13641917610401266,0.005814312174138969,-0.035910879928839345,-0.06836137468260162,0.009208579083249901,-0.05112593418988398,0.0,-0.02626055787165582,-0.00773214600764871,0.05317315783530008,-0.8384316553527165,-1.2904599788180706,-1.3777706503521898,-0.3075171004307199,0.031973087460080984,0.005514657406169521,0.0022310602386272915,0.03581912791841346,-0.04938271604938271,-0.03519218134034163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15510437639735503,0.06525524190560864,000080
80,하이트진로,2023,Q1,생활소비재,0.08297628706060656,0.004991940490844948,0.026679968343786165,0.18380846964116815,-0.21186173151290022,0.06500935459728985,0.0,-0.1167912853350569,-0.03747612689528845,-0.009369547541689394,1.4916901443666823,-1.8671516366329755,-1.9147914841313023,-0.11353477832962133,-0.06294645789640896,0.004395562960080701,-0.12061758935426237,-0.06497623491867566,-0.05813953488372092,-0.08337411073888668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024821968334735087,-0.15510437639735503,000080
80,하이트진로,2022,Q4,생활소비재,-0.15929439718065386,-0.01132933907094602,-0.0574638446460386,-0.08490486250395912,-0.11882171472162495,-0.09535946817404928,0.0,0.043660870690116926,0.013606506822322784,-0.06303004997257622,-0.7197917538727413,-1.8706032194121973,-1.8852484103937535,-0.11456608043309557,0.01431559495807777,-0.004520310424048435,0.11445954938682568,-0.08414558489005308,0.023809523809523725,-0.12070563315019511,0.035060009540036186,0.06622639458836965,0.21425404295456763,0.2142857142857144,0.2142857142857144,0.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1655980592687614,-0.024821968334735087,000080
80,하이트진로,2022,Q3,생활소비재,0.08905945013229388,-0.00014981265848801328,0.026055906898115655,0.030210789605388477,0.018170216487112256,0.026469125660202097,0.0,0.0859231743901192,0.025281842998496673,0.029728978613393853,-0.06919448480591361,-0.13208341449804395,-0.13217290485173494,0.09093510066157107,0.06411636151380273,0.003895125891120621,0.0359464250541639,0.02779144307122383,-0.023255813953488302,-0.11299650647329962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08268146388369943,-0.1655980592687614,000080
