,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,자본총계 변화율,자산총계 변화율,영업이익 변화율,유동부채 변화율,Label,Code
11,현대중공업,2022,Q1,중공업,0.008843350200946575,0.2602194672474454,0.003570993793777122,0.0057258509602529095,0.004881531785131399,-0.7133665631824966,-0.058012149329169205,0.07759604924450823,009540
11,삼성중공업,2022,Q1,중공업,-0.0025711368719416004,0.2602194672474454,0.06310909157885902,-0.011907474067928803,0.014342823478558975,-0.6456981773060798,0.030849028503305398,0.11188207328538041,010140
11,현대미포조선,2022,Q1,중공업,0.025992331980153435,0.2602194672474454,-0.017752162025870488,-0.012887148273489246,0.07470064357300021,-0.2196582975607414,0.19209269573968357,0.3573825938863026,010620
11,한화테크윈,2022,Q1,중공업,0.08882872308456666,0.2602194672474454,0.04511742248926098,0.03197752797345399,0.011386361739532669,3.6923078571210954,-0.005864106556350612,0.3713514566696945,012450
11,SK텔레콤,2022,Q1,커뮤니케이션서비스,0.08773444544634806,0.2602194672474454,-0.006657338237303301,-0.007505024461338716,-0.01130331824943398,1.2433740391806873,0.026602711114411814,-0.09228983719541448,017670
11,현대엘리베이,2022,Q1,중공업,-0.01669566052987178,0.2602194672474454,-0.08879133966086128,-0.0246686200572529,0.02545664251508084,-0.581514555637954,0.037744479811437914,-0.09024746790815313,017800
11,제일기획,2022,Q1,커뮤니케이션서비스,0.15199566637072034,0.2602194672474454,-0.09562325610677491,-0.11223097043996388,-0.07246188589211944,-0.09522728146889159,-0.011026302672022426,-0.05083642078624897,030000
11,KT,2022,Q1,커뮤니케이션서비스,0.1586502241113292,0.2602194672474454,-0.006010066981626205,-0.004961379437880997,-0.0019342444746198728,3.6737660360948032,-0.008412735767831081,0.04618542425539806,030200
11,LG유플러스,2022,Q1,커뮤니케이션서비스,0.09758954439189928,0.2602194672474454,0.004434849733387924,0.0024962594536235283,-0.007996706799575759,0.8009662784256253,-0.025398363135358926,-0.040755412685438884,032640
11,두산중공업,2022,Q1,중공업,-0.09355048485255146,0.2602194672474454,-0.08318550368323585,0.2497111043396889,0.006638022824623668,-2.870262225434571,-0.25580776737201794,0.1690025133431057,034020
11,SBS,2022,Q1,커뮤니케이션서비스,0.2580628085436099,0.2602194672474454,0.035586383847089786,0.027564476476722444,-0.013662184534321331,-9.845521416448653,-0.08401846070482011,-0.03902019812959706,034120
11,NAVER,2022,Q1,커뮤니케이션서비스,-0.0954829628050622,0.2602194672474454,0.05644841318402749,0.05756531888251604,0.05341045163553915,-0.11856141062167058,0.10385587403931495,0.004943729452190855,035420
11,엔씨소프트,2022,Q1,커뮤니케이션서비스,-0.017878067465355606,0.2602194672474454,0.019641279561662728,0.03859702238295726,-0.026778292660038838,1.468718007038189,-0.1941413706303634,-0.08467778245050528,036570
11,대우조선해양,2022,Q1,중공업,-0.026934303492610754,0.2602194672474454,0.4628448718533067,-0.23108230725069856,0.013183483761801229,-0.07886429285711394,0.09300985038841358,-0.05127262922484243,042660
11,두산인프라코어,2022,Q1,중공업,-0.050700168256299215,0.2602194672474454,0.8605243961427484,0.04671185087791696,-0.0218473437673804,3.081719935188823,0.11411029232124181,-0.017884296459892278,042670
11,현대로템,2022,Q1,중공업,-0.03253498502405815,0.2602194672474454,-0.3339246174142728,0.02462192567958499,0.01697553799059115,0.1466808149577472,-0.030362733932828623,0.4349775264621344,064350
11,두산엔진,2022,Q1,중공업,0.1344756368995814,0.2602194672474454,0.6379407965515194,-0.21292096838452323,0.010298847438441339,-0.6825391562920223,0.10378332459010764,0.18668551948422235,082740
11,한진중공업,2022,Q1,중공업,0.05843379035784438,0.2602194672474454,0.006815927218161155,-0.023033424495254473,-0.005542946707410734,-1.0270780991646804,-0.016026216082152156,-0.06468503145376733,097230
