Variable,VIF
const,1.3708509721675315
F_유동자산 변화율,3.8655202439971323
F_비유동자산 변화율,2.9260966893984315
F_자산총계 변화율,8.116212998979071
F_유동부채 변화율,3.9987639360902385
F_비유동부채 변화율,3.8862903022459387
F_부채총계 변화율,10.637573154939734
F_이익잉여금 변화율,1.8280019894515223
F_자본총계 변화율,3.099445848812552
F_매출액 변화율,1.349553656120248
F_영업이익 변화율,1.1694340980744424
F_법인세차감전 순이익 변화율,1.4937306875136989
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.6196048659981326
M_환율 변화율,28.01168699578532
M_GDP 변화율,73.17681086755016
M_금리 변화율,2.9558284294856843
M_수출액 변화율,16.02904933381544
M_실업률 변화율,4.780642347994908
M_국제유가 변화율,4.404300102535492
M_주택가격 변화율,56.901961474258094
Relative Return,1.1412464409061327
