,name,sector,year,quarter,Relative Return,영업이익변화율,비유동자산변화율,매출액변화율,비유동부채변화율,부채총계변화율,Label,Code
15,CJ_Logistics,Trading_&_Logistics,2020,Q4,0.030376393366391183,0.11403005432266788,-0.0381810369616038,-0.07260171143246841,0.015104526661696038,0.031996449583224784,-0.3247992394866537,000120
15,Hankook_Tire_Worldwide,Automotive_&_Parts,2020,Q4,0.11199464307042542,0.4872381879844624,0.010609287250466948,0.062876207979784,0.4230611170020845,0.2993986507328661,-0.390329700358393,000240
16,Kia_Corp,Automotive_&_Parts,2020,Q4,0.36348041097783856,-0.03263345536040485,0.023252103151965242,-0.031273834461781114,0.021461160601829343,0.0673038813817034,0.05787488746684816,000270
15,Hyundai_E&C,Construction_&_Real_Estate,2020,Q4,-0.1786277479056826,0.7013415315818894,-0.09368164869425133,-0.0170598181252839,0.049412340484590866,0.0013632066413694632,-0.01708878316741569,000720
15,SK_Networks,Consumer_Services,2020,Q4,-0.09409174832066339,-5.114824797843665,0.10314838103600699,-0.07979592740523911,0.21935353466338703,0.17351774504079176,-0.24573527235050344,001740
15,Nexen_Tire,Automotive_&_Parts,2020,Q4,-0.0911686689765662,0.10923268995716529,-0.024974468888175005,-0.058534188520201536,-0.12833007091129267,-0.04457363302352424,-0.10018425988944424,002350
15,Korean_Air,Automotive_&_Parts,2020,Q4,-0.028045700055831374,-17.304073663020883,-0.0014490969053599922,-0.16771256409831747,0.09604639555008454,0.04841069460968073,0.17825184453055104,003490
15,SsangYong_Motor,Automotive_&_Parts,2020,Q4,0.16874771690191584,-0.5140865819019047,0.044693135532074546,-0.24005463393009574,0.1885359793509075,-0.16339074280037513,-0.5681170940681254,003620
15,SEBANG_Global_Battery,Automotive_&_Parts,2020,Q4,-0.20271874750743488,-0.08280147814449812,-0.16671050630934725,-0.08806096206009673,0.31666398208603785,0.10062794516119278,1.203520680030449,004490
15,Hyundai_Motor,Automotive_&_Parts,2020,Q4,0.7191414129641551,1.1348408556306968,0.00023789931845130674,-0.1491162657272087,-0.05238799686673712,-0.08982878702087049,-0.2080132778149843,005380
15,Dong-A_Tire,Automotive_&_Parts,2020,Q4,-0.19149731371505857,-0.13805653169312238,-0.03285676936116633,-0.08622367969396039,0.3037426147577965,-0.06367416157145578,-0.11752509739654393,007340
15,Seoyon,Automotive_&_Parts,2020,Q4,0.0451939659650509,-4.1786201277629305,-8.350411748869746e-05,-0.1786260881992907,0.2733879995568047,0.38400451623954535,-0.008482265477651185,007860
15,Seohung,Automotive_&_Parts,2020,Q4,-0.040996718487168654,0.5423673943337181,-0.008135376798009908,0.18053135024281997,0.5036028288677725,0.11997107438293941,-0.3481026965929277,008490
15,Hotel_Shilla,Consumer_Services,2020,Q4,-0.028705663816931834,-0.3130509556176688,0.1359810466025071,0.020810649163760297,0.027638245745431944,0.11842786705183928,-0.17000734412505208,008770
15,Motonic,Automotive_&_Parts,2020,Q4,0.4848548103294278,0.05620895684688676,0.03269521788369378,-0.13721968849125266,-0.07829151771750897,0.00798716361575702,-0.2738602723505034,009680
15,Hwashin,Automotive_&_Parts,2020,Q4,0.3633689282576602,-9.50069079127249,0.0028590704665062416,-0.2167997455047157,0.2570515068917669,0.10065871429379825,-0.08591332886722777,010690
15,Hyundai_Merchant_Marine,Transportation,2020,Q4,0.42485340868950916,-1.0416069024061825,0.07256782192336408,-0.15742578858564582,0.06553013710244349,0.013600489960577389,0.6052897053976052,011200
16,Hyundai_Mobis,Automotive_&_Parts,2020,Q4,0.08947795205305936,-0.741067404693946,0.005752585079120465,-0.11179293168582394,-0.05967611015795238,-0.09499137658811829,-0.14390384533525288,012330
15,Hyundai_Development_Company,Construction_&_Real_Estate,2020,Q4,0.1540174953768156,0.178132521511697,0.012033849025760546,-0.12485207233728612,0.06204950070313686,0.01767975923912346,-0.21474077549515752,012630
15,Hanon_Systems,Automotive_&_Parts,2020,Q4,0.2700933296840484,-4.21867371376937,-0.008980744191004364,-0.13817850499032525,0.06555007257404188,-0.02589977948707256,0.03762711144763736,018880
15,Daekyo,Consumer_Services,2020,Q4,-0.17647258549689698,-0.1140312665417702,0.040087079120567526,-0.001032684997607447,0.141636803270331,0.07409603931646747,-0.31834010249912337,019680
15,Hansum,Automotive_&_Parts,2020,Q4,-0.23852155414129672,-0.5913719171042178,-0.07432834282048262,-0.4819991683755276,-0.5955259111202387,-0.16785780097591574,-0.2718515861398628,020000
16,Samsung_C&T,Construction_&_Real_Estate,2020,Q4,-0.1917537745045275,-0.16437595598919885,-0.25798624780866786,-0.036548203693339554,-0.29167808883622737,-0.13330714629284368,0.05709210860187752,028260
15,Kangwon_Land,Consumer_Services,2020,Q4,-0.09767095778222579,-0.16798392553090458,0.08081403785211638,-0.720815755778595,0.3955392927005834,0.13571681529148816,-0.1616225101127412,035250
15,Daewoo_E&C,Construction_&_Real_Estate,2020,Q4,-0.2822698579924797,0.16001077549114517,0.04544302739489714,-0.07388189659185218,0.19345576171647305,0.10441747553143421,0.5327525343520699,047040
15,Daewoo_International,Trading_&_Logistics,2020,Q4,-0.135898471009739,0.09472416475660772,0.06628059536816155,-0.09623001210631577,0.1563842152545546,0.0582033004397563,-0.17941582790605898,047050
15,KEPCO_E&C,Construction_&_Real_Estate,2020,Q4,-0.013571129477099472,0.009537541713684372,-0.011827940379599333,-0.6600171723818069,0.598841928145248,-0.05232987742397399,-0.17537542386565494,052690
15,Kumho_Tire,Automotive_&_Parts,2020,Q4,0.12384608906594688,1.0556199087833429,0.01808600871913324,-0.04811487497256639,-0.016599282053015196,-0.02062801647793311,-0.27915742997324244,073240
15,Hyundai_Glovis,Automotive_&_Parts,2020,Q4,0.3187464371897273,-0.15303799237393734,0.0006531251644754654,-0.4293144034676186,0.03484828705784071,-0.08612813987094214,0.02058725731388633,086280
15,GKL,Consumer_Services,2020,Q4,-0.13551237062363863,-0.7110098495808328,0.005776503993468185,0.5702903250800286,0.1566007489293002,0.12092866397159785,0.08958058786455037,114090
15,Hankook_Tire_&_Technology,Automotive_&_Parts,2020,Q4,0.15944376131062452,1.1015151456330767,-0.0008145896840034972,0.07582332577744977,0.028176697541404505,-0.024333917549100637,-0.03359112121178706,161390
