,name,year,quarter,sector,Relative Return,부채총계 변화율,자본총계 변화율,법인세차감전 순이익 변화율,금리 변화율,Label,Code
7,CJ대한통운,2023,Q1,산업재,0.02659724469511341,0.014046772857416734,0.020896850647706078,0.009869817591542374,-0.12061758935426237,-0.03483625001144944,000120
7,두산,2023,Q1,산업재,-0.1273457788138802,0.018658805086528396,-0.009840280730521789,-0.9730071641519248,-0.12061758935426237,0.09872153547567038,000150
7,LG상사,2023,Q1,산업재,0.02261175024150343,0.21730548126320026,0.03419285859264898,0.16792042063917356,-0.12061758935426237,0.12476092431538251,001120
7,대한항공,2023,Q1,산업재,-0.05304822302080679,0.023123597900225334,0.008757204862000156,-0.2849596817312362,-0.12061758935426237,0.05292998064844704,003490
7,S&T중공업,2023,Q1,산업재,-0.015479490453795208,-0.07708526041897212,0.004168734999857815,0.6046051030867967,-0.12061758935426237,-0.028479162846139758,003570
7,LS,2023,Q1,산업재,0.2642891293053567,0.052557662101671454,-0.0007369961226501021,-0.24049519163978206,-0.12061758935426237,0.2085931753900197,006260
7,LS산전,2023,Q1,산업재,0.11277501706591203,0.07137590639950742,0.009818470529371792,0.7878573864696063,-0.12061758935426237,0.5275378484954165,010120
7,현대상선,2023,Q1,산업재,-0.06938492671878113,0.13015364846027921,0.010942574885394185,-0.7974795061147444,-0.12061758935426237,-0.17092408708233928,011200
7,한국단자,2023,Q1,산업재,0.1496668195291516,-0.055561290428895016,0.024104686964111055,-2.565982541741482,-0.12061758935426237,-0.19408448991482824,025540
7,대우인터내셔널,2023,Q1,산업재,0.20314542316747272,0.3821351798143078,0.49901962080009676,4.849248551486629,-0.12061758935426237,2.2610300352168218,047050
7,한국항공우주,2023,Q1,산업재,0.13746408010837835,-0.03530662759508907,0.005719747707690015,-1.9669578267938195,-0.12061758935426237,-0.06547424053407166,047810
7,한전KPS,2023,Q1,산업재,-0.03036839994891402,0.17380306279231927,-0.027525667764455974,0.4257606904438451,-0.12061758935426237,-0.12695182883572922,051600
7,현대글로비스,2023,Q1,산업재,0.021111420406996893,0.08387851881095143,0.0011586627015176543,-0.4183275210835178,-0.12061758935426237,-0.006006078661032178,086280
