,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,자본총계 변화율,유동부채 변화율,비유동부채 변화율,Label,Code
7,CJ대한통운,2023,Q1,산업재,0.02659724469511341,0.013237711103547545,0.017046537893791847,-0.09172575107490033,0.020896850647706078,-0.13335442577557333,0.18936103094370038,-0.03483625001144944,000120
7,두산,2023,Q1,산업재,-0.1273457788138802,0.0010508054669906564,0.0005597153621810236,-0.06486902893520696,-0.009840280730521789,0.20321459407326414,-0.11851688764380963,0.09872153547567038,000150
7,LG상사,2023,Q1,산업재,0.02261175024150343,0.2674773252651206,0.10551201990921344,0.030138139171620892,0.03419285859264898,-0.06573798704163314,0.6310240056676786,0.12476092431538251,001120
7,대한항공,2023,Q1,산업재,-0.05304822302080679,0.01233273399369783,0.018401150184136794,-0.11392413914758726,0.008757204862000156,0.06678236657225423,-0.010841421553861252,0.05292998064844704,003490
7,S&T중공업,2023,Q1,산업재,-0.015479490453795208,-0.038498044837478984,-0.018669666977895627,-0.33316217580346996,0.004168734999857815,-0.12154865317448749,0.008189327445802697,-0.028479162846139758,003570
7,LS,2023,Q1,산업재,0.2642891293053567,-0.03601680356948456,0.012580052518720963,-0.06489023609654587,-0.0007369961226501021,1.7565708406608525,-0.3459786849269585,0.2085931753900197,006260
7,LS산전,2023,Q1,산업재,0.11277501706591203,0.006958659087648034,0.038750281201061165,0.06684639604322817,0.009818470529371792,0.0990985170102956,-0.00027213051494678897,0.5275378484954165,010120
7,현대상선,2023,Q1,산업재,-0.06938492671878113,0.04489735059529765,0.03446374385132911,-0.41555895621598826,0.010942574885394185,0.279973699605494,0.0324793607723306,-0.17092408708233928,011200
7,한국단자,2023,Q1,산업재,0.1496668195291516,0.038890913233062374,-0.00042681392654408956,-0.04877707169803147,0.024104686964111055,-0.07248753333441882,0.0476959333898741,-0.19408448991482824,025540
7,대우인터내셔널,2023,Q1,산업재,0.20314542316747272,0.7165790799885803,0.42473160662277154,0.08922463754530718,0.49901962080009676,0.28720527485627456,0.5630030507726163,2.2610300352168218,047050
7,한국항공우주,2023,Q1,산업재,0.13746408010837835,-0.002731159730221533,-0.027573276801063917,-0.3432060756422436,0.005719747707690015,-0.04048350667079026,-0.014085367964454698,-0.06547424053407166,047810
7,한전KPS,2023,Q1,산업재,-0.03036839994891402,-0.0486705571560907,0.017090493905895565,-0.11773191254616311,-0.027525667764455974,0.2073541032715691,-0.2026896550244479,-0.12695182883572922,051600
7,현대글로비스,2023,Q1,산업재,0.021111420406996893,-0.0037739091333572894,0.04206579643119124,-0.08586397964995551,0.0011586627015176543,0.14501244799070245,-0.016460131755076213,-0.006006078661032178,086280
