,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,자본총계 변화율,매출액 변화율,금리 변화율,영업이익 변화율,Label,Code
6,CJ대한통운,2023,Q2,산업재,-0.03483625001144944,-0.045930323545896545,0.005514680835832841,0.0032949348494932806,0.061911959852647414,0.0022310602386272915,0.23102451755927245,-0.0018312838947458498,000120
6,두산,2023,Q2,산업재,0.09872153547567038,-0.033624705825406886,-0.015273448403388623,-0.02420064369543251,0.03570915111096529,0.0022310602386272915,0.14976464075590123,-0.2355025124873475,000150
6,LG상사,2023,Q2,산업재,0.12476092431538251,-0.00358924270845129,0.0020431073840312397,0.014214181004842397,-0.1898611060247668,0.0022310602386272915,-1.2518149656218385,-0.14747209053297525,001120
6,대한항공,2023,Q2,산업재,0.05292998064844704,0.005990856506567832,-0.0077360316693352305,0.039418659743064355,0.10622919965979638,0.0022310602386272915,0.12768012442475696,-0.11089987595250758,003490
6,S&T중공업,2023,Q2,산업재,-0.028479162846139758,0.10127936532678361,0.009099695841184419,0.016789354397600986,-0.014374751399509833,0.0022310602386272915,0.05380878055271854,0.4007626565506782,003570
6,LS,2023,Q2,산업재,0.2085931753900197,0.0002215963968574819,0.02609542894488981,0.021835155974399,0.035781964479590034,0.0022310602386272915,0.0,-0.3065947912067449,006260
6,LS산전,2023,Q2,산업재,0.5275378484954165,0.04729039033847271,0.009858535411608305,0.04924469027658085,0.2821484956476987,0.0022310602386272915,0.34096250743591994,-0.3045992747501028,010120
6,현대상선,2023,Q2,산업재,-0.17092408708233928,-0.008876720998752585,0.012631004155657655,0.026927039864198088,0.022741059490137605,0.0022310602386272915,-0.4894026137321259,-0.007463480129581125,011200
6,한국단자,2023,Q2,산업재,-0.19408448991482824,0.019203479766534137,0.014215643012155388,0.023244940974807005,0.06473912710242757,0.0022310602386272915,0.7327694471122368,0.26112799861195235,025540
6,대우인터내셔널,2023,Q2,산업재,2.2610300352168218,-0.011662221600792666,-0.0062735323310757485,0.0537811647510551,0.0832045726322228,0.0022310602386272915,0.5064764862363056,-0.3189297291239039,047050
6,한국항공우주,2023,Q2,산업재,-0.06547424053407166,0.015026017993772678,0.029787493844813495,0.007530740844178707,0.28797601963175756,0.0022310602386272915,-0.5276910354117419,-0.029950585891655654,047810
6,한전KPS,2023,Q2,산업재,-0.12695182883572922,-0.022745780129845294,-0.034732730926904765,0.034567592311376405,0.16712509619052307,0.0022310602386272915,-0.11446513058926733,0.04657287809756606,051600
6,현대글로비스,2023,Q2,산업재,-0.006006078661032178,-0.037950552080936006,0.011898648693324354,0.04147007435597838,0.03446682947957336,0.0022310602386272915,-0.16854742071918627,0.048617823940788854,086280
