,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,유동부채 변화율,Label,Code
15,CJ대한통운,2021,Q1,산업재,-0.0013950976945100314,0.020382950821737467,0.024932484377589992,0.021998544000502385,-0.08765711302727885,-0.023021486438886938,000120
15,두산,2021,Q1,산업재,0.4133159621832869,-0.12165294205743815,-0.025816667109242797,0.021080142930058443,-0.0025713012430566007,0.3998221686124155,000150
15,LG상사,2021,Q1,산업재,0.13019494504908907,0.047606606498153514,0.08478062575353795,0.059497489546852744,0.32130949981165235,-0.16533429368954639,001120
15,대한항공,2021,Q1,산업재,0.002459938505026964,0.002015686314524423,0.05858034436995063,0.9726074086839371,-0.11007478027138273,-0.018333141026916258,003490
15,S&T중공업,2021,Q1,산업재,0.21360493373460077,-0.04351907865216553,0.08160033812423317,0.08154410321206118,0.18193839670313317,0.24394302420486916,003570
15,LS,2021,Q1,산업재,0.09368193975702957,-0.007817621759851234,0.015416817125290416,0.005773018749322345,0.46651146815250155,-0.02215560018290256,006260
15,LS산전,2021,Q1,산업재,-0.07273411347431195,0.04666013116591272,-0.014802060155066132,-0.019908755878273787,-0.016553777477020137,0.1767543787661602,010120
15,현대상선,2021,Q1,산업재,0.9641633652587319,0.08118667634863908,0.17523643316203352,0.2850045410781934,0.32866251658925894,-0.12606770772181125,011200
15,한국단자,2021,Q1,산업재,0.12201228827997054,0.027840113228946084,0.05218394663008308,0.03772193309988858,0.12238538964208301,0.09048444396116133,025540
15,대우인터내셔널,2021,Q1,산업재,0.005251321471199531,-0.007631450897871317,0.14826196664759395,-0.0031473672639956707,0.3856659305925736,0.08005449651156404,047050
15,한국항공우주,2021,Q1,산업재,-0.14587537595368386,-0.008861986233486774,0.026987740505061142,-0.004292249019204997,0.05681940689595577,0.049093454303103835,047810
15,한전KPS,2021,Q1,산업재,0.3543487225247332,0.04024683916957872,0.02880866498477208,-0.00039024405109000515,0.1313441749880513,0.033138388066082713,051600
15,현대글로비스,2021,Q1,산업재,-0.0639181928748738,0.02877248696864121,0.05643695054398323,0.0021038098263621574,0.1342110001422956,0.01401639757709715,086280
