,name,year,quarter,sector,Relative Return,부채총계 변화율,자본총계 변화율,법인세차감전 순이익 변화율,금리 변화율,Label,Code
14,CJ대한통운,2021,Q2,산업재,-0.023021486438886938,-0.0425915168530383,0.01221632949810214,1.2887488361282156,0.11734330484330613,-0.09966356553637193,000120
14,두산,2021,Q2,산업재,0.3998221686124155,0.015500116132637354,0.024791478345567608,-0.19861287301858555,0.11734330484330613,0.41635357612799506,000150
14,LG상사,2021,Q2,산업재,-0.16533429368954639,0.0418508580241439,0.05061199315398701,0.2926811708492134,0.11734330484330613,0.0010167209445187883,001120
14,대한항공,2021,Q2,산업재,-0.018333141026916258,-0.01468026455759408,-0.01119688652411377,-6.303515419453625,0.11734330484330613,0.10236674735393225,003490
14,S&T중공업,2021,Q2,산업재,0.24394302420486916,-0.011559380084275483,0.008134091886522032,-0.9096165185063214,0.11734330484330613,-0.01959866757723626,003570
14,LS,2021,Q2,산업재,-0.02215560018290256,0.4117648760868622,0.02761372322006439,0.9522708864260456,0.11734330484330613,-0.09416699707156917,006260
14,LS산전,2021,Q2,산업재,0.1767543787661602,0.17072096562514005,0.021900913474609318,3.242813376769707,0.11734330484330613,0.005512225440023284,010120
14,현대상선,2021,Q2,산업재,-0.12606770772181125,-0.12501101265811865,1.491504562460642,0.6780999299832129,0.11734330484330613,-0.25051204052485565,011200
14,한국단자,2021,Q2,산업재,0.09048444396116133,0.04398919582975491,0.017487298618101388,-0.6308656482635642,0.11734330484330613,-0.16224005922731322,025540
14,대우인터내셔널,2021,Q2,산업재,0.08005449651156404,0.12253987257053311,0.02555994092841707,0.015845693324252563,0.11734330484330613,-0.08816575610388241,047050
14,한국항공우주,2021,Q2,산업재,0.049093454303103835,0.12843646699053557,0.04443841882252797,1.9508636477783456,0.11734330484330613,-0.030033517160934046,047810
14,한전KPS,2021,Q2,산업재,0.033138388066082713,-0.09435548709825925,0.027020457208441595,-0.30316819510915116,0.11734330484330613,0.17184651693076033,051600
14,현대글로비스,2021,Q2,산업재,0.01401639757709715,-0.042881461484671424,0.04198789763821176,0.5800441637716118,0.11734330484330613,-0.10442638119133932,086280
