,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,자본총계 변화율,영업이익 변화율,Label,Code
25,CJ대한통운,2018,Q3,산업재,0.11571023203286286,0.04031927773610211,0.07200074222122677,-0.005114451968693978,-0.3418961138365897,0.07043111948977278,000120
25,두산,2018,Q3,산업재,0.2813772335036169,0.026432688802418003,0.0062391754067658844,-0.0018587691539526663,-0.2819633680692615,-0.30989866906136915,000150
25,LG상사,2018,Q3,산업재,-0.22248022226883024,0.016852093340178564,0.028415872805860998,-0.008188866955211704,-1.039242608435361,-0.02870096063856419,001120
25,대한항공,2018,Q3,산업재,0.12495020537271037,0.009885510869796166,0.0007791309762670284,0.0805304333471526,3.7658741813694085,0.05916233969037817,003490
25,S&T중공업,2018,Q3,산업재,0.08716642462338153,0.004919569598902607,-0.0077788609803605135,-0.0021343426537644428,0.8881719355913413,0.10331555535117505,003570
25,LS,2018,Q3,산업재,-0.14615924572539346,-0.012428151018654354,0.0006836637938372192,-0.0005982512411460972,-1.3590882178804027,-0.060650721129957924,006260
25,LS산전,2018,Q3,산업재,-0.24531077979904248,0.0007988620823291548,-0.009956163836052245,0.022269156107807442,-0.29270179414019004,-0.020304365285447098,010120
25,현대상선,2018,Q3,산업재,-0.0778137709005156,-0.03349755297932899,-0.012289281334195601,-0.29200767240546377,-0.39581821307154585,-0.11673145047657724,011200
25,한국단자,2018,Q3,산업재,-0.1721078513440587,0.0025111915401219154,-0.010696626495260486,-0.0009730130926989267,-0.053730261646085964,0.6870521827515407,025540
25,대우인터내셔널,2018,Q3,산업재,0.1684108036867166,0.0263503050457361,-0.009676910333021982,0.007796745841547548,-0.4586156162322733,-0.10590625140546793,047050
25,한국항공우주,2018,Q3,산업재,-0.08890511711530323,0.09554147899970289,0.09231915133126978,-0.030346813347603252,-0.9658134230834335,0.0739380664375445,047810
25,한전KPS,2018,Q3,산업재,-0.1550786282296816,0.01682477008801797,0.022001489111314276,0.01207731907751941,-0.7508958964714003,0.219485130318002,051600
25,현대글로비스,2018,Q3,산업재,-0.003821716985839413,0.002776855702800063,-0.006145161243314212,0.03440463390532367,0.07912823589754958,0.045244140944131386,086280
