,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,자본총계 변화율,비유동부채 변화율,영업이익 변화율,법인세차감전 순이익 변화율,Label,Code
24,CJ대한통운,2018,Q4,산업재,0.07043111948977278,-0.0072155166627028144,0.010882751276726443,0.04576171443330579,-0.0028637842507244216,0.8281898675671915,-1.046773081012175,-0.057470813195633685,000120
24,두산,2018,Q4,산업재,-0.30989866906136915,-0.012012215080817845,0.006149277662536257,-0.013176231783023962,-0.005006379117792004,-0.42375896149490544,-0.7059000436048124,0.13127068222442065,000150
24,LG상사,2018,Q4,산업재,-0.02870096063856419,-0.04696675116760329,-0.04268065861495218,-0.011446538188160993,-0.036180133175691354,98.75269630737392,-2.051400418187958,0.181306290981106,001120
24,대한항공,2018,Q4,산업재,0.05916233969037817,0.0030975194373583648,0.010343593010539776,-0.19359411626687817,-0.003207935703665732,-1.002571853636984,-1.527313737386855,0.07134702827584788,003490
24,S&T중공업,2018,Q4,산업재,0.10331555535117505,-0.008342324903499398,0.0009266579989923862,0.022317821933477866,0.8065444378216731,-13.032154603690781,305.6158612601676,0.09586689637157052,003570
24,LS,2018,Q4,산업재,-0.060650721129957924,0.056077289609830494,0.0358843788403953,0.09225264814388678,-0.781527678127932,104.67848309975268,-117.33333333333333,-0.1222036117494694,006260
24,LS산전,2018,Q4,산업재,-0.020304365285447098,0.0317966046698579,0.07517656905912751,0.06808711541882517,-0.013055613116412013,-0.24004357876963667,-0.12364217076230388,-0.01623538930656971,010120
24,현대상선,2018,Q4,산업재,-0.11673145047657724,0.18920001187848068,0.0057894874515465045,1.6922668674988057,-0.05742300802200817,-0.4166831311494843,0.6444823120441687,0.025780716531796696,011200
24,한국단자,2018,Q4,산업재,0.6870521827515407,-0.0324899006472974,0.029007986828605725,0.005688613725303826,-0.11603173782054288,0.6003886916014474,0.5940925411794997,-0.0544419065567798,025540
24,대우인터내셔널,2018,Q4,산업재,-0.10590625140546793,-0.047187696466937545,-0.0168624613829651,-0.023190704456221845,0.07813603967467708,0.21675778002002466,-3.181582114885974,0.004617301078611118,047050
24,한국항공우주,2018,Q4,산업재,0.0739380664375445,-0.09178961666470642,0.004427637110924865,0.04420187278788634,0.037918228038034796,64.87674022585777,-3.0161489661807463,-0.09533826011996684,047810
24,한전KPS,2018,Q4,산업재,0.219485130318002,0.04235192860695669,0.1023155469259458,0.07727039410526926,-0.5471537383795231,4.560922183755156,4.603117111818232,0.015199673169765011,051600
24,현대글로비스,2018,Q4,산업재,0.045244140944131386,0.010628870164153037,-0.01382395283927762,0.02705349048090211,-0.07934066183389687,0.10288765951173717,0.08288871353733751,0.22141385748532166,086280
