,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,자본총계 변화율,매출액 변화율,금리 변화율,영업이익 변화율,Label,Code
24,CJ대한통운,2018,Q4,산업재,0.07043111948977278,-0.0072155166627028144,0.010882751276726443,0.04576171443330579,0.06522854673160206,-0.10693799508331026,0.8281898675671915,-0.057470813195633685,000120
24,두산,2018,Q4,산업재,-0.30989866906136915,-0.012012215080817845,0.006149277662536257,-0.013176231783023962,-0.008263632979087943,-0.10693799508331026,-0.42375896149490544,0.13127068222442065,000150
24,LG상사,2018,Q4,산업재,-0.02870096063856419,-0.04696675116760329,-0.04268065861495218,-0.011446538188160993,-0.003533095573215572,-0.10693799508331026,98.75269630737392,0.181306290981106,001120
24,대한항공,2018,Q4,산업재,0.05916233969037817,0.0030975194373583648,0.010343593010539776,-0.19359411626687817,-0.05973392799131927,-0.10693799508331026,-1.002571853636984,0.07134702827584788,003490
24,S&T중공업,2018,Q4,산업재,0.10331555535117505,-0.008342324903499398,0.0009266579989923862,0.022317821933477866,0.3402903918867124,-0.10693799508331026,-13.032154603690781,0.09586689637157052,003570
24,LS,2018,Q4,산업재,-0.060650721129957924,0.056077289609830494,0.0358843788403953,0.09225264814388678,-0.008194148546735724,-0.10693799508331026,104.67848309975268,-0.1222036117494694,006260
24,LS산전,2018,Q4,산업재,-0.020304365285447098,0.0317966046698579,0.07517656905912751,0.06808711541882517,0.09787239608005671,-0.10693799508331026,-0.24004357876963667,-0.01623538930656971,010120
24,현대상선,2018,Q4,산업재,-0.11673145047657724,0.18920001187848068,0.0057894874515465045,1.6922668674988057,0.009293441011245962,-0.10693799508331026,-0.4166831311494843,0.025780716531796696,011200
24,한국단자,2018,Q4,산업재,0.6870521827515407,-0.0324899006472974,0.029007986828605725,0.005688613725303826,0.14408090492350056,-0.10693799508331026,0.6003886916014474,-0.0544419065567798,025540
24,대우인터내셔널,2018,Q4,산업재,-0.10590625140546793,-0.047187696466937545,-0.0168624613829651,-0.023190704456221845,-0.06406709779330544,-0.10693799508331026,0.21675778002002466,0.004617301078611118,047050
24,한국항공우주,2018,Q4,산업재,0.0739380664375445,-0.09178961666470642,0.004427637110924865,0.04420187278788634,0.9741133353839786,-0.10693799508331026,64.87674022585777,-0.09533826011996684,047810
24,한전KPS,2018,Q4,산업재,0.219485130318002,0.04235192860695669,0.1023155469259458,0.07727039410526926,0.45569821944868716,-0.10693799508331026,4.560922183755156,0.015199673169765011,051600
24,현대글로비스,2018,Q4,산업재,0.045244140944131386,0.010628870164153037,-0.01382395283927762,0.02705349048090211,0.0209623171833464,-0.10693799508331026,0.10288765951173717,0.22141385748532166,086280
