,name,year,quarter,sector,Relative Return,부채총계 변화율,자본총계 변화율,법인세차감전 순이익 변화율,금리 변화율,Label,Code
24,CJ대한통운,2018,Q4,산업재,0.07043111948977278,-0.04572593798043523,0.04576171443330579,-1.046773081012175,-0.10693799508331026,-0.057470813195633685,000120
24,두산,2018,Q4,산업재,-0.30989866906136915,-0.010904704895908779,-0.013176231783023962,-0.7059000436048124,-0.10693799508331026,0.13127068222442065,000150
24,LG상사,2018,Q4,산업재,-0.02870096063856419,-0.07120047115999939,-0.011446538188160993,-2.051400418187958,-0.10693799508331026,0.181306290981106,001120
24,대한항공,2018,Q4,산업재,0.05916233969037817,0.037065985767825715,-0.19359411626687817,-1.527313737386855,-0.10693799508331026,0.07134702827584788,003490
24,S&T중공업,2018,Q4,산업재,0.10331555535117505,-0.08403536632351005,0.022317821933477866,305.6158612601676,-0.10693799508331026,0.09586689637157052,003570
24,LS,2018,Q4,산업재,-0.060650721129957924,-0.16641774009457033,0.09225264814388678,-117.33333333333333,-0.10693799508331026,-0.1222036117494694,006260
24,LS산전,2018,Q4,산업재,-0.020304365285447098,-0.009510714846463375,0.06808711541882517,-0.12364217076230388,-0.10693799508331026,-0.01623538930656971,010120
24,현대상선,2018,Q4,산업재,-0.11673145047657724,-0.01797560476033222,1.6922668674988057,0.6444823120441687,-0.10693799508331026,0.025780716531796696,011200
24,한국단자,2018,Q4,산업재,0.6870521827515407,-0.15791263797209154,0.005688613725303826,0.5940925411794997,-0.10693799508331026,-0.0544419065567798,025540
24,대우인터내셔널,2018,Q4,산업재,-0.10590625140546793,-0.05803038884003031,-0.023190704456221845,-3.181582114885974,-0.10693799508331026,0.004617301078611118,047050
24,한국항공우주,2018,Q4,산업재,0.0739380664375445,-0.13576493922873278,0.04420187278788634,-3.0161489661807463,-0.10693799508331026,-0.09533826011996684,047810
24,한전KPS,2018,Q4,산업재,0.219485130318002,-0.058437522692919575,0.07727039410526926,4.603117111818232,-0.10693799508331026,0.015199673169765011,051600
24,현대글로비스,2018,Q4,산업재,0.045244140944131386,-0.005584482518972145,0.02705349048090211,0.08288871353733751,-0.10693799508331026,0.22141385748532166,086280
