,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,유동자산 변화율,유동부채 변화율,Label,Code
25,CJ대한통운,2018,Q3,산업재,0.11571023203286286,0.07200074222122677,0.04031927773610211,0.005236459958047002,-0.07647526626232914,0.3556628062274245,0.07043111948977278,000120
25,두산,2018,Q3,산업재,0.2813772335036169,0.0062391754067658844,0.026432688802418003,0.04857299833993145,0.08793206846990986,0.08436681832551973,-0.30989866906136915,000150
25,LG상사,2018,Q3,산업재,-0.22248022226883024,0.028415872805860998,0.016852093340178564,0.14063880098115744,-0.01792745999408829,0.13534954800564591,-0.02870096063856419,001120
25,대한항공,2018,Q3,산업재,0.12495020537271037,0.0007791309762670284,0.009885510869796166,0.1313875892856171,0.06380305902470362,0.002116490279608696,0.05916233969037817,003490
25,S&T중공업,2018,Q3,산업재,0.08716642462338153,-0.0077788609803605135,0.004919569598902607,-0.1349036038166156,0.01901352244507204,0.03677816964038172,0.10331555535117505,003570
25,LS,2018,Q3,산업재,-0.14615924572539346,0.0006836637938372192,-0.012428151018654354,0.048574308689872,-0.6227114070965116,0.20718446009819158,-0.060650721129957924,006260
25,LS산전,2018,Q3,산업재,-0.24531077979904248,-0.009956163836052245,0.0007988620823291548,-0.13919047520535566,0.00955527759922048,0.04326379318543916,-0.020304365285447098,010120
25,현대상선,2018,Q3,산업재,-0.0778137709005156,-0.012289281334195601,-0.03349755297932899,0.17293212152091786,-0.09170838402574177,0.01720475283146139,-0.11673145047657724,011200
25,SK텔레콤,2018,Q3,커뮤니케이션서비스,0.09907619067919897,-0.004888432243591478,0.002507384770977561,-0.005528182239996515,0.03247544295497429,-0.03503735417546738,-0.07653364974184323,017670
25,한국단자,2018,Q3,산업재,-0.1721078513440587,-0.010696626495260486,0.0025111915401219154,0.004463314742449764,0.01812992964154647,0.03806718729310332,0.6870521827515407,025540
25,제일기획,2018,Q3,커뮤니케이션서비스,0.1817587279625133,0.00885074124226759,0.03156426141783264,-0.16516160011991254,0.04485568634754,0.025920015260298745,0.05476177228069047,030000
25,KT,2018,Q3,커뮤니케이션서비스,0.11044707413812602,-0.015411898380434885,0.01765290926566987,0.017543654842482992,0.11321522783200044,-0.020489137219573572,-0.10303644801752983,030200
25,LG유플러스,2018,Q3,커뮤니케이션서비스,0.011272667533378855,-0.004955289354387271,-0.014644517949649827,0.003954509513635296,-0.033062583834241766,-0.03906020268308619,-0.012480616478091733,032640
25,SBS,2018,Q3,커뮤니케이션서비스,0.08764858807709541,0.01978300992283577,-0.033530761255491925,-0.2691153052239228,-0.09585607122089823,-0.117830059210564,0.3415740686822057,034120
25,NAVER,2018,Q3,커뮤니케이션서비스,-0.16782385035637076,0.46787323893241073,0.10143634730507878,-0.006556821466819018,-0.376614223009079,0.29307768902959586,0.04799770301662121,035420
25,엔씨소프트,2018,Q3,커뮤니케이션서비스,0.2947537311917189,-0.13203037871476742,-0.0923127779260321,-0.09496916947718059,-0.05221869945732027,-0.11892893606983901,0.07296498379785547,036570
25,대우인터내셔널,2018,Q3,산업재,0.1684108036867166,-0.009676910333021982,0.0263503050457361,0.07223325458805108,0.05050141451640755,0.1055051280200574,-0.10590625140546793,047050
25,한국항공우주,2018,Q3,산업재,-0.08890511711530323,0.09231915133126978,0.09554147899970289,-0.4767041717849947,0.09719260199495383,0.20892397221371195,0.0739380664375445,047810
25,한전KPS,2018,Q3,산업재,-0.1550786282296816,0.022001489111314276,0.01682477008801797,-0.2166285123622641,0.01210309970276291,-0.011596096708076598,0.219485130318002,051600
25,현대글로비스,2018,Q3,산업재,-0.003821716985839413,-0.006145161243314212,0.002776855702800063,0.038555866872892475,0.014262988507067087,-0.01969908215887406,0.045244140944131386,086280
