,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,자본총계 변화율,금리 변화율,Label,Code
25,CJ대한통운,2018,Q3,산업재,0.11571023203286286,0.07200074222122677,0.04031927773610211,-0.005114451968693978,-0.09246405552800974,0.07043111948977278,000120
25,두산,2018,Q3,산업재,0.2813772335036169,0.0062391754067658844,0.026432688802418003,-0.0018587691539526663,-0.09246405552800974,-0.30989866906136915,000150
25,SK하이닉스,2018,Q3,정보기술,0.017395274679003904,0.05038276581506862,0.08473878414350788,0.07269134859195692,-0.09246405552800974,0.013620315698057415,000660
25,LG상사,2018,Q3,산업재,-0.22248022226883024,0.028415872805860998,0.016852093340178564,-0.008188866955211704,-0.09246405552800974,-0.02870096063856419,001120
25,대한항공,2018,Q3,산업재,0.12495020537271037,0.0007791309762670284,0.009885510869796166,0.0805304333471526,-0.09246405552800974,0.05916233969037817,003490
25,LG,2018,Q3,정보기술,-0.009626283564119015,0.04954741396996676,0.001424031730614006,0.004337284913876749,-0.09246405552800974,0.11076262153853225,003550
25,S&T중공업,2018,Q3,산업재,0.08716642462338153,-0.0077788609803605135,0.004919569598902607,-0.0021343426537644428,-0.09246405552800974,0.10331555535117505,003570
25,한솔테크닉스,2018,Q3,정보기술,-0.21888481634703838,-0.0062417874611487845,0.01851721938076034,0.014643989966069082,-0.09246405552800974,-0.015083028676038336,004710
25,삼성전자,2018,Q3,정보기술,0.062292406532657496,-3.5253892188613634e-05,0.06780077661574269,0.048314350828653874,-0.09246405552800974,-0.022224584059598457,005930
25,LS,2018,Q3,산업재,-0.14615924572539346,0.0006836637938372192,-0.012428151018654354,-0.0005982512411460972,-0.09246405552800974,-0.060650721129957924,006260
25,삼성SDI,2018,Q3,정보기술,0.07010092574828349,0.065455296367668,0.08203664091579221,0.013063768607744608,-0.09246405552800974,-0.041232484812600945,006400
25,대덕전자,2018,Q3,정보기술,0.12574523540668203,-0.019255200864389477,0.022921415913259358,0.014089573353317286,-0.09246405552800974,0.07095004237252954,008060
25,삼성전기,2018,Q3,정보기술,-0.12990380305485644,-0.1264409909743348,0.08917953534784373,0.03993398418717664,-0.09246405552800974,-0.0925596562907381,009150
25,LS산전,2018,Q3,산업재,-0.24531077979904248,-0.009956163836052245,0.0007988620823291548,0.022269156107807442,-0.09246405552800974,-0.020304365285447098,010120
25,LG이노텍,2018,Q3,정보기술,-0.2258221704017952,0.0420322717372017,0.09208888062012055,0.03640420321386051,-0.09246405552800974,0.12074609283818175,011070
25,현대상선,2018,Q3,산업재,-0.0778137709005156,-0.012289281334195601,-0.03349755297932899,-0.29200767240546377,-0.09246405552800974,-0.11673145047657724,011200
25,삼성에스디에스,2018,Q3,정보기술,-0.10468256411680334,0.011596615380832676,0.03655348051321328,0.02860455634117276,-0.09246405552800974,0.24125099060953142,018260
25,일진머티리얼즈,2018,Q3,정보기술,0.05595478280372942,0.014417866992851636,0.06567870938259568,0.02688115825457471,-0.09246405552800974,-0.2608954266112403,020150
25,한국단자,2018,Q3,산업재,-0.1721078513440587,-0.010696626495260486,0.0025111915401219154,-0.0009730130926989267,-0.09246405552800974,0.6870521827515407,025540
25,신도리코,2018,Q3,정보기술,-0.03563502835129913,-0.03237132057939385,0.01688099709461799,0.008698316337595324,-0.09246405552800974,0.01480141337080514,029530
25,LG디스플레이,2018,Q3,정보기술,-0.09348758926415991,0.04795942277249532,0.03213627320024526,0.0015065064372092873,-0.09246405552800974,0.051815114210444616,034220
25,SK,2018,Q3,정보기술,0.13480207929808474,0.03970458187820047,0.0401197007520957,0.002142606917316048,-0.09246405552800974,-0.02744038902663689,034730
25,한미반도체,2018,Q3,정보기술,-0.00910126873595464,-0.11241403871340261,-0.11375109364431502,-0.03785504928996841,-0.09246405552800974,-0.10086187709617259,042700
25,대우인터내셔널,2018,Q3,산업재,0.1684108036867166,-0.009676910333021982,0.0263503050457361,0.007796745841547548,-0.09246405552800974,-0.10590625140546793,047050
25,한국항공우주,2018,Q3,산업재,-0.08890511711530323,0.09231915133126978,0.09554147899970289,-0.030346813347603252,-0.09246405552800974,0.0739380664375445,047810
25,한전KPS,2018,Q3,산업재,-0.1550786282296816,0.022001489111314276,0.01682477008801797,0.01207731907751941,-0.09246405552800974,0.219485130318002,051600
25,LG전자,2018,Q3,정보기술,-0.007433369414909005,0.06164215856395061,-0.0058904003693508455,0.012842413399269725,-0.09246405552800974,0.053427617929294735,066570
25,현대글로비스,2018,Q3,산업재,-0.003821716985839413,-0.006145161243314212,0.002776855702800063,0.03440463390532367,-0.09246405552800974,0.045244140944131386,086280
