,name,year,quarter,sector,Relative Return,매출액 변화율,이익잉여금 변화율,부채총계 변화율,유동부채 변화율,유동자산 변화율,비유동자산 변화율,Label,Code
26,조선내화,2018,Q2,철강_소재,0.04839560668212351,-0.06440360677641677,0.02204330764303153,-0.07308142735351841,-0.08818717267354192,0.0026606700039133457,-0.005633873160258318,0.060034130245770104,000480
26,영풍,2018,Q2,철강_소재,-0.08543709878316533,-0.1199754876765502,-0.0035030118892893647,-0.06199991033984187,-0.15809537637658833,-0.04491164790800206,-0.0041693926654605695,0.01968765964791773,000670
26,동국제강,2018,Q2,철강_소재,-0.19006577269342306,0.07068628377355379,-0.04347338092742892,0.0510117149478293,0.050949262869439016,0.0939123745564574,-0.009432825319177995,0.02612876541294519,001230
26,세아베스틸,2018,Q2,철강_소재,-0.15812410109905217,0.00033360136635463,0.012540683591309332,-0.03234652421654527,-0.1449089214378666,-0.016807057067587894,-0.0021027649114678804,-0.15861426534196105,001430
26,고려제강,2018,Q2,철강_소재,0.0011329313854676337,0.12258929393176654,0.0024328848927088753,-0.02519910389918467,-0.039386239761017294,-0.008201937267316328,-0.0022859833414770048,-0.2045370282521643,002240
26,세아제강,2018,Q2,철강_소재,-0.13813450100456334,-0.19295324391103152,0.01182177571637566,-0.12427824884626193,-0.22477336475676735,-0.1358522163696927,0.010457919491172918,-0.0832958909385321,003030
26,현대제철,2018,Q2,철강_소재,-0.14335719262881533,0.13940461605091103,0.015565171448120196,-0.020568243251665397,0.04383195079254465,0.04130326093968417,-0.01861912663864229,-0.08244617593621238,004020
26,삼광글라스,2018,Q2,철강_소재,-0.02481178317218577,0.04845760040872604,-0.031242806711223814,-0.0010469013325774545,0.020039530603898514,-0.038632318900590046,0.0035067069391259142,-0.17173386841433358,005090
26,POSCO,2018,Q2,철강_소재,-0.05816954280471273,-0.007221450307766442,0.009914699985931419,-0.06534416421703793,-0.036888379125962545,-0.03928202037558215,-0.00741704186427905,-0.1242611698260163,005490
26,무림P&P,2018,Q2,철강_소재,0.2833996324470188,0.025101668170331104,0.06623413015280066,0.031101682892690663,-0.005632553488441161,0.12051993831354935,0.0020775656390359387,-0.11924620668297435,009580
26,고려아연,2018,Q2,철강_소재,-0.04972482527977187,0.12492272896951429,0.023980799875757075,-0.02465150873980071,-0.006530779816315446,0.0318605446528657,0.003738442013839771,0.16521187817907673,010130
26,SK텔레콤,2018,Q2,커뮤니케이션서비스,0.25329261677180526,-0.015627373652267407,0.013493541272320275,-0.08631735955097675,-0.29334512525508194,-0.12209372050103517,-0.0021514953556308614,0.09907619067919897,017670
26,제일기획,2018,Q2,커뮤니케이션서비스,0.1291982357360479,0.254748586121782,0.04121324587667563,-0.11717580399095018,-0.126826344523974,-0.04397717547131341,-0.0025096289699270136,0.1817587279625133,030000
26,KT,2018,Q2,커뮤니케이션서비스,0.12804049882701565,-0.0032877543716102187,0.019937944336794633,-0.036666430433967,0.007547623936458914,-0.007286790219520944,-0.011760382493162469,0.11044707413812602,030200
26,LG유플러스,2018,Q2,커뮤니케이션서비스,0.33774745853397536,-0.0007107879726874211,0.04393986137149475,-0.07063701958640434,-0.10242638168125984,-0.05379228040360773,-0.011800608316541172,0.011272667533378855,032640
26,SBS,2018,Q2,커뮤니케이션서비스,-0.20013132934481254,0.24758694719477736,0.020086339814562093,-0.10757244988337678,-0.2107655269069456,-0.09448601206932483,0.021982037982442693,0.08764858807709541,034120
26,NAVER,2018,Q2,커뮤니케이션서비스,0.1451806233370187,0.062215284027964834,0.051294223613219225,-0.10259165682378457,-0.12569121547103912,-0.010545476323290837,0.03396170523040354,-0.16782385035637076,035420
26,엔씨소프트,2018,Q2,커뮤니케이션서비스,0.15361572200702928,-0.09608247118324897,0.07866913580249668,-0.3540466197723735,-0.4181991545588576,-0.09977402967742166,0.017699838844223548,0.2947537311917189,036570
26,풍산,2018,Q2,철강_소재,-0.15632837084991089,0.07472896857936484,0.029280763659228937,-0.05025874293360311,-0.08878488382941174,-0.03434115060690923,0.005494023928308112,-0.09189757252526141,103140
26,한국철강,2018,Q2,철강_소재,-0.19597347169858276,0.3825916433121148,0.10541513588313967,-0.005513121520131059,-0.018400926521361494,0.02637769281910418,-0.01851845954988851,-0.013510360431905621,104700
