,name,year,quarter,sector,Relative Return,영업이익 변화율,비유동부채 변화율,비유동자산 변화율,소비자물가지수 변화율,Label,Code
2,한화,2024,Q2,에너지_화학,0.14654641411019148,-1.118314168735572,-0.06445141484056305,-0.0027387968531801254,-0.110334699467731,0.06275613215673034,000880
2,한국쉘석유,2024,Q2,에너지_화학,0.22873722460745433,0.045009840675567014,0.010272694607664778,0.007238056854931951,-0.110334699467731,0.12008604781721018,002960
2,태광산업,2024,Q2,에너지_화학,-0.0866324514371064,-412.49299605437415,0.01813628933649669,0.012458139497939946,-0.110334699467731,0.19670176248602217,003240
2,삼성정밀화학,2024,Q2,에너지_화학,0.001697904255601096,0.3572604808734716,0.03455895050318869,0.002990704856092874,-0.110334699467731,-0.03877385162564892,004000
2,효성,2024,Q2,에너지_화학,-0.0556806790551181,0.07025528214476062,-0.024931968163332985,-0.16172372511903865,-0.110334699467731,0.28848431621547854,004800
2,SK케미칼,2024,Q2,에너지_화학,-0.16396234951086583,-1.0924464087895132,-0.22772481266049138,-0.11109725555128902,-0.110334699467731,0.12280287122368874,006120
2,대한유화,2024,Q2,에너지_화학,-0.24574289342284705,-0.5117901081228046,2.5056067746275765,-0.021540651601903105,-0.110334699467731,-0.00892081771309286,006650
2,국도화학,2024,Q2,에너지_화학,-0.07591624120182862,2.077578214023198,0.08530854095804119,0.012481082433299928,-0.110334699467731,-0.014387877679587185,007690
2,한화케미칼,2024,Q2,에너지_화학,-0.04264879492101605,0.7355720888076223,-0.0009173997913426435,0.08752399533457722,-0.110334699467731,-0.2414832138755157,009830
2,OCI,2024,Q2,에너지_화학,-0.2171507704200646,-1.0191001816807146,0.0892282854935631,0.011453069366971214,-0.110334699467731,-0.1191115966435922,010060
2,S-Oil,2024,Q2,에너지_화학,-0.013388768674356087,-0.6474951654123566,-0.007490776934864218,0.039066440064674746,-0.110334699467731,-0.05363911926143122,010950
2,롯데케미칼,2024,Q2,에너지_화학,-0.26910866888493923,-0.48637716198759684,-0.110559074978407,0.002932216986276437,-0.110334699467731,0.04915451021900591,011170
2,금호석유,2024,Q2,에너지_화학,-0.05750911088488723,0.41543862854746405,0.3288496157060148,0.005444741797880903,-0.110334699467731,-0.08354305760830244,011780
2,SKC,2024,Q2,에너지_화학,0.14374381996085936,0.7307936625128626,-0.25078444791258125,-0.012746225349065887,-0.110334699467731,0.01559470582586818,011790
2,한솔케미칼,2024,Q2,에너지_화학,-0.116695200507837,-0.013224034104035387,-0.4822590143144845,0.08914494696247632,-0.110334699467731,-0.20445172140632356,014680
2,동원시스템즈,2024,Q2,에너지_화학,-0.0024224415432997776,0.867271444073469,-0.29465025041496073,-0.004882174354753244,-0.110334699467731,0.19999148706067277,014820
2,유니드,2024,Q2,에너지_화학,-0.1550034915625242,0.30178117353958056,0.8547257667389765,0.03138879238898129,-0.110334699467731,-0.16423103730031866,014830
2,남해화학,2024,Q2,에너지_화학,0.007477249223327605,-0.35082767585536967,-0.09251859753047764,-0.0025239498579329167,-0.110334699467731,0.030924357925593268,025860
2,LG화학,2024,Q2,에너지_화학,-0.22643493370525397,2.5436175666438823,-0.05413370834080233,-0.005233394301902727,-0.110334699467731,0.10172354717191566,051910
2,휴켐스,2024,Q2,에너지_화학,-0.02123740846212225,-0.318188546702596,0.008238967309109446,-0.01621481183414375,-0.110334699467731,0.09038181990938945,069260
2,GS,2024,Q2,에너지_화학,0.05051795633282552,-0.9652990367211267,-0.4207963514071873,0.0017587171313580008,-0.110334699467731,0.013343954393894034,078930
2,휴비스,2024,Q2,에너지_화학,-0.10933233090677294,-0.4631621703240707,0.2218774895595672,-0.04999495676150145,-0.110334699467731,-0.13919425521309284,079980
2,후성,2024,Q2,에너지_화학,-0.11886519922213967,-3.9084564939610433,-0.0055897574440724185,0.03297276561648621,-0.110334699467731,-0.06854425521309285,093370
2,SK이노베이션,2024,Q2,에너지_화학,-0.034405499691087096,-0.9494615861003429,-0.01795186605350141,0.0005362078319759433,-0.110334699467731,0.12187734555836327,096770
2,코오롱인더,2024,Q2,에너지_화학,-0.07580406579956045,0.8143469687761786,0.0819735853025092,0.004476543479258854,-0.110334699467731,-0.08915894447862957,120110
