,name,year,quarter,sector,Relative Return,Relative Return,영업이익 변화율,비유동부채 변화율,매출액 변화율,유동부채 변화율,부채총계 변화율,Label,Code
2,한화,2024,Q2,에너지_화학,0.14654641411019148,0.14654641411019148,-1.118314168735572,-0.06445141484056305,-0.05805450155225944,0.15212711753762553,0.05503597697567164,0.06275613215673034,000880
2,한국쉘석유,2024,Q2,에너지_화학,0.22873722460745433,0.22873722460745433,0.045009840675567014,0.010272694607664778,0.09248229452932444,-0.40011294466203307,-0.3876451531782634,0.12008604781721018,002960
2,태광산업,2024,Q2,에너지_화학,-0.0866324514371064,-0.0866324514371064,-412.49299605437415,0.01813628933649669,0.020812893098196783,0.09138082610804887,0.05960517182970704,0.19670176248602217,003240
2,삼성정밀화학,2024,Q2,에너지_화학,0.001697904255601096,0.001697904255601096,0.3572604808734716,0.03455895050318869,0.04818513682583947,-0.14730200425378448,-0.09593065737790829,-0.03877385162564892,004000
2,효성,2024,Q2,에너지_화학,-0.0556806790551181,-0.0556806790551181,0.07025528214476062,-0.024931968163332985,-0.44817251559111326,4.2103199796756305,1.601445214310433,0.28848431621547854,004800
2,SK케미칼,2024,Q2,에너지_화학,-0.16396234951086583,-0.16396234951086583,-1.0924464087895132,-0.22772481266049138,-0.24825209162954254,0.19145039027072408,-0.004167231370321711,0.12280287122368874,006120
2,대한유화,2024,Q2,에너지_화학,-0.24574289342284705,-0.24574289342284705,-0.5117901081228046,2.5056067746275765,0.11668200162225961,0.6641660821593163,0.7093103070158779,-0.00892081771309286,006650
2,국도화학,2024,Q2,에너지_화학,-0.07591624120182862,-0.07591624120182862,2.077578214023198,0.08530854095804119,0.23652413731896682,0.006587855555163502,0.01796980786394231,-0.014387877679587185,007690
2,한화케미칼,2024,Q2,에너지_화학,-0.04264879492101605,-0.04264879492101605,0.7355720888076223,-0.0009173997913426435,-0.05475358613988235,-0.0014336706607488425,-0.0012468062685135894,-0.2414832138755157,009830
2,OCI,2024,Q2,에너지_화학,-0.2171507704200646,-0.2171507704200646,-1.0191001816807146,0.0892282854935631,-0.9891385404572803,-0.824009312457985,-0.43609541294174237,-0.1191115966435922,010060
2,S-Oil,2024,Q2,에너지_화학,-0.013388768674356087,-0.013388768674356087,-0.6474951654123566,-0.007490776934864218,0.025754941743406423,-0.032205286979537506,-0.02611821106789003,-0.05363911926143122,010950
2,롯데케미칼,2024,Q2,에너지_화학,-0.26910866888493923,-0.26910866888493923,-0.48637716198759684,-0.110559074978407,0.032303068142205404,0.06406826022620127,0.001953333357380238,0.04915451021900591,011170
2,금호석유,2024,Q2,에너지_화학,-0.05750911088488723,-0.05750911088488723,0.41543862854746405,0.3288496157060148,0.10782195575828113,0.016948925538910364,0.08843016740913145,-0.08354305760830244,011780
2,SKC,2024,Q2,에너지_화학,0.14374381996085936,0.14374381996085936,0.7307936625128626,-0.25078444791258125,-0.15473521095806198,0.20375141515523687,-0.02482198083136078,0.01559470582586818,011790
2,한솔케미칼,2024,Q2,에너지_화학,-0.116695200507837,-0.116695200507837,-0.013224034104035387,-0.4822590143144845,-0.014825915801530476,-0.04497065279371104,-0.23857693459186924,-0.20445172140632356,014680
2,동원시스템즈,2024,Q2,에너지_화학,-0.0024224415432997776,-0.0024224415432997776,0.867271444073469,-0.29465025041496073,0.10667390198414428,0.04345914633760417,-0.04951188948227114,0.19999148706067277,014820
2,유니드,2024,Q2,에너지_화학,-0.1550034915625242,-0.1550034915625242,0.30178117353958056,0.8547257667389765,0.12087475885101728,-0.15972761633925758,-0.05011108531660691,-0.16423103730031866,014830
2,남해화학,2024,Q2,에너지_화학,0.007477249223327605,0.007477249223327605,-0.35082767585536967,-0.09251859753047764,-0.02364425148667615,0.19972125464820478,0.18244532514113465,0.030924357925593268,025860
2,LG화학,2024,Q2,에너지_화학,-0.22643493370525397,-0.22643493370525397,2.5436175666438823,-0.05413370834080233,0.07044540115792564,0.0995449189425861,0.023574530725790188,0.10172354717191566,051910
2,휴켐스,2024,Q2,에너지_화학,-0.02123740846212225,-0.02123740846212225,-0.318188546702596,0.008238967309109446,-0.0667890391870829,-0.16990573456597013,-0.14494406079796474,0.09038181990938945,069260
2,GS,2024,Q2,에너지_화학,0.05051795633282552,0.05051795633282552,-0.9652990367211267,-0.4207963514071873,-0.90424337469885,-0.36601145898156695,-0.390704192813801,0.013343954393894034,078930
2,휴비스,2024,Q2,에너지_화학,-0.10933233090677294,-0.10933233090677294,-0.4631621703240707,0.2218774895595672,0.08447898046498792,-0.026504198711775118,0.05334979584555444,-0.13919425521309284,079980
2,후성,2024,Q2,에너지_화학,-0.11886519922213967,-0.11886519922213967,-3.9084564939610433,-0.0055897574440724185,0.0038895399739178327,-0.07620033397520587,-0.03153917676673479,-0.06854425521309285,093370
2,SK이노베이션,2024,Q2,에너지_화학,-0.034405499691087096,-0.034405499691087096,-0.9494615861003429,-0.01795186605350141,-0.514840111035025,-0.08301970577271878,-0.02825157534357714,0.12187734555836327,096770
2,코오롱인더,2024,Q2,에너지_화학,-0.07580406579956045,-0.07580406579956045,0.8143469687761786,0.0819735853025092,0.08733757844174583,-0.05078444804029547,-0.018293887244412277,-0.08915894447862957,120110
