,name,year,quarter,sector,Relative Return,영업이익 변화율,비유동부채 변화율,비유동자산 변화율,소비자물가지수 변화율,Label,Code
28,한화,2017,Q4,에너지_화학,0.004338731502128559,-0.46861176002783433,0.02443728675459589,-0.0022893918947968217,-0.3500195788744318,0.06330808721003921,000880
28,한국쉘석유,2017,Q4,에너지_화학,-0.08284949576450643,0.11031263461165719,-0.700977128684164,0.0337835541722209,-0.3500195788744318,-0.023045268565260596,002960
28,태광산업,2017,Q4,에너지_화학,0.08177849142445637,0.8495587898527273,0.0950862477219907,0.021195434328136864,-0.3500195788744318,0.09555502598554942,003240
28,삼성정밀화학,2017,Q4,에너지_화학,0.6170959943792216,-0.13448775227012932,0.027899837366907265,-0.008519549217973599,-0.3500195788744318,-0.09312503059153686,004000
28,효성,2017,Q4,에너지_화학,0.0075482842331564964,-0.36331890972267966,0.08163028405014683,-0.021519122252843914,-0.3500195788744318,0.1231279647584066,004800
28,SK케미칼,2017,Q4,에너지_화학,-0.08640578571820204,-2.4226551764785222,-0.5625022213992896,-0.5546002447830907,-0.3500195788744318,0.029516965511728218,006120
28,대한유화,2017,Q4,에너지_화학,0.22191005266217506,0.22976593273370804,-0.054481948938536195,-0.009825803606039796,-0.3500195788744318,-0.11951002628417284,006650
28,국도화학,2017,Q4,에너지_화학,0.0809460599245318,-0.4362003487738526,-0.0018756497382503845,0.01447636146089315,-0.3500195788744318,0.05345527136308188,007690
28,한화케미칼,2017,Q4,에너지_화학,0.04230328307032655,-0.31665110215889913,-0.2048835594469186,-0.012744781062113741,-0.3500195788744318,-0.009842198266168705,009830
28,OCI,2017,Q4,에너지_화학,0.3415441103457459,0.20960094006124041,-0.21066835562112762,-0.022155986524073246,-0.3500195788744318,-0.0009853893393131459,010060
28,S-Oil,2017,Q4,에너지_화학,0.05156280910234389,-0.3299701215202778,0.06681662434130065,0.13988981370132536,-0.3500195788744318,-0.12717692422191945,010950
28,롯데케미칼,2017,Q4,에너지_화학,0.26595742582410187,-0.12461357793346095,-0.11220397967756834,-0.013189085993327687,-0.3500195788744318,-0.08940087925327014,011170
28,금호석유,2017,Q4,에너지_화학,0.36606033424288453,0.569986596461957,-0.12858338558920357,-0.02354210596558981,-0.3500195788744318,0.13213099254772287,011780
28,SKC,2017,Q4,에너지_화학,-0.03269941847919782,-0.23341504361262932,-0.07760548736646966,-0.014639212884146713,-0.3500195788744318,0.04585594825168908,011790
28,한솔케미칼,2017,Q4,에너지_화학,0.026713244369351442,-0.36394246636340466,-0.0047867707510118596,0.027047565658832484,-0.3500195788744318,-0.002550211994246713,014680
28,동원시스템즈,2017,Q4,에너지_화학,0.06290371723835547,-0.27431829586109546,0.38309295327836934,0.0032123019689387355,-0.3500195788744318,-0.11185244735742148,014820
28,유니드,2017,Q4,에너지_화학,0.12887550708282383,-0.17192380439882138,0.3396776155445731,0.027119087926755547,-0.3500195788744318,0.11070152644689366,014830
28,남해화학,2017,Q4,에너지_화학,0.6698487100673508,-1.8971039139665766,0.5237574955911333,0.0065660758182657375,-0.3500195788744318,0.3659773256371174,025860
28,LG화학,2017,Q4,에너지_화학,0.03701358369933349,-0.25048646932783114,-0.09786947383822386,0.08691918717355285,-0.3500195788744318,-0.10709878112104956,051910
28,휴켐스,2017,Q4,에너지_화학,0.10441325917340774,-0.18296196189221037,-0.01251035587485394,0.033018272355369804,-0.3500195788744318,0.21739745022797366,069260
28,GS,2017,Q4,에너지_화학,0.02862602386233925,15.532018182620593,-0.0026833953791097764,-0.00022373546993426086,-0.3500195788744318,0.0028168617343416903,078930
28,휴비스,2017,Q4,에너지_화학,0.4598415919430397,-78.81783726576099,-0.10695384464928659,0.005792098907287935,-0.3500195788744318,0.1790262759158044,079980
28,후성,2017,Q4,에너지_화학,0.15945008087609527,-0.6231967869550425,-0.0939170671924291,-0.008742033969251772,-0.3500195788744318,-0.06879634118224394,093370
28,SK이노베이션,2017,Q4,에너지_화학,0.09923310543750882,-1.0582073076776881,0.10743679930759131,0.006018115838922755,-0.3500195788744318,-0.04440085932848191,096770
28,코오롱인더,2017,Q4,에너지_화학,-0.08808676095752382,0.20082582419434547,-0.05462743714323215,0.017917849899043548,-0.3500195788744318,-0.04091904808852466,120110
