,name,year,quarter,sector,Relative Return,유동부채 변화율,영업이익 변화율,부채총계 변화율,비유동자산 변화율,매출액 변화율,Label,Code
3,한화,2024,Q1,에너지_화학,-0.07102790399691823,0.1704656480758675,12.616428200756172,0.08222628374530716,0.005502610582244882,-0.1529583637691746,0.14654641411019148,000880
3,한국쉘석유,2024,Q1,에너지_화학,0.13365405835032973,0.5034258015051427,0.7128231519756376,0.49890449314232854,0.03501378450455728,0.018212698076889522,0.22873722460745433,002960
3,태광산업,2024,Q1,에너지_화학,-0.09944385052655712,-0.012751576641953144,-0.9966786981750729,-0.00851823923002959,-0.003321621669276964,0.10288947713446062,-0.0866324514371064,003240
3,삼성정밀화학,2024,Q1,에너지_화학,-0.04371608806883931,0.07775938372193236,0.44149408974528837,0.4294950961751689,0.2912122847150327,-0.018830361696497433,0.001697904255601096,004000
3,효성,2024,Q1,에너지_화학,-0.014817480231190769,0.6138092319357691,-1.2158898952453112,0.17348847892297448,0.0299357794284536,0.19386173091312475,-0.0556806790551181,004800
3,SK케미칼,2024,Q1,에너지_화학,-0.03215266945102983,0.169168852513492,-6.776707505597457,0.18325274216932974,0.0020998906646640947,-2.2830238291510607,-0.16396234951086583,006120
3,대한유화,2024,Q1,에너지_화학,-0.010071990347319214,0.17814403606830043,0.42906721837430095,0.09020690464726311,-0.02309899347879929,-0.01079675594658236,-0.24574289342284705,006650
3,국도화학,2024,Q1,에너지_화학,-0.08116796739568813,0.20140188634499068,-0.06067812688220364,0.19743585999590096,0.02585057788610512,-0.00895573805824057,-0.07591624120182862,007690
3,한화케미칼,2024,Q1,에너지_화학,0.02240288086990374,0.2641345920072544,-0.7554899908748302,0.13253717784795804,0.03094854055466234,0.0367628930000814,-0.04264879492101605,009830
3,OCI,2024,Q1,에너지_화학,0.042259096874718405,18.168770156544515,1.867246589940983,1.194556923773014,0.08656706010199833,1.8581606198136935,-0.2171507704200646,010060
3,S-Oil,2024,Q1,에너지_화학,-0.15168970631309517,0.08487251844786292,-8.928096919688123,0.06062770419956087,0.010632897040959266,-0.05177487600192621,-0.013388768674356087,010950
3,롯데케미칼,2024,Q1,에너지_화학,-0.07093220812656266,0.3560922826678421,-0.5082969228635177,0.09784230373210012,0.01240856927562306,0.030116721587059914,-0.26910866888493923,011170
3,금호석유,2024,Q1,에너지_화학,0.04666510230293855,0.12174956750254262,0.5492970929964283,0.11813223577937104,-0.004907068391253322,0.09834197354524465,-0.05750911088488723,011780
3,SKC,2024,Q1,에너지_화학,-0.08879338388092485,-0.29876586036764763,-0.04359339780935134,-0.24803215017295188,0.004491059899190963,-3.51787131147575,0.14374381996085936,011790
3,한솔케미칼,2024,Q1,에너지_화학,-0.007005544018947835,0.17477539424349264,0.49579935029155986,0.17420613928368534,0.015907521779191747,0.05189692493362208,-0.116695200507837,014680
3,동원시스템즈,2024,Q1,에너지_화학,-0.1250453047736141,0.05653638393561544,0.23525497930974737,0.05852058537338367,-0.0001567008680443127,0.0757807361312115,-0.0024224415432997776,014820
3,유니드,2024,Q1,에너지_화학,0.33992941788884995,0.04915466339136687,0.9022203002345766,0.028314132378644885,0.008131247605785763,0.1107641488538933,-0.1550034915625242,014830
3,남해화학,2024,Q1,에너지_화학,-0.04856747483898476,-0.1202964465242391,6.441395980250118,-0.10234361347577992,-0.009874470108935274,0.0762393164550963,0.007477249223327605,025860
3,LG화학,2024,Q1,에너지_화학,-0.12413056424429195,0.10444473859093595,-1.3737237464975374,0.05359534355144646,0.00840640362945333,0.1960281506765631,-0.22643493370525397,051910
3,휴켐스,2024,Q1,에너지_화학,-0.034768394228720786,0.1813118218888985,-21.18087030213085,0.1547016537830035,0.008891091735543366,0.3599093563938489,-0.02123740846212225,069260
3,GS,2024,Q1,에너지_화학,-0.13496823914298028,0.279347491873847,2.763721498737272,0.15066070452544955,0.0018855122259580082,2.2508515401609244,0.05051795633282552,078930
3,휴비스,2024,Q1,에너지_화학,-0.0728562174938576,-0.0584060565352118,-0.7056863884388997,-0.0068187212555217425,-0.01745936627420941,0.007758314675848199,-0.10933233090677294,079980
3,후성,2024,Q1,에너지_화학,-0.102648817386193,-0.005941712244855624,-0.6823698074685005,0.0335757490802695,0.036902789638447064,0.1615946937135071,-0.11886519922213967,093370
3,SK이노베이션,2024,Q1,에너지_화학,-0.1266608888981958,-0.3145669964762774,-0.5364741195386821,-0.06528435180641423,0.00011481190627793403,-0.3965602261596457,-0.034405499691087096,096770
3,코오롱인더,2024,Q1,에너지_화학,0.030358640160906537,0.037691111447965,-0.07011606738237919,0.052596672489930274,0.002599385879659355,-0.1396256067738727,-0.07580406579956045,120110
