,name,year,quarter,sector,Relative Return,영업이익 변화율,비유동부채 변화율,비유동자산 변화율,매출액 변화율,부채총계 변화율,이익잉여금 변화율,Label,Code
23,한화,2019,Q1,에너지_화학,-0.04853802088551708,-0.7103351020603279,0.049483831911554255,0.014600014645917092,-0.43243915389713494,0.043034141998826936,-0.02106000291390353,-0.15130566166444795,000880
23,한국쉘석유,2019,Q1,에너지_화학,0.03378105806185134,-0.17186316513868583,0.0,0.017827839003841994,-0.04018687747010341,0.33586828427788373,-0.18589825534436444,0.047126003335580306,002960
23,태광산업,2019,Q1,에너지_화학,-0.05150507717388067,-0.36468145007554365,0.03738180831062632,0.008043915521650957,-0.10644793062515212,0.06339526437035548,0.01879554137278916,-0.22519583058794568,003240
23,삼성정밀화학,2019,Q1,에너지_화학,0.06807493503702064,-0.022258239208362784,0.01784072385904123,0.010177054361631521,-0.023028071416616003,0.1861063252021362,0.052368219570489094,0.03075821555241501,004000
23,효성,2019,Q1,에너지_화학,0.09611798615802036,-1.6166188907974357,0.08090192603095114,0.00822951751678147,-1.073460851804593,0.5702803127978937,-0.007457742595747829,0.1065397642693578,004800
23,SK케미칼,2019,Q1,에너지_화학,0.10150612895032014,-14.09080065994778,-0.19879633141834363,0.0028658376873071933,-0.09879669947222303,0.0513968549181576,0.00496035289452923,-0.161170716974396,006120
23,대한유화,2019,Q1,에너지_화학,-0.0718194382970196,2.1164228502047977,0.08632576666997438,-0.0073175915569957395,-0.19764984161383004,0.2671437683641429,0.022430455719189224,-0.13906562132144265,006650
23,국도화학,2019,Q1,에너지_화학,-0.004241627612673573,1.2913747853752686,-0.01767580582456596,0.061805925542280926,0.01782121035505635,0.2251420135248372,-0.0024205612011261035,0.037654307498687756,007690
23,한화케미칼,2019,Q1,에너지_화학,0.013660248712433955,-2.065254223616703,0.05903699139887064,0.006366768673691903,-0.09405164859372583,0.04241343846111656,0.01694928826179476,-0.10815472176625504,009830
23,OCI,2019,Q1,에너지_화학,-0.02255571736582705,0.10817482903194486,0.06339379597684869,-0.005996365845440277,-0.04166001226875615,-0.0667378759975028,-0.02008503245586335,-0.17348512034121136,010060
23,S-Oil,2019,Q1,에너지_화학,-0.04919481791145233,-1.8140573499832637,0.022790065527411363,0.009290926062584637,-0.20917858054289473,0.036346028965096755,0.0202389246831729,0.08338182474327682,010950
23,롯데케미칼,2019,Q1,에너지_화학,-0.08120919588312296,1.4582169813357018,-0.09632074049724093,0.01086631274929939,-0.020850064005866087,0.08927317396646584,-0.00969921417730446,-0.1079561292262059,011170
23,금호석유,2019,Q1,에너지_화학,-0.01839722170632569,1.599630845487892,-0.2852670566871133,-0.010300955557473679,-0.012092338041648554,0.01852367647117248,0.0693639910730135,-0.14013764288223637,011780
23,SKC,2019,Q1,에너지_화학,-0.0657644751791459,-0.1184493295051453,0.12069284548493564,0.007799739651277893,-0.026671187153423537,0.1502200267308802,-0.005056111485109871,0.2953687555172201,011790
23,한솔케미칼,2019,Q1,에너지_화학,0.011255442210957325,0.5956662311137568,0.011311752084869564,0.026404507374673925,-0.06673970688964226,0.27720654183339155,0.031045037423897304,0.03118575439832734,014680
23,동원시스템즈,2019,Q1,에너지_화학,0.021069742566982786,0.48963689333278193,0.013811471538877962,0.050184434447571924,0.0784094194373266,0.11709531906740844,0.017701109327978637,0.03836231006484478,014820
23,유니드,2019,Q1,에너지_화학,0.0008163115248154169,0.9685156623447335,-0.024498376852698622,0.029682661389087706,0.038082352403149944,-0.05563478620198481,-0.006199169352487877,0.01728350142411736,014830
23,남해화학,2019,Q1,에너지_화학,-0.0443024596372637,-1.1134476648910065,-0.1289875928843527,-0.014219469105301474,0.2044077142177556,0.12184449199989755,0.0006291521757444407,-0.11799593509992373,025860
23,LG화학,2019,Q1,에너지_화학,-0.06138668716975629,-0.27057765534579425,0.3920853549205514,0.043681274024985006,-0.151742311997339,0.21034939348294968,-0.018822788979931504,-0.0125960718053236,051910
23,휴켐스,2019,Q1,에너지_화학,0.006195575999071071,1.4273500873659026,-0.20240478340708867,-0.032558827488138764,-0.008049728594429317,0.4711278252849478,-0.05764398468480436,0.07213214217224327,069260
23,GS,2019,Q1,에너지_화학,-0.024656441938148657,-0.36799823924287445,0.0018928978472769753,-0.0002482408843986761,-0.37179242870252893,0.0864993950824724,0.014282161349473466,0.007164122978989523,078930
23,휴비스,2019,Q1,에너지_화학,-0.008665208007957854,-1.8656511816040173,0.18590607818828686,0.31089264226929214,-0.1402855250726983,0.015058653741087058,-0.011223073852091314,-0.1307736927797471,079980
23,후성,2019,Q1,에너지_화학,0.05146814461091419,0.33820309786380776,0.12124581398199297,0.08569133723648936,-0.0485773754869564,0.05753222634002375,0.03960991466165864,0.3988083353304653,093370
23,SK이노베이션,2019,Q1,에너지_화학,-0.04498729220531757,1.629675271756076,0.1727848606236495,0.051388029815267355,0.798105993638222,0.3309453925387873,0.1137865342876283,-0.02900514737931416,096770
23,코오롱인더,2019,Q1,에너지_화학,-0.029042759845593333,0.5005772199502174,-0.09927327598200264,0.00232329988516522,-0.1509282722464882,0.007911124076203313,0.02094996156430251,-0.10071766333780285,120110
