,name,year,quarter,sector,Relative Return,비유동부채 변화율,영업이익 변화율,매출액 변화율,법인세차감전 순이익 변화율,유동부채 변화율,부채총계 변화율,Label,Code
23,한화,2019,Q1,에너지_화학,-0.04853802088551708,0.049483831911554255,-0.7103351020603279,-0.43243915389713494,-0.8469199985707649,0.039247810317510234,0.043034141998826936,-0.15130566166444795,000880
23,한국쉘석유,2019,Q1,에너지_화학,0.03378105806185134,0.0,-0.17186316513868583,-0.04018687747010341,-0.1671497776447628,0.32738949247400373,0.33586828427788373,0.047126003335580306,002960
23,태광산업,2019,Q1,에너지_화학,-0.05150507717388067,0.03738180831062632,-0.36468145007554365,-0.10644793062515212,8.317618320505055,0.0706347457323222,0.06339526437035548,-0.22519583058794568,003240
23,삼성정밀화학,2019,Q1,에너지_화학,0.06807493503702064,0.01784072385904123,-0.022258239208362784,-0.023028071416616003,2.381949527397459,0.2530617007169307,0.1861063252021362,0.03075821555241501,004000
23,효성,2019,Q1,에너지_화학,0.09611798615802036,0.08090192603095114,-1.6166188907974357,-1.073460851804593,-1.2773338763627071,1.4843535945426205,0.5702803127978937,0.1065397642693578,004800
23,SK케미칼,2019,Q1,에너지_화학,0.10150612895032014,-0.19879633141834363,-14.09080065994778,0.2074152766922317,-1.7637574405093015,0.31419649949901785,0.0513968549181576,-0.161170716974396,006120
23,대한유화,2019,Q1,에너지_화학,-0.0718194382970196,0.08632576666997438,2.1164228502047977,-0.19764984161383004,2.5664086665128427,0.4260607783642467,0.2671437683641429,-0.13906562132144265,006650
23,국도화학,2019,Q1,에너지_화학,-0.004241627612673573,-0.01767580582456596,1.2913747853752686,0.01782121035505635,0.5794896286646449,0.30104767854136116,0.2251420135248372,0.037654307498687756,007690
23,한화케미칼,2019,Q1,에너지_화학,0.013660248712433955,0.05903699139887064,-2.065254223616703,-0.09405164859372583,-1.6862098006226072,0.029254531246312165,0.04241343846111656,-0.10815472176625504,009830
23,OCI,2019,Q1,에너지_화학,-0.02255571736582705,0.06339379597684869,0.10817482903194486,-0.04166001226875615,-0.5011187159793409,-0.1741110470273084,-0.0667378759975028,-0.17348512034121136,010060
23,S-Oil,2019,Q1,에너지_화학,-0.04919481791145233,0.022790065527411363,-1.8140573499832637,-0.20917858054289473,-1.3435622651962396,0.04531203261771388,0.036346028965096755,0.08338182474327682,010950
23,롯데케미칼,2019,Q1,에너지_화학,-0.08120919588312296,-0.09632074049724093,1.4582169813357018,-0.020850064005866087,1.3291480884461109,0.1765709735667933,0.08927317396646584,-0.1079561292262059,011170
23,금호석유,2019,Q1,에너지_화학,-0.01839722170632569,-0.2852670566871133,1.599630845487892,-0.012092338041648554,4.397047287228408,0.07946973132978852,0.01852367647117248,-0.14013764288223637,011780
23,SKC,2019,Q1,에너지_화학,-0.0657644751791459,0.12069284548493564,-0.1184493295051453,-0.026671187153423537,-3.6434946293669626,0.21161013283593189,0.1502200267308802,0.2953687555172201,011790
23,한솔케미칼,2019,Q1,에너지_화학,0.011255442210957325,0.011311752084869564,0.5956662311137568,-0.06673970688964226,1.0204901352453732,0.7510578979804494,0.27720654183339155,0.03118575439832734,014680
23,동원시스템즈,2019,Q1,에너지_화학,0.021069742566982786,0.013811471538877962,0.48963689333278193,0.0784094194373266,2.1828142383461575,0.15732283971138172,0.11709531906740844,0.03836231006484478,014820
23,유니드,2019,Q1,에너지_화학,0.0008163115248154169,-0.024498376852698622,0.9685156623447335,0.038082352403149944,2.963335565004481,-0.07231145895060798,-0.05563478620198481,0.01728350142411736,014830
23,남해화학,2019,Q1,에너지_화학,-0.0443024596372637,-0.1289875928843527,-1.1134476648910065,0.2044077142177556,-1.2588185203913758,0.15625329928469722,0.12184449199989755,-0.11799593509992373,025860
23,LG화학,2019,Q1,에너지_화학,-0.06138668716975629,0.3920853549205514,-0.27057765534579425,-0.151742311997339,0.20909889202923249,0.0900546854821016,0.21034939348294968,-0.0125960718053236,051910
23,휴켐스,2019,Q1,에너지_화학,0.006195575999071071,-0.20240478340708867,1.4273500873659026,-0.008049728594429317,18.20379730877973,1.1270542955402947,0.4711278252849478,0.07213214217224327,069260
23,GS,2019,Q1,에너지_화학,-0.024656441938148657,0.0018928978472769753,-0.36799823924287445,-0.37179242870252893,-0.35534618635979387,0.18846579625436144,0.0864993950824724,0.007164122978989523,078930
23,휴비스,2019,Q1,에너지_화학,-0.008665208007957854,0.18590607818828686,-1.8656511816040173,-0.1402855250726983,-1.80680660243561,-0.02910125466108837,0.015058653741087058,-0.1307736927797471,079980
23,후성,2019,Q1,에너지_화학,0.05146814461091419,0.12124581398199297,0.33820309786380776,-0.0485773754869564,0.45725447751062,-0.03656207498427222,0.05753222634002375,0.3988083353304653,093370
23,SK이노베이션,2019,Q1,에너지_화학,-0.04498729220531757,0.1727848606236495,1.629675271756076,0.798105993638222,1.635138196486111,1.247498951083196,0.3309453925387873,-0.02900514737931416,096770
23,코오롱인더,2019,Q1,에너지_화학,-0.029042759845593333,-0.09927327598200264,0.5005772199502174,-0.1509282722464882,0.1823093685224504,0.04793943027542147,0.007911124076203313,-0.10071766333780285,120110
